# freq,S11,S22
 (4.033663243617164884e-01+6.069446722945458506e-01j), (5.913668160568362753e-01+4.062668073850778105e-01j), (1.000000000000000000e+05+0.000000000000000000e+00j)
 (3.338612335391621944e-02+3.689765266870932425e-01j), (3.000963184554559238e-01+4.754229390150288559e-01j), (3.527558500000000000e+09+0.000000000000000000e+00j)
 (6.338332877498803475e-01+2.791603119778325315e-01j), (5.693956532709812945e-01+2.937762856746813922e-01j), (3.570058000000000000e+09+0.000000000000000000e+00j)
 (1.044177687205424254e-01+8.093538170673477694e-01j), (5.738466158210220325e-02+3.838560698495652179e-02j), (3.612557500000000000e+09+0.000000000000000000e+00j)
 (3.491643444271672614e-01+1.526167832283426007e-01j), (5.663654589843369891e-02+3.614492972425025208e-01j), (3.655057000000000000e+09+0.000000000000000000e+00j)
 (4.716363568976561504e-01+2.186673136509224014e-01j), (4.334142765055181146e-01+2.181504198616286416e-01j), (3.697556500000000000e+09+0.000000000000000000e+00j)
 (6.329302588813636721e-01+6.327587454341054851e-02j), (9.940632549195741463e-01+7.422173256768704874e-01j), (3.740056000000000000e+09+0.000000000000000000e+00j)
 (9.552902327605534705e-01+6.384039436379262966e-01j), (2.275727443535925376e-01+9.379366021225099548e-01j), (3.782555500000000000e+09+0.000000000000000000e+00j)
 (6.948976566292563994e-01+3.538519989516210051e-01j), (8.243055790983537801e-01+9.270393926408125873e-01j), (3.825055000000000000e+09+0.000000000000000000e+00j)
 (5.617914157028196520e-01+7.285671298400326901e-01j), (5.112615429286981872e-02+5.582718946774423152e-02j), (3.867554500000000000e+09+0.000000000000000000e+00j)
 (8.771233221439628247e-01+4.862168806556369516e-01j), (8.919962473235076850e-02+8.781751907037873561e-01j), (3.910054000000000000e+09+0.000000000000000000e+00j)
 (9.670840569147387544e-02+1.319714159302765033e-01j), (6.875382184554710285e-01+8.735913812466203909e-01j), (3.952553500000000000e+09+0.000000000000000000e+00j)
 (6.537151378333612151e-01+2.793532639651730154e-02j), (7.807691636592900553e-01+7.944650290870801657e-01j), (3.995053000000000000e+09+0.000000000000000000e+00j)
 (5.308868376198683237e-02+3.211234749327862570e-02j), (7.741142280670424425e-01+6.797446442722012705e-01j), (4.037552500000000000e+09+0.000000000000000000e+00j)
 (3.498371179756636362e-01+6.975407904501177425e-01j), (2.499351132807714482e-02+8.618699250889708674e-01j), (4.080052000000000000e+09+0.000000000000000000e+00j)
 (7.285200552414934361e-01+7.691290060444418986e-01j), (9.996294815078885510e-01+6.996330057920577827e-01j), (4.122551500000000000e+09+0.000000000000000000e+00j)
 (4.195619887403401194e-02+6.523078578960846974e-01j), (9.264701265472234937e-01+8.260302024480409289e-01j), (4.165051000000000000e+09+0.000000000000000000e+00j)
 (4.123400351385522189e-01+7.612953431007120075e-01j), (4.282614459729435774e-01+5.986645879537333403e-01j), (4.207550500000000000e+09+0.000000000000000000e+00j)
 (7.712333038830987419e-02+8.658814245649734120e-01j), (4.847488638404040540e-01+6.578376652564567051e-01j), (4.250050000000000000e+09+0.000000000000000000e+00j)
 (6.921558294352252449e-01+4.320666954036850305e-01j), (8.508675791127920940e-01+7.362413923799253634e-01j), (4.292549500000000000e+09+0.000000000000000000e+00j)
 (3.570400216105440450e-02+9.821101502597141542e-01j), (2.518972912396566510e-02+4.732741113312789460e-01j), (4.335049000000000000e+09+0.000000000000000000e+00j)
 (1.841186925143191155e-01+9.263382825499975048e-01j), (1.572868809452937500e-01+4.189451107767498961e-01j), (4.377548500000000000e+09+0.000000000000000000e+00j)
 (6.071306893502482760e-01+2.738656232329339524e-02j), (2.228154659428727147e-01+5.580968143155616845e-01j), (4.420048000000000000e+09+0.000000000000000000e+00j)
 (3.008546552113304795e-01+5.308831696971848535e-01j), (8.570252566635533364e-01+9.657678762351004087e-01j), (4.462547500000000000e+09+0.000000000000000000e+00j)
 (3.915242527981419585e-01+9.784605401812447312e-01j), (2.311410177981008118e-01+5.104209221956391707e-01j), (4.505047000000000000e+09+0.000000000000000000e+00j)
 (2.221863884778246812e-01+8.372826029658460012e-01j), (3.787599393669518477e-01+4.427407080061825928e-01j), (4.547546500000000000e+09+0.000000000000000000e+00j)
 (1.599681098510450372e-01+3.197684040603373523e-01j), (2.502859932072404314e-01+9.223940095034904862e-01j), (4.590046000000000000e+09+0.000000000000000000e+00j)
 (6.656205749471795219e-01+6.871106665216019094e-01j), (7.670247810695989266e-01+9.240661821556188649e-01j), (4.632545500000000000e+09+0.000000000000000000e+00j)
 (1.940839923668151723e-01+5.692234540258606090e-01j), (3.628270116970812031e-01+6.927435820096583541e-02j), (4.675045000000000000e+09+0.000000000000000000e+00j)
 (8.095865797844936651e-03+6.865536938569530845e-01j), (2.609841815985182167e-01+1.009846084628135410e-01j), (4.717544500000000000e+09+0.000000000000000000e+00j)
 (5.828538677538979140e-01+1.940155781260541890e-01j), (9.941290988598435741e-01+1.728535107658347725e-01j), (4.760044000000000000e+09+0.000000000000000000e+00j)
 (8.293259493272855387e-01+5.994197234837674859e-01j), (6.603043620403403757e-01+7.809238948492920329e-01j), (4.802543500000000000e+09+0.000000000000000000e+00j)
 (8.537094361520337626e-01+2.630150763293461758e-01j), (1.886701762115615688e-01+1.647413954880819764e-01j), (4.845043000000000000e+09+0.000000000000000000e+00j)
 (7.674867575071612213e-01+3.263663565698470270e-01j), (6.641033647067197121e-01+2.282215309234870704e-01j), (4.887542500000000000e+09+0.000000000000000000e+00j)
 (7.520738792509138460e-01+2.347181178895779707e-01j), (2.479251471147061459e-01+9.489184180400124236e-01j), (4.930042000000000000e+09+0.000000000000000000e+00j)
 (2.414243816988519420e-01+6.707914733822808451e-01j), (7.171016775052980741e-01+2.546886099968477257e-01j), (4.972541500000000000e+09+0.000000000000000000e+00j)
 (8.617846459150424465e-01+4.018745310384813640e-01j), (1.462184582533092581e-01+8.707205096562569135e-01j), (5.015041000000000000e+09+0.000000000000000000e+00j)
 (3.645125050674593581e-01+8.129581562387286908e-01j), (6.441438098010833224e-01+2.344616923486407822e-01j), (5.057540500000000000e+09+0.000000000000000000e+00j)
 (9.358596415683483327e-01+3.320968742580643340e-01j), (2.445552612371088008e-01+4.374550499545100113e-01j), (5.100040000000000000e+09+0.000000000000000000e+00j)
 (2.056266243694442331e-01+9.774484306656212595e-01j), (1.631103655049891410e-01+4.379101405134515623e-01j), (5.142539500000000000e+09+0.000000000000000000e+00j)
 (9.942794031548415346e-01+5.309157860149498198e-01j), (6.689692097800632453e-01+8.757877792174806331e-02j), (5.185039000000000000e+09+0.000000000000000000e+00j)
 (4.336650918036122349e-01+7.164822586401248250e-01j), (8.325052552280706175e-01+6.121819793645263408e-01j), (5.227538500000000000e+09+0.000000000000000000e+00j)
 (5.862732643963959323e-01+7.740294182940808954e-01j), (2.721356742977086851e-01+1.627685456254986951e-01j), (5.270038000000000000e+09+0.000000000000000000e+00j)
 (2.256634415955923734e-01+3.147671514786901659e-01j), (1.499241291951308730e-01+1.095569799753078888e-01j), (5.312537500000000000e+09+0.000000000000000000e+00j)
 (6.569380564461297922e-01+4.964977832552575077e-01j), (6.357049421818847801e-01+1.798240480694029975e-01j), (5.355037000000000000e+09+0.000000000000000000e+00j)
 (8.677203615993910324e-01+1.758590192450668610e-01j), (2.568214857077359969e-01+9.947157036480955838e-01j), (5.397536500000000000e+09+0.000000000000000000e+00j)
 (2.892939086654181535e-01+1.594687955902522880e-01j), (6.517730288016327922e-01+4.833903510866940367e-01j), (5.440036000000000000e+09+0.000000000000000000e+00j)
 (6.999355446488344512e-01+6.658349182675457056e-01j), (4.339516286075536522e-01+2.191457159251629649e-01j), (5.482535500000000000e+09+0.000000000000000000e+00j)
 (6.705359757380594532e-01+5.805547402846960026e-01j), (1.342060428523639271e-02+3.131052937221775467e-01j), (5.525035000000000000e+09+0.000000000000000000e+00j)
 (1.814627718068144713e-01+1.989292773212991694e-02j), (6.302104237924129881e-01+9.926945766456529707e-01j), (5.567534500000000000e+09+0.000000000000000000e+00j)
 (7.952550491510517183e-01+1.614467708090473463e-01j), (1.138240414792738298e-01+2.882291233677490849e-01j), (5.610034000000000000e+09+0.000000000000000000e+00j)
 (6.520984630610493493e-02+7.521689775329613026e-01j), (3.745462377439339186e-01+5.874678781609399270e-02j), (5.652533500000000000e+09+0.000000000000000000e+00j)
 (5.584551031170398305e-01+7.571652540601436776e-01j), (3.807705475600834388e-01+4.697954749219177550e-01j), (5.695033000000000000e+09+0.000000000000000000e+00j)
 (1.339936462522797189e-01+9.274190632979550930e-01j), (7.344733479336283954e-01+8.545029457201156475e-01j), (5.737532500000000000e+09+0.000000000000000000e+00j)
 (1.003625633243229176e-01+7.309356141404043106e-01j), (5.356028060673712066e-02+2.910478446242090733e-01j), (5.780032000000000000e+09+0.000000000000000000e+00j)
 (1.742230374322895070e-01+2.255701681271675696e-01j), (7.340171880438094432e-01+2.368313406835836910e-01j), (5.822531500000000000e+09+0.000000000000000000e+00j)
 (9.685126445508035475e-01+2.978999090572503894e-01j), (8.119375978805101202e-01+9.339573476216702641e-01j), (5.865031000000000000e+09+0.000000000000000000e+00j)
 (2.691545075478795068e-01+9.227058288768382743e-01j), (9.949518688891997309e-01+1.372756035533773122e-03j), (5.907530500000000000e+09+0.000000000000000000e+00j)
 (1.872851497599065107e-01+6.253663789373439252e-01j), (7.399674613087883213e-01+4.428430719031984930e-01j), (5.950030000000000000e+09+0.000000000000000000e+00j)
 (3.541742773635749852e-01+9.141812357151283264e-01j), (9.883768460357340579e-01+7.045982611606016466e-02j), (5.992529500000000000e+09+0.000000000000000000e+00j)
 (4.583548794912630786e-01+6.433432427071252846e-01j), (4.627633755982840658e-01+3.221986097741391664e-01j), (6.035029000000000000e+09+0.000000000000000000e+00j)
 (7.857704683927122513e-01+9.583968932760275061e-01j), (6.099919960732461677e-01+9.234113509331731695e-02j), (6.077528500000000000e+09+0.000000000000000000e+00j)
 (4.994724095299443167e-01+1.846397508805689425e-01j), (6.432762237254441295e-02+4.152918246544033964e-01j), (6.120028000000000000e+09+0.000000000000000000e+00j)
 (8.843010611150031730e-01+8.297841957064958640e-01j), (1.553483912658882860e-01+4.093763698226629000e-01j), (6.162527500000000000e+09+0.000000000000000000e+00j)
 (7.015516412149408465e-01+3.259755107266931740e-01j), (6.143726718291515621e-01+6.735362663074202505e-01j), (6.205027000000000000e+09+0.000000000000000000e+00j)
 (6.137229294707025051e-01+2.544316850147042564e-01j), (7.125958762605859587e-01+5.562838791660227322e-01j), (6.247526500000000000e+09+0.000000000000000000e+00j)
 (1.605599596453417544e-01+1.486388009951997713e-01j), (2.506238589635301217e-02+3.048539800288774249e-01j), (6.290026000000000000e+09+0.000000000000000000e+00j)
 (2.027852570767494367e-01+1.962940544725515490e-01j), (2.573694865812697907e-01+8.449895787764294397e-01j), (6.332525500000000000e+09+0.000000000000000000e+00j)
 (7.492800170545296234e-01+9.886080081498623828e-01j), (5.843620179187579700e-01+9.826548989655682353e-01j), (6.375025000000000000e+09+0.000000000000000000e+00j)
 (2.948247207741171438e-01+4.167079307165454383e-01j), (4.860216087573361321e-01+6.246689666184407352e-01j), (6.417524500000000000e+09+0.000000000000000000e+00j)
 (8.530219874819566783e-02+1.236831148227681698e-01j), (1.432676577874461010e-01+4.844754411991031295e-01j), (6.460024000000000000e+09+0.000000000000000000e+00j)
 (9.735544014148996839e-01+8.196031140839834528e-01j), (6.859650301681964324e-01+2.699430711259204196e-01j), (6.502523500000000000e+09+0.000000000000000000e+00j)
 (7.407239534801510761e-01+4.653590806050438289e-01j), (7.704705320386918688e-01+1.831900755687523308e-01j), (6.545023000000000000e+09+0.000000000000000000e+00j)
 (6.315837610205186081e-01+4.311910863366298363e-01j), (7.746473819474544165e-01+5.091484494188490695e-01j), (6.587522500000000000e+09+0.000000000000000000e+00j)
 (5.408293701037664158e-01+5.993573191953549539e-02j), (7.085940810973524462e-01+5.369668044038181653e-01j), (6.630022000000000000e+09+0.000000000000000000e+00j)
 (1.256007785292831969e-01+2.854810302161399083e-01j), (4.248133739005219844e-01+3.800421251628797181e-01j), (6.672521500000000000e+09+0.000000000000000000e+00j)
 (2.758494632930936774e-01+8.640823973925992885e-01j), (3.690744767934219794e-01+3.543706972719826709e-01j), (6.715021000000000000e+09+0.000000000000000000e+00j)
 (8.216857710272440496e-02+1.057692245570239775e-01j), (1.557300802591581323e-01+4.288115289723528623e-01j), (6.757520500000000000e+09+0.000000000000000000e+00j)
 (1.483365880156339855e-02+3.876946280958781799e-02j), (4.837744427757908472e-01+1.732157536906993034e-01j), (6.800020000000000000e+09+0.000000000000000000e+00j)
 (6.013393924724861339e-01+7.986697839893482920e-01j), (8.086680314681669035e-01+6.724084404963256434e-01j), (6.842519500000000000e+09+0.000000000000000000e+00j)
 (9.113308155400898780e-01+7.007287407258415701e-01j), (8.811093555587941051e-01+7.126845526071470260e-01j), (6.885019000000000000e+09+0.000000000000000000e+00j)
 (7.006466570080971401e-03+5.287024306503966820e-01j), (9.941491528786459142e-01+6.322679024001718329e-01j), (6.927518500000000000e+09+0.000000000000000000e+00j)
 (7.533677336759492249e-02+1.858939367381357011e-01j), (8.547011272803028969e-01+1.419420222612154392e-01j), (6.970018000000000000e+09+0.000000000000000000e+00j)
 (7.076319911809220153e-01+1.146264704565110870e-01j), (8.479594121344535829e-01+3.121133055253205724e-01j), (7.012517500000000000e+09+0.000000000000000000e+00j)
 (1.130917996160700767e-01+7.812338802772405000e-01j), (6.188385462026398942e-01+6.184812845772924561e-02j), (7.055017000000000000e+09+0.000000000000000000e+00j)
 (5.386449744141068585e-01+5.227404622224619546e-01j), (9.857247805441220478e-01+2.780960962303038464e-01j), (7.097516500000000000e+09+0.000000000000000000e+00j)
 (1.539006790257763102e-01+6.643472793211602223e-02j), (6.460014035202077398e-02+8.310782336697043471e-01j), (7.140016000000000000e+09+0.000000000000000000e+00j)
 (1.660896950558501395e-01+7.865148981779196413e-01j), (6.499838648121446516e-01+8.502930308876976984e-02j), (7.182515500000000000e+09+0.000000000000000000e+00j)
 (5.043898632434314910e-01+1.800127306383596526e-01j), (8.347480718166336855e-01+6.250581400117433128e-01j), (7.225015000000000000e+09+0.000000000000000000e+00j)
 (8.912195971306694497e-01+5.825092791750388077e-01j), (5.978490293200102723e-01+1.494463690975951220e-01j), (7.267514500000000000e+09+0.000000000000000000e+00j)
 (7.236451764087269423e-01+7.110319491408763071e-01j), (9.013187671893426733e-01+5.958612548614423687e-01j), (7.310014000000000000e+09+0.000000000000000000e+00j)
