,x,y,z,w,freq,S11,S22
27,0.0,0.0,0.0,0.0,(0.8174144791620108+0.28786043286382346j),(0.37526044318848906+0.7662478364363209j),(1147586500+0j)
28,0.0,0.0,0.0,0.0,(0.38458480792023986+0.7963773620723719j),(0.917291632066675+0.9217017000024375j),(1190086000+0j)
29,0.0,0.0,0.0,0.0,(0.42049538914303086+0.8502748969430483j),(0.3670139350459999+0.5374906901791213j),(1232585500+0j)
30,0.0,0.0,0.0,0.0,(0.18440620704943345+0.008737460314551582j),(0.3093701599414236+0.40467350199389107j),(1275085000+0j)
31,0.0,0.0,0.0,0.0,(0.054880782832269825+0.7071431457135711j),(0.10740601381227366+0.12631784750839126j),(1317584500+0j)
32,0.0,0.0,0.0,0.0,(0.7801672915748717+0.5130147082896344j),(0.17312293835501502+0.18955430611616209j),(1360084000+0j)
33,0.0,0.0,0.0,0.0,(0.6481657036545904+0.7558537385757351j),(0.9458681886492415+0.4508519734826476j),(1402583500+0j)
34,0.0,0.0,0.0,0.0,(0.14626911097858009+0.7546180204910257j),(0.9060669282237162+0.156949984569961j),(1445083000+0j)
35,0.0,0.0,0.0,0.0,(0.25409653109149777+0.024472707011990225j),(0.3559557220180585+0.8342251689466682j),(1487582500+0j)
36,0.0,0.0,0.0,0.0,(0.3895269713449484+0.9197895797467073j),(0.4355808578601956+0.3730047293116363j),(1530082000+0j)
37,0.0,0.0,0.0,0.0,(0.8979320610642625+0.925239090256587j),(0.482135327386068+0.8514991892878793j),(1572581500+0j)
38,0.0,0.0,0.0,0.0,(0.5777692870428546+0.6709524605269173j),(0.25674087091658426+0.14994227612383904j),(1615081000+0j)
39,0.0,0.0,0.0,0.0,(0.48470204391093874+0.26570253876329364j),(0.010115507429183768+0.5593802235519563j),(1657580500+0j)
40,0.0,0.0,0.0,0.0,(0.6040522570459296+0.4756108957248154j),(0.9762846377775644+0.7385805618216932j),(1700080000+0j)
41,0.0,0.0,0.0,0.0,(0.3603307157213289+0.13035270469339144j),(0.5621765831903439+0.08602502459561567j),(1742579500+0j)
42,0.0,0.0,0.0,0.0,(0.22214693179149902+0.9038934019364406j),(0.5400291805133292+0.4006920049893177j),(1785079000+0j)
43,0.0,0.0,0.0,0.0,(0.7668085809742248+0.3339363374975344j),(0.05629245030346641+0.4330133255928432j),(1827578500+0j)
44,0.0,0.0,0.0,0.0,(0.9564449823748947+0.9894292486621316j),(0.004357766853954503+0.6432866897341878j),(1870078000+0j)
45,0.0,0.0,0.0,0.0,(0.9967379771985743+0.13786732693487214j),(0.6989105204220062+0.45762580473335657j),(1912577500+0j)
46,0.0,0.0,0.0,0.0,(0.029934680485266485+0.1643506023473782j),(0.8766996782816476+0.008770767422344505j),(1955077000+0j)
47,0.0,0.0,0.0,0.0,(0.11743859613374485+0.07669612103792656j),(0.039069198363055446+0.9094095231117001j),(1997576500+0j)
48,0.0,0.0,0.0,0.0,(0.3083257346682341+0.15004036065143755j),(0.1456459025385589+0.19343840251709288j),(2040076000+0j)
49,0.0,0.0,0.0,0.0,(0.30165358830363753+0.5466031925100078j),(0.3061880258758508+0.7790652150864937j),(2082575500+0j)
50,0.0,0.0,0.0,0.0,(0.4988868163226047+0.8655191312249206j),(0.5118182582361985+0.08899095084279784j),(2125075000+0j)
51,0.0,0.0,0.0,0.0,(0.07163664751036958+0.16375819577924888j),(0.07289160690587271+0.2062015333303604j),(2167574500+0j)
52,0.0,0.0,0.0,0.0,(0.1410250254880202+0.7716968388329536j),(0.6368112904930866+0.2679440310904031j),(2210074000+0j)
53,0.0,0.0,0.0,0.0,(0.06052813433542681+0.3880238750568036j),(0.009865561407173429+0.6416228312402502j),(2252573500+0j)
54,0.0,0.0,0.0,0.0,(0.31411279544498505+0.20997944420972436j),(0.8833485038960813+0.9244803638354239j),(2295073000+0j)
55,0.0,0.0,0.0,0.0,(0.10424274427997782+0.5180388258095967j),(0.5330684241539663+0.07586269093600495j),(2337572500+0j)
56,0.0,0.0,0.0,0.0,(0.8261517847282697+0.3032948291330997j),(0.21526208159297155+0.9661463577393485j),(2380072000+0j)
57,0.0,0.0,0.0,0.0,(0.2275968611980691+0.11241505005365038j),(0.0415993212683714+0.6355204882530759j),(2422571500+0j)
58,0.0,0.0,0.0,0.0,(0.1686333694930061+0.44760702251229756j),(0.4015332625257041+0.4285278123779611j),(2465071000+0j)
59,0.0,0.0,0.0,0.0,(0.3031279992934828+0.23682908498855393j),(0.9536014682294774+0.053327324568205214j),(2507570500+0j)
60,0.0,0.0,0.0,0.0,(0.09954091190946235+0.6790246204286862j),(0.8748805726613557+0.05032944192116118j),(2550070000+0j)
61,0.0,0.0,0.0,0.0,(0.6855260484003187+0.3031131590348255j),(0.6269028433345648+0.9354615426669853j),(2592569500+0j)
62,0.0,0.0,0.0,0.0,(0.13918639213888395+0.9726818694118853j),(0.5759647686439612+0.377652288201792j),(2635069000+0j)
63,0.0,0.0,0.0,0.0,(0.5573384846006332+0.9230348562578218j),(0.6150741617597401+0.8004141905252169j),(2677568500+0j)
64,0.0,0.0,0.0,0.0,(0.07388166333784751+0.22454772630548514j),(0.46739663234200324+0.13447853625208805j),(2720068000+0j)
65,0.0,0.0,0.0,0.0,(0.11419484422224879+0.6389745804828233j),(0.6349098998077256+0.7333958607106807j),(2762567500+0j)
66,0.0,0.0,0.0,0.0,(0.35383328968883376+0.5462031146441834j),(0.35189669093492837+0.7837208373204573j),(2805067000+0j)
67,0.0,0.0,0.0,0.0,(0.7122324362270192+0.14481532122416108j),(0.7173973912878129+0.5028971698532059j),(2847566500+0j)
68,0.0,0.0,0.0,0.0,(0.5933368271348936+0.1835338325538005j),(0.597787851417395+0.4458421297200854j),(2890066000+0j)
69,0.0,0.0,0.0,0.0,(0.5095173021743161+0.10902945923967833j),(0.6546007153433147+0.6241992620483797j),(2932565500+0j)
70,0.0,0.0,0.0,0.0,(0.8708262662534202+0.005406799355508141j),(0.6608430685506852+0.8276696805304102j),(2975065000+0j)
71,0.0,0.0,0.0,0.0,(0.4602222269423738+0.09747680838132644j),(0.5772670518070254+0.012430182899792697j),(3017564500+0j)
72,0.0,0.0,0.0,0.0,(0.22389507860482827+0.11380102704278139j),(0.16670531263526678+0.5568531194037442j),(3060064000+0j)
73,0.0,0.0,0.0,0.0,(0.3860589840879758+0.6499440275985076j),(0.5706502296864434+0.44962493126873193j),(3102563500+0j)
74,0.0,0.0,0.0,0.0,(0.16500185824087532+0.4107808620236033j),(0.7365987325505132+0.9139418194189093j),(3145063000+0j)
75,0.0,0.0,0.0,0.0,(0.3428584432293529+0.056614273086428746j),(0.3568668019341621+0.5426904162379366j),(3187562500+0j)
76,0.0,0.0,0.0,0.0,(0.9438392734071364+0.22906408081744833j),(0.9598147017663505+0.9484315998981676j),(3230062000+0j)
77,0.0,0.0,0.0,0.0,(0.7836822082356872+0.3689538909927481j),(0.5879064910284+0.6893252994721775j),(3272561500+0j)
78,0.0,0.0,0.0,0.0,(0.0908751450820654+0.09065626552547545j),(0.00854046583585033+0.6822836817354893j),(3315061000+0j)
79,0.0,0.0,0.0,0.0,(0.6155060274312968+0.4136694890735372j),(0.8222545776350891+0.6053089677107667j),(3357560500+0j)
80,0.0,0.0,0.0,0.0,(0.7408511879871384+0.09195654145255117j),(0.7293455701095073+0.5636835593606792j),(3400060000+0j)
81,0.0,0.0,0.0,0.0,(0.40579885340412225+0.2195226241836955j),(0.21223141459850725+0.09373689805702623j),(3442559500+0j)
82,0.0,0.0,0.0,0.0,(0.2175094488851228+0.7915956822323352j),(0.7516773470403741+0.0905241219170001j),(3485059000+0j)
83,0.0,0.0,0.0,0.0,(0.15820279228912348+0.8734098848219242j),(0.2799531440741311+0.16804093642379214j),(3527558500+0j)
84,0.0,0.0,0.0,0.0,(0.5538789417564468+0.8582293155938061j),(0.4539348077165115+0.05891807034682539j),(3570058000+0j)
85,0.0,0.0,0.0,0.0,(0.14005520282893202+0.8635741095796521j),(0.822036059245458+0.3406402758425843j),(3612557500+0j)
86,0.0,0.0,0.0,0.0,(0.617905061190613+0.5957332712929001j),(0.323609508209576+0.12704734890307257j),(3655057000+0j)
87,0.0,0.0,0.0,0.0,(0.9669155510108458+0.4977201032391524j),(0.4902691805563143+0.503438364454005j),(3697556500+0j)
88,0.0,0.0,0.0,0.0,(0.7264020291672023+0.27451027818882534j),(0.24275948331670383+0.3662740723985426j),(3740056000+0j)
89,0.0,0.0,0.0,0.0,(0.6078816132430631+0.24651701419379213j),(0.662296105738533+0.8135824112103185j),(3782555500+0j)
90,0.0,0.0,0.0,0.0,(0.276776149505654+0.9594310654108814j),(0.9801873074261663+0.11812708904121516j),(3825055000+0j)
91,0.0,0.0,0.0,0.0,(0.9213597606761433+0.7661061130051648j),(0.739514840297787+0.9077489552638519j),(3867554500+0j)
92,0.0,0.0,0.0,0.0,(0.6908726742200809+0.5471422546698321j),(0.5225142640798833+0.9928894237884048j),(3910054000+0j)
93,0.0,0.0,0.0,0.0,(0.6754929219737655+0.27765502629766126j),(0.9362578079151721+0.7275577386739501j),(3952553500+0j)
94,0.0,0.0,0.0,0.0,(0.6287763319488174+0.6278864725420028j),(0.3070468954051274+0.6664297615202169j),(3995053000+0j)
95,0.0,0.0,0.0,0.0,(0.9581930603183044+0.0788632965147903j),(0.17923373591300162+0.8478179174523504j),(4037552500+0j)
96,0.0,0.0,0.0,0.0,(0.35847717646768285+0.4956524561979846j),(0.14704160830094837+0.03563578605763762j),(4080052000+0j)
97,0.0,0.0,0.0,0.0,(0.42063055923144477+0.235990033351146j),(0.13712837451817417+0.06143884423579904j),(4122551500+0j)
98,0.0,0.0,0.0,0.0,(0.6989103188972721+0.6446069134235516j),(0.9824263078923605+0.5912700181538663j),(4165051000+0j)
99,0.0,0.0,0.0,0.0,(0.38300332219309996+0.02575547326950367j),(0.39908489979583295+0.37076482089786367j),(4207550500+0j)
100,0.0,0.0,0.0,0.0,(0.38765109546321785+0.8935133043601103j),(0.2985141612237343+0.6597198405924898j),(4250050000+0j)
101,0.0,0.0,0.0,0.0,(0.4797133361134772+0.20435740500838606j),(0.142398164396213+0.42205832014590117j),(4292549500+0j)
102,0.0,0.0,0.0,0.0,(0.9055153871752999+0.042540680885142956j),(0.6791130422544813+0.791433316348141j),(4335049000+0j)
103,0.0,0.0,0.0,0.0,(0.40226931188648196+0.32067977060548314j),(0.5525373027264245+0.7212663810487611j),(4377548500+0j)
104,0.0,0.0,0.0,0.0,(0.5541415647588903+0.8689385818688342j),(0.6407744775068593+0.3765257668965821j),(4420048000+0j)
105,0.0,0.0,0.0,0.0,(0.15834540690104681+0.035999486677077086j),(0.20336235321106322+0.8455307939515262j),(4462547500+0j)
106,0.0,0.0,0.0,0.0,(0.6071788058801895+0.28135308655328695j),(0.6052220672030598+0.17512244946319322j),(4505047000+0j)
107,0.0,0.0,0.0,0.0,(0.8404351354919054+0.846914966108028j),(0.042035497954604595+0.8999497970802898j),(4547546500+0j)
108,0.0,0.0,0.0,0.0,(0.6904696155754204+0.6536312553225491j),(0.013434842275375725+0.8367948705861025j),(4590046000+0j)
109,0.0,0.0,0.0,0.0,(0.19646598594488485+0.7211833800293744j),(0.8340909625099644+0.666991938990127j),(4632545500+0j)
110,0.0,0.0,0.0,0.0,(0.23565774936684125+0.7678805798030733j),(0.634169518488991+0.7414285797283523j),(4675045000+0j)
111,0.0,0.0,0.0,0.0,(0.3557209310424878+0.201500232804791j),(0.7995284770095881+0.5299322345024403j),(4717544500+0j)
112,0.0,0.0,0.0,0.0,(0.28590766264766976+0.3818395963617963j),(0.17014991962954595+0.6475737344330884j),(4760044000+0j)
113,0.0,0.0,0.0,0.0,(0.02350761425236203+0.4999341167339265j),(0.6525410235577411+0.8244091841747343j),(4802543500+0j)
114,0.0,0.0,0.0,0.0,(0.4909762810936146+0.29791282512476536j),(0.7336981160494647+0.3394073258854511j),(4845043000+0j)
115,0.0,0.0,0.0,0.0,(0.3667959327909551+0.899638676958344j),(0.6908077316845547+0.31940122421191475j),(4887542500+0j)
116,0.0,0.0,0.0,0.0,(0.658921573588608+0.9151024713068805j),(0.5147175561573373+0.8042921357727131j),(4930042000+0j)
117,0.0,0.0,0.0,0.0,(0.5141220499110967+0.21943467029339014j),(0.7451817061082083+0.7380150077604413j),(4972541500+0j)
118,0.0,0.0,0.0,0.0,(0.7091065877617874+0.7324073849284439j),(0.13626231125133603+0.5306212819319412j),(5015041000+0j)
119,0.0,0.0,0.0,0.0,(0.6568306478508774+0.6129375768289176j),(0.7224436770879761+0.23268920803371196j),(5057540500+0j)
120,0.0,0.0,0.0,0.0,(0.8348683970843429+0.3866525755476147j),(0.44073294182992173+0.38502354127978244j),(5100040000+0j)
121,0.0,0.0,0.0,0.0,(0.7450618557856158+0.9204848493395513j),(0.5846872478156003+0.22153192311298642j),(5142539500+0j)
122,0.0,0.0,0.0,0.0,(0.7130664085295659+0.1805211623282248j),(0.05872251086047675+0.276617538468354j),(5185039000+0j)
123,0.0,0.0,0.0,0.0,(0.37397220715127977+0.35847924579805723j),(0.9872479381986011+0.5870305271139176j),(5227538500+0j)
124,0.0,0.0,0.0,0.0,(0.9112661970443237+0.7884124792050491j),(0.4240639616052415+0.11879617833469036j),(5270038000+0j)
125,0.0,0.0,0.0,0.0,(0.0621624491817484+0.8787512054235997j),(0.49539726421729047+0.5872051529722246j),(5312537500+0j)
126,0.0,0.0,0.0,0.0,(0.7372117332076812+0.6610753274032748j),(0.7456428927779714+0.6645596298985182j),(5355037000+0j)
127,0.0,0.0,0.0,0.0,(0.6760939348208638+0.09649816791555099j),(0.8913085699239738+0.3757989319346161j),(5397536500+0j)
128,0.0,0.0,0.0,0.0,(0.5522872920082883+0.5958805794697998j),(0.20156185260991843+0.06205101831949145j),(5440036000+0j)
129,0.0,0.0,0.0,0.0,(0.02567916698937589+0.8998086816171491j),(0.23149500662058675+0.059148584429601136j),(5482535500+0j)
130,0.0,0.0,0.0,0.0,(0.26005228870908825+0.9526702796120439j),(0.9102674057763193+0.47620358748953817j),(5525035000+0j)
131,0.0,0.0,0.0,0.0,(0.47581627496850465+0.3631295697660506j),(0.911411872385203+0.31856449119993047j),(5567534500+0j)
132,0.0,0.0,0.0,0.0,(0.650896897141578+0.5730842219604327j),(0.484753809007478+0.7217485098951387j),(5610034000+0j)
133,0.0,0.0,0.0,0.0,(0.9256934547679377+0.7928307451053523j),(0.9300332002875188+0.28115669290349565j),(5652533500+0j)
134,0.0,0.0,0.0,0.0,(0.13034884861402973+0.33328945841729396j),(0.6676031479296395+0.9831726386019892j),(5695033000+0j)
135,0.0,0.0,0.0,0.0,(0.6128940628196778+0.2618128126438044j),(0.7180709085792605+0.3469750435067639j),(5737532500+0j)
136,0.0,0.0,0.0,0.0,(0.8268286846258162+0.542130073050212j),(0.6690602622239132+0.37859443832862627j),(5780032000+0j)
137,0.0,0.0,0.0,0.0,(0.277113908334916+0.7806696673694349j),(0.8706820374560631+0.31062650217823073j),(5822531500+0j)
138,0.0,0.0,0.0,0.0,(0.14273226504402103+0.18665541264516794j),(0.5676317871563247+0.8608142546685543j),(5865031000+0j)
139,0.0,0.0,0.0,0.0,(0.28189522543589307+0.6847393626336546j),(0.15304565682812843+0.08584653430948441j),(5907530500+0j)
140,0.0,0.0,0.0,0.0,(0.13588650218995146+0.9136584416964949j),(0.1438368520563712+0.8408752102639546j),(5950030000+0j)
141,0.0,0.0,0.0,0.0,(0.8708090641154812+0.8221194417020266j),(0.3979166778106161+0.5864528085775943j),(5992529500+0j)
142,0.0,0.0,0.0,0.0,(0.5217942071952146+0.6935932568685473j),(0.10552343303086043+0.9003894991461128j),(6035029000+0j)
143,0.0,0.0,0.0,0.0,(0.17585663564515974+0.4127308086104714j),(0.0937721664293657+0.19852773293980364j),(6077528500+0j)
144,0.0,0.0,0.0,0.0,(0.6589957139938631+0.22565472275292053j),(0.279425481404584+0.8620005613459146j),(6120028000+0j)
145,0.0,0.0,0.0,0.0,(0.836717310680805+0.5898801106916224j),(0.6067497272482386+0.027496728173509344j),(6162527500+0j)
146,0.0,0.0,0.0,0.0,(0.8398604232229144+0.22735438626244941j),(0.6648455589573817+0.09191479130121094j),(6205027000+0j)
147,0.0,0.0,0.0,0.0,(0.09433443027590371+0.27121886330071j),(0.3905198298181827+0.41565985209362455j),(6247526500+0j)
148,0.0,0.0,0.0,0.0,(0.9402474227463161+0.9531870858522394j),(0.5125763976301574+0.9534441695329549j),(6290026000+0j)
149,0.0,0.0,0.0,0.0,(0.6236780179410766+0.4545351783824225j),(0.5321093850339847+0.6819221867759006j),(6332525500+0j)
150,0.0,0.0,0.0,0.0,(0.9823018534293069+0.6771298789808972j),(0.3720259031110831+0.7398143514334649j),(6375025000+0j)
151,0.0,0.0,0.0,0.0,(0.22980827245266344+0.5480790131314903j),(0.8060336258198382+0.9854885930587723j),(6417524500+0j)
152,0.0,0.0,0.0,0.0,(0.10163969271470885+0.21553511409340065j),(0.8072276466077203+0.7632473501450661j),(6460024000+0j)
153,0.0,0.0,0.0,0.0,(0.5771252890696459+0.057604420903507036j),(0.24603841251211034+0.48203891687110423j),(6502523500+0j)
154,0.0,0.0,0.0,0.0,(0.3970726223672817+0.625169371097801j),(0.8849156836684192+0.4473671948924439j),(6545023000+0j)
155,0.0,0.0,0.0,0.0,(0.03227344104961527+0.6025828062075784j),(0.47638973801832296+0.7704279440811341j),(6587522500+0j)
156,0.0,0.0,0.0,0.0,(0.8974048169474191+0.973931454792437j),(0.5052785027518301+0.8067971160726497j),(6630022000+0j)
157,0.0,0.0,0.0,0.0,(0.7262637925378357+0.8002555796284334j),(0.40180640601225825+0.7135296881408186j),(6672521500+0j)
158,0.0,0.0,0.0,0.0,(0.6003513197287377+0.8400360005627537j),(0.5123565660259487+0.33298517011198503j),(6715021000+0j)
159,0.0,0.0,0.0,0.0,(0.16408539033233283+0.9386595694410785j),(0.8224189684498241+0.05413932922416698j),(6757520500+0j)
160,0.0,0.0,0.0,0.0,(0.5471660419220508+0.8848259827780279j),(0.744475136473054+0.5980424782114746j),(6800020000+0j)
161,0.0,0.0,0.0,0.0,(0.27932812762130155+0.8286652226284917j),(0.0955556034981575+0.6497339425326862j),(6842519500+0j)
162,0.0,0.0,0.0,0.0,(0.7154289919746941+0.60909592101234j),(0.8152097184035003+0.19659241603018662j),(6885019000+0j)
163,0.0,0.0,0.0,0.0,(0.5627144976816593+0.7219281519216844j),(0.9326655086619676+0.6484786892015579j),(6927518500+0j)
164,0.0,0.0,0.0,0.0,(0.050085288180520715+0.5701306004958475j),(0.15818209728046984+0.5535718107641869j),(6970018000+0j)
165,0.0,0.0,0.0,0.0,(0.7546606271470784+0.1361046678377591j),(0.9652003099258795+0.9059937005925376j),(7012517500+0j)
166,0.0,0.0,0.0,0.0,(0.3566186770186607+0.331143765565446j),(0.9676005329097601+0.6822739051697623j),(7055017000+0j)
167,0.0,0.0,0.0,0.0,(0.0976411667597552+0.2439012643372479j),(0.8757498814938546+0.07501317784480699j),(7097516500+0j)
168,0.0,0.0,0.0,0.0,(0.22026306089520187+0.20244022652420968j),(0.535839851994332+0.21055718187855454j),(7140016000+0j)
169,0.0,0.0,0.0,0.0,(0.4337717219019277+0.7563437098183976j),(0.548033619533895+0.3811683047018468j),(7182515500+0j)
170,0.0,0.0,0.0,0.0,(0.005614403513132804+0.8229799780612345j),(0.3805375043547776+0.11840050054560203j),(7225015000+0j)
171,0.0,0.0,0.0,0.0,(0.6971886638959185+0.6818539510506624j),(0.16077472922414715+0.23687333507103348j),(7267514500+0j)
172,0.0,0.0,0.0,0.0,(0.3299634393125409+0.6709674076332574j),(0.770329767957311+0.3355397007089037j),(7310014000+0j)
173,0.0,0.0,0.0,0.0,(0.18494333161190968+0.20458679551941727j),(0.7103425751946434+0.10358599713501815j),(7352513500+0j)
174,0.0,0.0,0.0,0.0,(0.7316056605717525+0.7970865876371859j),(0.12503938166911377+0.3562314636980778j),(7395013000+0j)
175,0.0,0.0,0.0,0.0,(0.7979438268249871+0.9954383931797466j),(0.17426230822656452+0.4048952523276693j),(7437512500+0j)
176,0.0,0.0,0.0,0.0,(0.2466189942626098+0.25561586982643736j),(0.7358099050903849+0.3820815928070035j),(7480012000+0j)
177,0.0,0.0,0.0,0.0,(0.9365742059805092+0.3965252912627846j),(0.09317833708101031+0.9564360939297067j),(7522511500+0j)
178,0.0,0.0,0.0,0.0,(0.17771685938045967+0.10222662742991251j),(0.5421084199115164+0.19711928776621634j),(7565011000+0j)
179,0.0,0.0,0.0,0.0,(0.10021295387625417+0.006815472981734794j),(0.6669372035377905+0.9131820184070506j),(7607510500+0j)
180,0.0,0.0,0.0,0.0,(0.41521039123955616+0.5372776181856017j),(0.9204772234254569+0.36811328830284895j),(7650010000+0j)
181,0.0,0.0,0.0,0.0,(0.6959765948510297+0.7837167561131391j),(0.3081100441339717+0.0029971835689857063j),(7692509500+0j)
182,0.0,0.0,0.0,0.0,(0.8167443506207072+0.9324524203560463j),(0.5509930231283269+0.6552842555068346j),(7735009000+0j)
183,0.0,0.0,0.0,0.0,(0.8793901529003788+0.4393222294010217j),(0.1156686633632199+0.2895708993182702j),(7777508500+0j)
184,0.0,0.0,0.0,0.0,(0.6629579448794454+0.536858105269703j),(0.13666265341895734+0.8390541393833922j),(7820008000+0j)
185,0.0,0.0,0.0,0.0,(0.24742863275644467+0.5952654007523359j),(0.9888758688202013+0.7716790830499277j),(7862507500+0j)
186,0.0,0.0,0.0,0.0,(0.4017465696990338+0.6785647566184027j),(0.9869926592913846+0.7304293484110229j),(7905007000+0j)
187,0.0,0.0,0.0,0.0,(0.26125536755196366+0.7495762942297781j),(0.15037038011785486+0.03206740779011996j),(7947506500+0j)
188,0.0,0.0,0.0,0.0,(0.2742181481642004+0.6069050269841881j),(0.9513119491262795+0.14321021338291984j),(7990006000+0j)
189,0.0,0.0,0.0,0.0,(0.8255160986559835+0.1291972868393525j),(0.3831087118337143+0.37950740810524286j),(8032505500+0j)
190,0.0,0.0,0.0,0.0,(0.4877032296696733+0.6883667802968971j),(0.8419022161052054+0.05707164992915292j),(8075005000+0j)
191,0.0,0.0,0.0,0.0,(0.15144688418466523+0.022037476699528713j),(0.6070270305580233+0.5036114582053162j),(8117504500+0j)
192,0.0,0.0,0.0,0.0,(0.1345248722607053+0.6145390618088885j),(0.8318471509968466+0.0022824194529649233j),(8160004000+0j)
193,0.0,0.0,0.0,0.0,(0.09037903863894381+0.3867930043875998j),(0.487132761836623+0.23464672246276808j),(8202503500+0j)
194,0.0,0.0,0.0,0.0,(0.11828606533301322+0.5050484697468044j),(0.22225072602742224+0.6599956657293038j),(8245003000+0j)
195,0.0,0.0,0.0,0.0,(0.4405542392815439+0.4207735726760733j),(0.7835336675103068+0.7316845452000071j),(8287502500+0j)
196,0.0,0.0,0.0,0.0,(0.6514288726169352+0.13500951800402616j),(0.9753108911583852+0.3397890930992412j),(8330002000+0j)
197,0.0,0.0,0.0,0.0,(0.6938758041973809+0.6092683122974212j),(0.4428463267512809+0.6687689886747715j),(8372501500+0j)
198,0.0,0.0,0.0,0.0,(0.7167115406488627+0.06487420952216494j),(0.6809830460460219+0.999312965769155j),(8415001000+0j)
199,0.0,0.0,0.0,0.0,(0.9416067272510451+0.11432712658762645j),(0.10714441999390134+0.8382755601673828j),(8457500500+0j)
200,0.0,0.0,0.0,0.0,(0.4838312470140531+0.11399387233061364j),(0.7781641460037164+0.7466693133538095j),(8500000000+0j)
201,1000.0,0.0,0.0,0.0,(0.5878505407124923+0.4612477597825564j),(0.2471894801414647+0.2593086511167152j),(100000+0j)
202,1000.0,0.0,0.0,0.0,(0.1540071753795753+0.5189833447060518j),(0.06166634750468569+0.9560633495480447j),(42599500+0j)
203,1000.0,0.0,0.0,0.0,(0.1549267604358382+0.3137753290622204j),(0.6621727705272645+0.13373035973183878j),(85099000+0j)
204,1000.0,0.0,0.0,0.0,(0.8017347810554434+0.21675688106207647j),(0.866606272817028+0.5898986428378585j),(127598500+0j)
205,1000.0,0.0,0.0,0.0,(0.9902087683489549+0.7366101921738987j),(0.6076578155492836+0.13221593257887165j),(170098000+0j)
