# freq,S11
 (9.897532941525960526e-01+3.727233753121617088e-02j), (1.020088000000000000e+09+0.000000000000000000e+00j)
 (9.762590143202027892e-01+1.588237791089157636e-01j), (1.062587500000000000e+09+0.000000000000000000e+00j)
 (6.287818101027387030e-02+5.152111309570138742e-01j), (1.105087000000000000e+09+0.000000000000000000e+00j)
 (9.364095687858341455e-01+9.993580154891678058e-01j), (1.147586500000000000e+09+0.000000000000000000e+00j)
 (5.893945142382661651e-01+2.866631174991174369e-01j), (1.190086000000000000e+09+0.000000000000000000e+00j)
 (8.455830335246705687e-01+1.917335700772510032e-01j), (1.232585500000000000e+09+0.000000000000000000e+00j)
 (9.169267808346029947e-01+3.999790028740620729e-01j), (1.275085000000000000e+09+0.000000000000000000e+00j)
 (5.214220981585606651e-01+4.551258418056169930e-02j), (1.317584500000000000e+09+0.000000000000000000e+00j)
 (8.612534466317286475e-01+1.352381723085770426e-01j), (1.360084000000000000e+09+0.000000000000000000e+00j)
 (9.699680465956720399e-01+2.504933995168259209e-01j), (1.402583500000000000e+09+0.000000000000000000e+00j)
 (1.728860946036813173e-01+1.846594682812837673e-01j), (1.445083000000000000e+09+0.000000000000000000e+00j)
 (8.945688714677701991e-01+4.733606961240240940e-01j), (1.487582500000000000e+09+0.000000000000000000e+00j)
 (1.133684797475240646e-01+6.536288084850793156e-01j), (1.530082000000000000e+09+0.000000000000000000e+00j)
 (1.589478797756849193e-02+2.501372258885307120e-01j), (1.572581500000000000e+09+0.000000000000000000e+00j)
 (6.188108052493123123e-01+5.517427848449634187e-01j), (1.615081000000000000e+09+0.000000000000000000e+00j)
 (7.236005678435031285e-01+5.595313641001731231e-02j), (1.657580500000000000e+09+0.000000000000000000e+00j)
 (1.328977534271962302e-01+1.182773247525537030e-01j), (1.700080000000000000e+09+0.000000000000000000e+00j)
 (7.461157568944719598e-01+7.836578778360003827e-01j), (1.742579500000000000e+09+0.000000000000000000e+00j)
 (6.805763251261802704e-01+3.406389820059051443e-01j), (1.785079000000000000e+09+0.000000000000000000e+00j)
 (8.164744471400193770e-01+3.076801519307520438e-01j), (1.827578500000000000e+09+0.000000000000000000e+00j)
 (4.235890984696198958e-01+3.160334656735105385e-01j), (1.870078000000000000e+09+0.000000000000000000e+00j)
 (3.426829141948032342e-01+6.611353668986655885e-01j), (1.912577500000000000e+09+0.000000000000000000e+00j)
 (7.439017783750984103e-01+5.684137391998096422e-01j), (1.955077000000000000e+09+0.000000000000000000e+00j)
 (8.947438056301996179e-01+7.298807823640759418e-01j), (1.997576500000000000e+09+0.000000000000000000e+00j)
 (1.176453482079422574e-01+4.681467657117377446e-01j), (2.040076000000000000e+09+0.000000000000000000e+00j)
 (6.206436694878890714e-01+3.372292434763028979e-01j), (2.082575500000000000e+09+0.000000000000000000e+00j)
 (8.661834868223737827e-01+3.603540167692095286e-01j), (2.125075000000000000e+09+0.000000000000000000e+00j)
 (2.402469328726433151e-01+3.931009994817712405e-01j), (2.167574500000000000e+09+0.000000000000000000e+00j)
 (4.339636230992978128e-01+9.194065772749732135e-01j), (2.210074000000000000e+09+0.000000000000000000e+00j)
 (4.596685115052285830e-01+8.190870377241316058e-01j), (2.252573500000000000e+09+0.000000000000000000e+00j)
 (3.262481801128555015e-01+6.834549385235105801e-01j), (2.295073000000000000e+09+0.000000000000000000e+00j)
 (8.560905243346401683e-01+1.324535858812234679e-01j), (2.337572500000000000e+09+0.000000000000000000e+00j)
 (6.392344192781388434e-01+8.573790521577373536e-02j), (2.380072000000000000e+09+0.000000000000000000e+00j)
 (7.787147420457876112e-01+9.305331034068599072e-01j), (2.422571500000000000e+09+0.000000000000000000e+00j)
 (3.083706585292160796e-01+1.176284542120625831e-01j), (2.465071000000000000e+09+0.000000000000000000e+00j)
 (4.868504726718658748e-01+8.994920153176820810e-01j), (2.507570500000000000e+09+0.000000000000000000e+00j)
 (6.844976946665610740e-01+9.946558663974869319e-02j), (2.550070000000000000e+09+0.000000000000000000e+00j)
 (8.788468401255811191e-02+5.557991046988006723e-01j), (2.592569500000000000e+09+0.000000000000000000e+00j)
 (7.583484138882262693e-01+3.234454342227390811e-01j), (2.635069000000000000e+09+0.000000000000000000e+00j)
 (6.164003243590533421e-01+2.889272770618563912e-01j), (2.677568500000000000e+09+0.000000000000000000e+00j)
 (1.507507510840228049e-01+7.811315037834494213e-01j), (2.720068000000000000e+09+0.000000000000000000e+00j)
 (2.420838971304934972e-01+9.623395901927336293e-01j), (2.762567500000000000e+09+0.000000000000000000e+00j)
 (4.904891545009244513e-01+6.621440850800416333e-01j), (2.805067000000000000e+09+0.000000000000000000e+00j)
 (7.037236477551219727e-01+6.502089111770069652e-01j), (2.847566500000000000e+09+0.000000000000000000e+00j)
 (4.371574596205984875e-01+4.288232545216744684e-01j), (2.890066000000000000e+09+0.000000000000000000e+00j)
 (7.092088150538488067e-01+8.756751932573464403e-01j), (2.932565500000000000e+09+0.000000000000000000e+00j)
 (9.736908821806040670e-01+9.629203785587676645e-01j), (2.975065000000000000e+09+0.000000000000000000e+00j)
 (7.790496119019610921e-01+8.692972879462774749e-01j), (3.017564500000000000e+09+0.000000000000000000e+00j)
 (4.449126502916531667e-01+6.852551926338263932e-01j), (3.060064000000000000e+09+0.000000000000000000e+00j)
 (7.756804782656612218e-03+7.983653346430861220e-01j), (3.102563500000000000e+09+0.000000000000000000e+00j)
 (2.398561860582864025e-01+2.133096122705577802e-01j), (3.145063000000000000e+09+0.000000000000000000e+00j)
 (3.834801665771070400e-01+2.765086232842256520e-01j), (3.187562500000000000e+09+0.000000000000000000e+00j)
 (3.978312105612494820e-01+6.734226399343032909e-01j), (3.230062000000000000e+09+0.000000000000000000e+00j)
 (4.558174004325733497e-01+4.145902770306313379e-01j), (3.272561500000000000e+09+0.000000000000000000e+00j)
 (2.330562615608462451e-01+2.153924572240425439e-01j), (3.315061000000000000e+09+0.000000000000000000e+00j)
 (3.459733548982746321e-02+6.969195816732303150e-01j), (3.357560500000000000e+09+0.000000000000000000e+00j)
 (5.750555977653762918e-01+2.246414288565057316e-01j), (3.400060000000000000e+09+0.000000000000000000e+00j)
 (2.670165462863114403e-01+1.846213109942675956e-01j), (3.442559500000000000e+09+0.000000000000000000e+00j)
 (6.008957493455806542e-01+5.500364678863554069e-01j), (3.485059000000000000e+09+0.000000000000000000e+00j)
 (9.797162795605635077e-01+8.553334658749270902e-01j), (3.527558500000000000e+09+0.000000000000000000e+00j)
 (2.772043053232631227e-01+8.207860023591786458e-01j), (3.570058000000000000e+09+0.000000000000000000e+00j)
 (4.965638381447388117e-01+9.195157115900917111e-01j), (3.612557500000000000e+09+0.000000000000000000e+00j)
 (1.628203055209457295e-01+6.658787868844131541e-01j), (3.655057000000000000e+09+0.000000000000000000e+00j)
 (4.842654429432922125e-01+1.938383693879978109e-01j), (3.697556500000000000e+09+0.000000000000000000e+00j)
 (3.400837371850341517e-01+9.847260719979367138e-01j), (3.740056000000000000e+09+0.000000000000000000e+00j)
 (8.491158095708675191e-01+9.856959221183759778e-01j), (3.782555500000000000e+09+0.000000000000000000e+00j)
 (2.157007638414565331e-01+2.375442073133782195e-02j), (3.825055000000000000e+09+0.000000000000000000e+00j)
 (2.471635013619390975e-01+1.041396633459050758e-01j), (3.867554500000000000e+09+0.000000000000000000e+00j)
 (6.266699139339602098e-01+7.215513632597010396e-01j), (3.910054000000000000e+09+0.000000000000000000e+00j)
 (6.917315332395157501e-02+1.308404781821337348e-02j), (3.952553500000000000e+09+0.000000000000000000e+00j)
 (9.812274186510294705e-01+8.836297816398980265e-01j), (3.995053000000000000e+09+0.000000000000000000e+00j)
 (3.447394815840177928e-01+4.746587108891255902e-01j), (4.037552500000000000e+09+0.000000000000000000e+00j)
 (8.602302471536091844e-01+4.433180674484527017e-02j), (4.080052000000000000e+09+0.000000000000000000e+00j)
 (5.758004815363705342e-01+5.425884938044248651e-01j), (4.122551500000000000e+09+0.000000000000000000e+00j)
 (5.682930798211871526e-01+8.279387461735417952e-01j), (4.165051000000000000e+09+0.000000000000000000e+00j)
 (8.699959034919592105e-01+5.367654253811673382e-01j), (4.207550500000000000e+09+0.000000000000000000e+00j)
 (3.865107094032448343e-01+1.059504884463273733e-01j), (4.250050000000000000e+09+0.000000000000000000e+00j)
 (3.542260489439907900e-02+4.528691100862611840e-01j), (4.292549500000000000e+09+0.000000000000000000e+00j)
 (1.554772217658695332e-01+7.750593364841359412e-01j), (4.335049000000000000e+09+0.000000000000000000e+00j)
 (8.944345198295329258e-01+8.781365234947566822e-01j), (4.377548500000000000e+09+0.000000000000000000e+00j)
 (3.486835135163863786e-01+2.243314639363447327e-01j), (4.420048000000000000e+09+0.000000000000000000e+00j)
 (6.215703583174154723e-01+9.465222014284457863e-03j), (4.462547500000000000e+09+0.000000000000000000e+00j)
 (4.501919226724011569e-01+3.721894483729500935e-01j), (4.505047000000000000e+09+0.000000000000000000e+00j)
 (3.166600477201313435e-01+9.370260315561028674e-01j), (4.547546500000000000e+09+0.000000000000000000e+00j)
 (6.827701016035597759e-01+5.455482914896591096e-01j), (4.590046000000000000e+09+0.000000000000000000e+00j)
 (4.407041413220943449e-01+6.852736337468107175e-01j), (4.632545500000000000e+09+0.000000000000000000e+00j)
 (1.049841508160486159e-01+4.843557202014270313e-02j), (4.675045000000000000e+09+0.000000000000000000e+00j)
 (8.007584893649097868e-01+1.255671427151268116e-01j), (4.717544500000000000e+09+0.000000000000000000e+00j)
 (6.925144099671256548e-01+9.448590245510418706e-01j), (4.760044000000000000e+09+0.000000000000000000e+00j)
 (4.434167437960517821e-01+3.316869333269190090e-01j), (4.802543500000000000e+09+0.000000000000000000e+00j)
 (4.676244400403792856e-01+3.214976320459429493e-01j), (4.845043000000000000e+09+0.000000000000000000e+00j)
 (1.088617392867295974e-01+7.776869242518531511e-01j), (4.887542500000000000e+09+0.000000000000000000e+00j)
 (3.456454745309741616e-01+4.397709216170024860e-01j), (4.930042000000000000e+09+0.000000000000000000e+00j)
 (6.372203492656715040e-01+2.918353653540647352e-01j), (4.972541500000000000e+09+0.000000000000000000e+00j)
 (5.598106522284965747e-01+8.064882900192945625e-01j), (5.015041000000000000e+09+0.000000000000000000e+00j)
 (7.845928088195944783e-01+7.619618860758868850e-01j), (5.057540500000000000e+09+0.000000000000000000e+00j)
 (8.037857641651349194e-01+3.382445852562646627e-01j), (5.100040000000000000e+09+0.000000000000000000e+00j)
 (3.373639937388714927e-01+1.459712730788386148e-01j), (5.142539500000000000e+09+0.000000000000000000e+00j)
 (1.671151017274603578e-01+7.296801496465615822e-01j), (5.185039000000000000e+09+0.000000000000000000e+00j)
 (7.514462451387867725e-01+9.706494636526837860e-01j), (5.227538500000000000e+09+0.000000000000000000e+00j)
 (1.904638912189462463e-01+9.454895653821986379e-01j), (5.270038000000000000e+09+0.000000000000000000e+00j)
 (5.592313913856588048e-01+3.992493848914894228e-01j), (5.312537500000000000e+09+0.000000000000000000e+00j)
 (6.447222940329612184e-01+2.111496291964554128e-01j), (5.355037000000000000e+09+0.000000000000000000e+00j)
 (8.439644456151720320e-01+3.213021091327366019e-01j), (5.397536500000000000e+09+0.000000000000000000e+00j)
 (1.463517706257668749e-01+6.682299897356724916e-02j), (5.440036000000000000e+09+0.000000000000000000e+00j)
 (2.191124188761099933e-01+8.218198307881322551e-01j), (5.482535500000000000e+09+0.000000000000000000e+00j)
 (6.588212262673959208e-01+3.988642702187807920e-01j), (5.525035000000000000e+09+0.000000000000000000e+00j)
 (5.951084032244671196e-01+5.300229423697517817e-01j), (5.567534500000000000e+09+0.000000000000000000e+00j)
 (7.197730265436597108e-02+6.031681209511899899e-01j), (5.610034000000000000e+09+0.000000000000000000e+00j)
 (8.105713313727042069e-01+7.428338102126611497e-01j), (5.652533500000000000e+09+0.000000000000000000e+00j)
 (6.554821984179314276e-01+7.355406367908740028e-01j), (5.695033000000000000e+09+0.000000000000000000e+00j)
 (9.424027504898474517e-01+2.037212787249664814e-03j), (5.737532500000000000e+09+0.000000000000000000e+00j)
 (4.524665153111776528e-01+7.437042291750634027e-01j), (5.780032000000000000e+09+0.000000000000000000e+00j)
 (8.023596329775072311e-01+8.979345844941710730e-02j), (5.822531500000000000e+09+0.000000000000000000e+00j)
 (6.202761636695064418e-01+5.909864089513851004e-01j), (5.865031000000000000e+09+0.000000000000000000e+00j)
 (6.703570597718745416e-01+8.879034064684033778e-01j), (5.907530500000000000e+09+0.000000000000000000e+00j)
 (7.126793696509339249e-01+1.698933005230883753e-01j), (5.950030000000000000e+09+0.000000000000000000e+00j)
 (1.236933687641234014e-01+1.608869064160001194e-02j), (5.992529500000000000e+09+0.000000000000000000e+00j)
 (2.819290043308384508e-01+4.811650349192704290e-01j), (6.035029000000000000e+09+0.000000000000000000e+00j)
 (6.698831047119120363e-01+9.896268733859162614e-01j), (6.077528500000000000e+09+0.000000000000000000e+00j)
 (9.026413774841202109e-01+8.442629815036839513e-02j), (6.120028000000000000e+09+0.000000000000000000e+00j)
 (8.224332371619158533e-01+8.642553179555639842e-01j), (6.162527500000000000e+09+0.000000000000000000e+00j)
 (2.347643470200282412e-01+3.145408035137035041e-01j), (6.205027000000000000e+09+0.000000000000000000e+00j)
 (5.187569076094817877e-01+6.350352331269873973e-01j), (6.247526500000000000e+09+0.000000000000000000e+00j)
 (9.412061482101088394e-01+4.007859719153339384e-01j), (6.290026000000000000e+09+0.000000000000000000e+00j)
 (9.844386117261212377e-01+3.965280056482393123e-01j), (6.332525500000000000e+09+0.000000000000000000e+00j)
 (7.647339123628866808e-01+3.076710444312540371e-01j), (6.375025000000000000e+09+0.000000000000000000e+00j)
 (1.538288231030665587e-01+2.379312168796607896e-01j), (6.417524500000000000e+09+0.000000000000000000e+00j)
 (1.935604722329568039e-01+3.116950898086516819e-01j), (6.460024000000000000e+09+0.000000000000000000e+00j)
 (4.918819852935003567e-01+1.028112595235323168e-01j), (6.502523500000000000e+09+0.000000000000000000e+00j)
 (9.051781490149745091e-01+4.634748817579865676e-01j), (6.545023000000000000e+09+0.000000000000000000e+00j)
 (2.727171179792150513e-01+7.807647841182295823e-01j), (6.587522500000000000e+09+0.000000000000000000e+00j)
 (3.573523460657919149e-01+2.673672366143522439e-01j), (6.630022000000000000e+09+0.000000000000000000e+00j)
 (3.413867181925998029e-01+4.587147300582088416e-01j), (6.672521500000000000e+09+0.000000000000000000e+00j)
 (9.840305948027924243e-01+2.265262920448090078e-01j), (6.715021000000000000e+09+0.000000000000000000e+00j)
 (9.248149052224018396e-01+8.929271748652058971e-01j), (6.757520500000000000e+09+0.000000000000000000e+00j)
 (2.815582170631864001e-01+8.770655456399288896e-01j), (6.800020000000000000e+09+0.000000000000000000e+00j)
 (1.040782454516309130e-02+8.213479818104404417e-01j), (6.842519500000000000e+09+0.000000000000000000e+00j)
 (6.742253164469440563e-01+3.794877363688360372e-01j), (6.885019000000000000e+09+0.000000000000000000e+00j)
 (2.086325154061837717e-01+6.409137312461695712e-01j), (6.927518500000000000e+09+0.000000000000000000e+00j)
 (1.235407981979332881e-01+3.769326421031526930e-01j), (6.970018000000000000e+09+0.000000000000000000e+00j)
 (1.720372497622798535e-01+8.797446204321430763e-01j), (7.012517500000000000e+09+0.000000000000000000e+00j)
 (4.711557947162925419e-02+2.361176533160592728e-01j), (7.055017000000000000e+09+0.000000000000000000e+00j)
 (6.650519529099507832e-01+7.330211444729073378e-01j), (7.097516500000000000e+09+0.000000000000000000e+00j)
 (8.238572332641359575e-01+3.742792820987845825e-01j), (7.140016000000000000e+09+0.000000000000000000e+00j)
 (2.339571248240220891e-01+6.714280441875275507e-03j), (7.182515500000000000e+09+0.000000000000000000e+00j)
 (6.325969270696193414e-01+2.931573462139192010e-02j), (7.225015000000000000e+09+0.000000000000000000e+00j)
 (8.798526933468898692e-01+4.571584444587750706e-02j), (7.267514500000000000e+09+0.000000000000000000e+00j)
 (9.307643208450643302e-01+4.470511786972847235e-01j), (7.310014000000000000e+09+0.000000000000000000e+00j)
 (1.464212956192046944e-01+3.628851523399604373e-01j), (7.352513500000000000e+09+0.000000000000000000e+00j)
 (5.791409522835188062e-01+7.387816137099860736e-01j), (7.395013000000000000e+09+0.000000000000000000e+00j)
 (5.974703413115247663e-01+4.383522234235479598e-01j), (7.437512500000000000e+09+0.000000000000000000e+00j)
 (7.248566840888771567e-01+3.241674796810389836e-01j), (7.480012000000000000e+09+0.000000000000000000e+00j)
 (2.318030876110841465e-01+9.058087248711852446e-01j), (7.522511500000000000e+09+0.000000000000000000e+00j)
 (7.750942763406951652e-01+6.017117590882734568e-01j), (7.565011000000000000e+09+0.000000000000000000e+00j)
 (4.296222822881825554e-01+5.651494744728433606e-01j), (7.607510500000000000e+09+0.000000000000000000e+00j)
 (9.477423834455911411e-01+7.995251499071386325e-01j), (7.650010000000000000e+09+0.000000000000000000e+00j)
 (5.623796992624885416e-02+6.753848402813235063e-01j), (7.692509500000000000e+09+0.000000000000000000e+00j)
 (6.684171454132015189e-01+7.498205669571281762e-01j), (7.735009000000000000e+09+0.000000000000000000e+00j)
 (8.093647246047225297e-01+2.259375542492151334e-01j), (7.777508500000000000e+09+0.000000000000000000e+00j)
 (8.724947167408212412e-01+5.924755762530986569e-02j), (7.820008000000000000e+09+0.000000000000000000e+00j)
 (7.637737751414319654e-02+2.317836577312253343e-01j), (7.862507500000000000e+09+0.000000000000000000e+00j)
 (7.770869163058691242e-02+2.811380350271932560e-01j), (7.905007000000000000e+09+0.000000000000000000e+00j)
 (7.010549860659075483e-01+7.431579349836188175e-01j), (7.947506500000000000e+09+0.000000000000000000e+00j)
 (5.641387232810668451e-02+2.643334970061853584e-01j), (7.990006000000000000e+09+0.000000000000000000e+00j)
 (6.131611845253348569e-01+9.609127600769939992e-01j), (8.032505500000000000e+09+0.000000000000000000e+00j)
 (2.994186398957977557e-01+2.028927756700018570e-01j), (8.075005000000000000e+09+0.000000000000000000e+00j)
 (3.247802471239883415e-01+8.674846115921134304e-01j), (8.117504500000000000e+09+0.000000000000000000e+00j)
 (9.957942070836833803e-01+8.783348053256966326e-01j), (8.160004000000000000e+09+0.000000000000000000e+00j)
 (5.722746493635638698e-01+2.430992259641000519e-01j), (8.202503500000000000e+09+0.000000000000000000e+00j)
 (4.606745764622612871e-01+8.957842937236760728e-01j), (8.245003000000000000e+09+0.000000000000000000e+00j)
 (2.912133029481562829e-01+6.681497843525501246e-01j), (8.287502500000000000e+09+0.000000000000000000e+00j)
 (5.425295737460567036e-01+4.276608689273404540e-01j), (8.330002000000000000e+09+0.000000000000000000e+00j)
 (1.751217872423541655e-01+5.565211794923979882e-01j), (8.372501500000000000e+09+0.000000000000000000e+00j)
 (3.566758801294365178e-01+2.145206240819742538e-01j), (8.415001000000000000e+09+0.000000000000000000e+00j)
 (7.809630122915304229e-01+6.051363930427324789e-01j), (8.457500500000000000e+09+0.000000000000000000e+00j)
 (8.857706982864266276e-02+4.351545130024586649e-01j), (8.500000000000000000e+09+0.000000000000000000e+00j)
 (7.517364191769626558e-01+5.475839669668761678e-01j), (1.000000000000000000e+05+0.000000000000000000e+00j)
 (3.929294564041343474e-01+4.484269516509151732e-01j), (4.259950000000000000e+07+0.000000000000000000e+00j)
 (2.717302821957288117e-01+6.467812666468859550e-01j), (8.509900000000000000e+07+0.000000000000000000e+00j)
 (2.828966598366486895e-01+5.737329477096181352e-01j), (1.275985000000000000e+08+0.000000000000000000e+00j)
 (2.933407173774312815e-01+4.616613632077656293e-01j), (1.700980000000000000e+08+0.000000000000000000e+00j)
 (1.705802480841434043e-01+6.453974797444353984e-01j), (2.125975000000000000e+08+0.000000000000000000e+00j)
 (9.593903895360822442e-02+4.260865356987662000e-01j), (2.550970000000000000e+08+0.000000000000000000e+00j)
 (2.818951057562268936e-01+3.887770167874895488e-01j), (2.975965000000000000e+08+0.000000000000000000e+00j)
 (4.112220881491601698e-01+2.411467927002817202e-01j), (3.400960000000000000e+08+0.000000000000000000e+00j)
 (1.611371029847507019e-01+4.579243903522715042e-01j), (3.825955000000000000e+08+0.000000000000000000e+00j)
 (5.413665001278845645e-01+2.838719205521303968e-01j), (4.250950000000000000e+08+0.000000000000000000e+00j)
 (3.794689412195021427e-01+1.343415626407240548e-02j), (4.675945000000000000e+08+0.000000000000000000e+00j)
 (6.693917627438431550e-01+8.991681215734936838e-01j), (5.100940000000000000e+08+0.000000000000000000e+00j)
 (1.524461680722911661e-01+5.077086574889333459e-02j), (5.525935000000000000e+08+0.000000000000000000e+00j)
 (8.911698540389090262e-03+6.131424329318575506e-01j), (5.950930000000000000e+08+0.000000000000000000e+00j)
 (8.649247840751905780e-02+4.378065186492602345e-01j), (6.375925000000000000e+08+0.000000000000000000e+00j)
 (3.590607691930737255e-01+5.300241169375794481e-01j), (6.800920000000000000e+08+0.000000000000000000e+00j)
 (8.266944018763243696e-01+4.793963909410428048e-01j), (7.225915000000000000e+08+0.000000000000000000e+00j)
 (8.262489948371557480e-01+3.844836899096736316e-01j), (7.650910000000000000e+08+0.000000000000000000e+00j)
 (1.244594397556398890e-01+3.813358367684704930e-04j), (8.075905000000000000e+08+0.000000000000000000e+00j)
 (7.891360866778593941e-01+6.862816849945501119e-01j), (8.500900000000000000e+08+0.000000000000000000e+00j)
 (1.665208517853615788e-01+5.743361912973732331e-02j), (8.925895000000000000e+08+0.000000000000000000e+00j)
 (7.895212234704026555e-01+5.823876892897685842e-01j), (9.350890000000000000e+08+0.000000000000000000e+00j)
 (5.540556076041810440e-01+4.165705928062493069e-01j), (9.775885000000000000e+08+0.000000000000000000e+00j)
 (2.835796262773798704e-01+1.717945298786576203e-01j), (1.020088000000000000e+09+0.000000000000000000e+00j)
 (7.693855875501949271e-01+4.230050047769052801e-01j), (1.062587500000000000e+09+0.000000000000000000e+00j)
 (1.686147940521739441e-01+3.392653979650920304e-01j), (1.105087000000000000e+09+0.000000000000000000e+00j)
 (7.972776051196309721e-01+7.149573128625331675e-01j), (1.147586500000000000e+09+0.000000000000000000e+00j)
 (7.899415092922646986e-01+1.230325546550683491e-01j), (1.190086000000000000e+09+0.000000000000000000e+00j)
 (2.207679313899690854e-01+6.181083296996044973e-01j), (1.232585500000000000e+09+0.000000000000000000e+00j)
 (6.212917094634589077e-01+7.858500413408652241e-01j), (1.275085000000000000e+09+0.000000000000000000e+00j)
 (4.644565325945264611e-01+3.436401517800506955e-01j), (1.317584500000000000e+09+0.000000000000000000e+00j)
 (6.601730280376576498e-01+1.163874729014180431e-02j), (1.360084000000000000e+09+0.000000000000000000e+00j)
 (7.405845758937383838e-01+2.807902209322529208e-01j), (1.402583500000000000e+09+0.000000000000000000e+00j)
 (8.520372049663552660e-01+1.693895429612399806e-01j), (1.445083000000000000e+09+0.000000000000000000e+00j)
 (6.651544908936093403e-01+6.197966636388613226e-01j), (1.487582500000000000e+09+0.000000000000000000e+00j)
 (7.625964001861982311e-01+1.500044412211603007e-01j), (1.530082000000000000e+09+0.000000000000000000e+00j)
 (5.151526610088610347e-01+3.847352805247494789e-01j), (1.572581500000000000e+09+0.000000000000000000e+00j)
 (1.205218991131208339e-01+5.042660874187244735e-01j), (1.615081000000000000e+09+0.000000000000000000e+00j)
 (5.286390690401402415e-01+2.172353077316981906e-01j), (1.657580500000000000e+09+0.000000000000000000e+00j)
 (6.175514632362848477e-01+6.151999315321513562e-01j), (1.700080000000000000e+09+0.000000000000000000e+00j)
 (7.709737739060542605e-01+7.971015882442944456e-01j), (1.742579500000000000e+09+0.000000000000000000e+00j)
 (6.857128061659063523e-01+2.209348665382371291e-02j), (1.785079000000000000e+09+0.000000000000000000e+00j)
 (5.623052245187299958e-01+2.948368612489813412e-01j), (1.827578500000000000e+09+0.000000000000000000e+00j)
 (9.112272326824463198e-01+2.642116830859581045e-01j), (1.870078000000000000e+09+0.000000000000000000e+00j)
 (8.860891655448913662e-01+2.754201774363886912e-01j), (1.912577500000000000e+09+0.000000000000000000e+00j)
 (2.666500059864138628e-01+3.873196312913748107e-01j), (1.955077000000000000e+09+0.000000000000000000e+00j)
 (9.815261673379133134e-01+4.290272670759396334e-01j), (1.997576500000000000e+09+0.000000000000000000e+00j)
 (2.207527388160116510e-01+3.989925249632375603e-01j), (2.040076000000000000e+09+0.000000000000000000e+00j)
 (4.123965024216992292e-01+2.276131583658779212e-01j), (2.082575500000000000e+09+0.000000000000000000e+00j)
 (7.559830725582626920e-01+5.550508333773684910e-04j), (2.125075000000000000e+09+0.000000000000000000e+00j)
 (5.588280728973051836e-01+2.306157637206304178e-01j), (2.167574500000000000e+09+0.000000000000000000e+00j)
 (4.679367329017769528e-01+8.482535889104526605e-01j), (2.210074000000000000e+09+0.000000000000000000e+00j)
 (3.677217731706955428e-01+7.923295974335926584e-01j), (2.252573500000000000e+09+0.000000000000000000e+00j)
 (5.020541886317344549e-01+5.508453434202071897e-01j), (2.295073000000000000e+09+0.000000000000000000e+00j)
 (4.516095218494374786e-01+6.713442072027423491e-01j), (2.337572500000000000e+09+0.000000000000000000e+00j)
 (8.937914441799530429e-01+3.145752718165609751e-01j), (2.380072000000000000e+09+0.000000000000000000e+00j)
 (3.940974682201410229e-01+8.884648988739907161e-02j), (2.422571500000000000e+09+0.000000000000000000e+00j)
