,x,y,z,w,freq,S11
50,0.0,0.0,0.0,0.0,(2125075000+0j),(0.23654472308900043+0.14728382914149207j)
51,0.0,0.0,0.0,0.0,(2167574500+0j),(0.8432792038481064+0.6856699894672154j)
52,0.0,0.0,0.0,0.0,(2210074000+0j),(0.1300316112523886+0.6464566389790325j)
53,0.0,0.0,0.0,0.0,(2252573500+0j),(0.6502539415639529+0.7117840134881427j)
54,0.0,0.0,0.0,0.0,(2295073000+0j),(0.3744744791012051+0.5011676352348676j)
55,0.0,0.0,0.0,0.0,(2337572500+0j),(0.8715682690748778+0.7043416296916066j)
56,0.0,0.0,0.0,0.0,(2380072000+0j),(0.8067852366247594+0.7965639320312912j)
57,0.0,0.0,0.0,0.0,(2422571500+0j),(0.353880139772343+0.912372294012546j)
58,0.0,0.0,0.0,0.0,(2465071000+0j),(0.6781880490889363+0.5523660605426818j)
59,0.0,0.0,0.0,0.0,(2507570500+0j),(0.4955991454560411+0.694241520978733j)
60,0.0,0.0,0.0,0.0,(2550070000+0j),(0.29803165853731395+0.9177704242960569j)
61,0.0,0.0,0.0,0.0,(2592569500+0j),(0.8267183367631432+0.08085275822560989j)
62,0.0,0.0,0.0,0.0,(2635069000+0j),(0.18974533055772236+0.18159620727043346j)
63,0.0,0.0,0.0,0.0,(2677568500+0j),(0.33569894233468245+0.8119860612863047j)
64,0.0,0.0,0.0,0.0,(2720068000+0j),(0.022850472168561176+0.5720162257061678j)
65,0.0,0.0,0.0,0.0,(2762567500+0j),(0.04120776068598875+0.6084863641514319j)
66,0.0,0.0,0.0,0.0,(2805067000+0j),(0.292936734763947+0.48799718635563105j)
67,0.0,0.0,0.0,0.0,(2847566500+0j),(0.13359727617920703+0.2658820975682802j)
68,0.0,0.0,0.0,0.0,(2890066000+0j),(0.819067019211373+0.3537237705317182j)
69,0.0,0.0,0.0,0.0,(2932565500+0j),(0.7839656502545093+0.7802555141530859j)
70,0.0,0.0,0.0,0.0,(2975065000+0j),(0.27605760411014924+0.07164172096543975j)
71,0.0,0.0,0.0,0.0,(3017564500+0j),(0.4066243568350697+0.4524186450902923j)
72,0.0,0.0,0.0,0.0,(3060064000+0j),(0.9211414737666076+0.3278604394561575j)
73,0.0,0.0,0.0,0.0,(3102563500+0j),(0.2200102745540926+0.7623175904158376j)
74,0.0,0.0,0.0,0.0,(3145063000+0j),(0.3747980343585794+0.8303325719056558j)
75,0.0,0.0,0.0,0.0,(3187562500+0j),(0.3436133666956984+0.46343365579362217j)
76,0.0,0.0,0.0,0.0,(3230062000+0j),(0.42063170629563884+0.7222332240863807j)
77,0.0,0.0,0.0,0.0,(3272561500+0j),(0.1031861290953332+0.8779572465280369j)
78,0.0,0.0,0.0,0.0,(3315061000+0j),(0.022055251755055183+0.45445607352441775j)
79,0.0,0.0,0.0,0.0,(3357560500+0j),(0.7448571749048568+0.94433416459254j)
80,0.0,0.0,0.0,0.0,(3400060000+0j),(0.21966328661933565+0.8840881892471699j)
81,0.0,0.0,0.0,0.0,(3442559500+0j),(0.8727494593934165+0.6932713678251977j)
82,0.0,0.0,0.0,0.0,(3485059000+0j),(0.7660193939093036+0.822064227103789j)
83,0.0,0.0,0.0,0.0,(3527558500+0j),(0.9146148105824363+0.6545767596864306j)
84,0.0,0.0,0.0,0.0,(3570058000+0j),(0.7400599100005499+0.8834421425994937j)
85,0.0,0.0,0.0,0.0,(3612557500+0j),(0.35928030918391696+0.35665229492892847j)
86,0.0,0.0,0.0,0.0,(3655057000+0j),(0.9233759874201282+0.9438750201793938j)
87,0.0,0.0,0.0,0.0,(3697556500+0j),(0.985202958701114+0.22609571598003897j)
88,0.0,0.0,0.0,0.0,(3740056000+0j),(0.11950380240537872+0.8084247915502452j)
89,0.0,0.0,0.0,0.0,(3782555500+0j),(0.5252159582695941+0.43440259305359186j)
90,0.0,0.0,0.0,0.0,(3825055000+0j),(0.16496351157015+0.34651207052093347j)
91,0.0,0.0,0.0,0.0,(3867554500+0j),(0.9584560838321958+0.8722124742000589j)
92,0.0,0.0,0.0,0.0,(3910054000+0j),(0.7214116126292736+0.06737867623053173j)
93,0.0,0.0,0.0,0.0,(3952553500+0j),(0.022513587529802925+0.44778512772060275j)
94,0.0,0.0,0.0,0.0,(3995053000+0j),(0.3640074913542771+0.9271553193939771j)
95,0.0,0.0,0.0,0.0,(4037552500+0j),(0.6029173173482414+0.5414778604925795j)
96,0.0,0.0,0.0,0.0,(4080052000+0j),(0.9821403880617681+0.15396556617531443j)
97,0.0,0.0,0.0,0.0,(4122551500+0j),(0.953829803490099+0.5533707664240022j)
98,0.0,0.0,0.0,0.0,(4165051000+0j),(0.34047197236113047+0.9790724380419963j)
99,0.0,0.0,0.0,0.0,(4207550500+0j),(0.5432957533147882+0.7388591709685283j)
100,0.0,0.0,0.0,0.0,(4250050000+0j),(0.8711904630715293+0.9329792388803697j)
101,0.0,0.0,0.0,0.0,(4292549500+0j),(0.6776492776702673+0.6592602691337295j)
102,0.0,0.0,0.0,0.0,(4335049000+0j),(0.30716886399397925+0.4674555250351605j)
103,0.0,0.0,0.0,0.0,(4377548500+0j),(0.5975768645175585+0.20080921054752332j)
104,0.0,0.0,0.0,0.0,(4420048000+0j),(0.5554519832280027+0.6878018960011902j)
105,0.0,0.0,0.0,0.0,(4462547500+0j),(0.28101414330013685+0.6175764739022667j)
106,0.0,0.0,0.0,0.0,(4505047000+0j),(0.9970315922695627+0.15066064597003337j)
107,0.0,0.0,0.0,0.0,(4547546500+0j),(0.2188122761917809+0.28883385453254273j)
108,0.0,0.0,0.0,0.0,(4590046000+0j),(0.5966175049271057+0.3090808799145647j)
109,0.0,0.0,0.0,0.0,(4632545500+0j),(0.6253208395769654+0.9715582266922704j)
110,0.0,0.0,0.0,0.0,(4675045000+0j),(0.5787539141288843+0.26431917731045584j)
111,0.0,0.0,0.0,0.0,(4717544500+0j),(0.0674977893083134+0.46019634279138244j)
112,0.0,0.0,0.0,0.0,(4760044000+0j),(0.8772699639947775+0.968610165906336j)
113,0.0,0.0,0.0,0.0,(4802543500+0j),(0.8746894871577283+0.1391579507504822j)
114,0.0,0.0,0.0,0.0,(4845043000+0j),(0.3127670341804377+0.4106939799699567j)
115,0.0,0.0,0.0,0.0,(4887542500+0j),(0.6290313224715994+0.17437753936596767j)
116,0.0,0.0,0.0,0.0,(4930042000+0j),(0.20205720473636102+0.5735658206125315j)
117,0.0,0.0,0.0,0.0,(4972541500+0j),(0.15586856262371807+0.1192699376876929j)
118,0.0,0.0,0.0,0.0,(5015041000+0j),(0.036458583805912936+0.49343484054336506j)
119,0.0,0.0,0.0,0.0,(5057540500+0j),(0.6796129198740919+0.9948777912627561j)
120,0.0,0.0,0.0,0.0,(5100040000+0j),(0.560616200364591+0.004199875516991081j)
121,0.0,0.0,0.0,0.0,(5142539500+0j),(0.38922583866729565+0.5562722724790574j)
122,0.0,0.0,0.0,0.0,(5185039000+0j),(0.33458174558394327+0.5987563010934829j)
123,0.0,0.0,0.0,0.0,(5227538500+0j),(0.5317430621178139+0.4199019066119196j)
124,0.0,0.0,0.0,0.0,(5270038000+0j),(0.4756693419718112+0.012533368053346816j)
125,0.0,0.0,0.0,0.0,(5312537500+0j),(0.22905349181543333+0.07866868480497502j)
126,0.0,0.0,0.0,0.0,(5355037000+0j),(0.6123867985553151+0.5841073086302058j)
127,0.0,0.0,0.0,0.0,(5397536500+0j),(0.5119606671917093+0.7774644841885547j)
128,0.0,0.0,0.0,0.0,(5440036000+0j),(0.41063713481070696+0.7371510498303128j)
129,0.0,0.0,0.0,0.0,(5482535500+0j),(0.2584267542675155+0.3629894063691155j)
130,0.0,0.0,0.0,0.0,(5525035000+0j),(0.9738431666049923+0.7214333834374765j)
131,0.0,0.0,0.0,0.0,(5567534500+0j),(0.001261474714289168+0.8677474761916173j)
132,0.0,0.0,0.0,0.0,(5610034000+0j),(0.07769345422771812+0.18528631197492595j)
133,0.0,0.0,0.0,0.0,(5652533500+0j),(0.8435456835725405+0.3718778209529249j)
134,0.0,0.0,0.0,0.0,(5695033000+0j),(0.3146548159364302+0.32370934775044424j)
135,0.0,0.0,0.0,0.0,(5737532500+0j),(0.8024111068099812+0.24299823418379585j)
136,0.0,0.0,0.0,0.0,(5780032000+0j),(0.3765129839531517+0.34048383909567803j)
137,0.0,0.0,0.0,0.0,(5822531500+0j),(0.20811429544619975+0.7080090706227125j)
138,0.0,0.0,0.0,0.0,(5865031000+0j),(0.5001453594889829+0.7367231505291135j)
139,0.0,0.0,0.0,0.0,(5907530500+0j),(0.10474260626048859+0.9179263543233422j)
140,0.0,0.0,0.0,0.0,(5950030000+0j),(0.43169241565808036+0.6645990168037662j)
141,0.0,0.0,0.0,0.0,(5992529500+0j),(0.49445481686238657+0.21037209315867678j)
142,0.0,0.0,0.0,0.0,(6035029000+0j),(0.11655313138852197+0.7042124178020642j)
143,0.0,0.0,0.0,0.0,(6077528500+0j),(0.7391219631059787+0.47643045184649757j)
144,0.0,0.0,0.0,0.0,(6120028000+0j),(0.26814756765824466+0.638706984022477j)
145,0.0,0.0,0.0,0.0,(6162527500+0j),(0.6811396317119882+0.09886263281129004j)
146,0.0,0.0,0.0,0.0,(6205027000+0j),(0.9093333105998129+0.8403663520733486j)
147,0.0,0.0,0.0,0.0,(6247526500+0j),(0.46670086685079804+0.33771268549904554j)
148,0.0,0.0,0.0,0.0,(6290026000+0j),(0.6917861938378418+0.6269768035619531j)
149,0.0,0.0,0.0,0.0,(6332525500+0j),(0.09568134214402657+0.7213472880478551j)
150,0.0,0.0,0.0,0.0,(6375025000+0j),(0.3580731221859418+0.19405326421053837j)
151,0.0,0.0,0.0,0.0,(6417524500+0j),(0.009674864403249939+0.893440811274503j)
152,0.0,0.0,0.0,0.0,(6460024000+0j),(0.8696263374112806+0.3754250047975439j)
153,0.0,0.0,0.0,0.0,(6502523500+0j),(0.6689648051625874+0.19786315306364977j)
154,0.0,0.0,0.0,0.0,(6545023000+0j),(0.34215226730715886+0.06843362082767579j)
155,0.0,0.0,0.0,0.0,(6587522500+0j),(0.9355447551394792+0.40409607513699153j)
156,0.0,0.0,0.0,0.0,(6630022000+0j),(0.21885174994516643+0.48674256439903296j)
157,0.0,0.0,0.0,0.0,(6672521500+0j),(0.6818291220531962+0.8888225813620994j)
158,0.0,0.0,0.0,0.0,(6715021000+0j),(0.2991146072401437+0.7062584402663701j)
159,0.0,0.0,0.0,0.0,(6757520500+0j),(0.554223842990371+0.43543070329818667j)
160,0.0,0.0,0.0,0.0,(6800020000+0j),(0.11116148307559459+0.3575283554170797j)
161,0.0,0.0,0.0,0.0,(6842519500+0j),(0.7191325151065052+0.4783901127531067j)
162,0.0,0.0,0.0,0.0,(6885019000+0j),(0.47099299375625125+0.30208473993810603j)
163,0.0,0.0,0.0,0.0,(6927518500+0j),(0.5020169220056526+0.9189338105672351j)
164,0.0,0.0,0.0,0.0,(6970018000+0j),(0.02411562070467732+0.6630090603033798j)
165,0.0,0.0,0.0,0.0,(7012517500+0j),(0.912738499980729+0.38743562519126895j)
166,0.0,0.0,0.0,0.0,(7055017000+0j),(0.11343309655587008+0.7201631811650127j)
167,0.0,0.0,0.0,0.0,(7097516500+0j),(0.13320737780582503+0.7017936923713075j)
168,0.0,0.0,0.0,0.0,(7140016000+0j),(0.10362152879223196+0.6137087092619766j)
169,0.0,0.0,0.0,0.0,(7182515500+0j),(0.5514337431019655+0.24489103756585728j)
170,0.0,0.0,0.0,0.0,(7225015000+0j),(0.44486144036516917+0.2076388474210934j)
171,0.0,0.0,0.0,0.0,(7267514500+0j),(0.7406677529609647+0.8462054478713114j)
172,0.0,0.0,0.0,0.0,(7310014000+0j),(0.8610856012822353+0.5939156121945321j)
173,0.0,0.0,0.0,0.0,(7352513500+0j),(0.4168055777497188+0.17250146618485362j)
174,0.0,0.0,0.0,0.0,(7395013000+0j),(0.7195655366544025+0.4902253446890513j)
175,0.0,0.0,0.0,0.0,(7437512500+0j),(0.9269558647650857+0.500213151559908j)
176,0.0,0.0,0.0,0.0,(7480012000+0j),(0.15679521776923844+0.5185419146874369j)
177,0.0,0.0,0.0,0.0,(7522511500+0j),(0.6048921065619731+0.8104417902521921j)
178,0.0,0.0,0.0,0.0,(7565011000+0j),(0.12116591898275797+0.9557241414227089j)
179,0.0,0.0,0.0,0.0,(7607510500+0j),(0.790392537859729+0.8542051383077262j)
180,0.0,0.0,0.0,0.0,(7650010000+0j),(0.21581422839085995+0.7302236117698534j)
181,0.0,0.0,0.0,0.0,(7692509500+0j),(0.3402803959816253+0.8220503757703299j)
182,0.0,0.0,0.0,0.0,(7735009000+0j),(0.5490796763495183+0.6858644820271736j)
183,0.0,0.0,0.0,0.0,(7777508500+0j),(0.462450955639519+0.42611765381933775j)
184,0.0,0.0,0.0,0.0,(7820008000+0j),(0.9246177775147338+0.15846091199647017j)
185,0.0,0.0,0.0,0.0,(7862507500+0j),(0.786946712330904+0.24364996033146258j)
186,0.0,0.0,0.0,0.0,(7905007000+0j),(0.122551375160876+0.26001229471995524j)
187,0.0,0.0,0.0,0.0,(7947506500+0j),(0.7904982177252204+0.7133761384660627j)
188,0.0,0.0,0.0,0.0,(7990006000+0j),(0.3714819835431702+0.077357600939999j)
189,0.0,0.0,0.0,0.0,(8032505500+0j),(0.5113574929156931+0.5055732312717094j)
190,0.0,0.0,0.0,0.0,(8075005000+0j),(0.8041860284032775+0.09660040698202554j)
191,0.0,0.0,0.0,0.0,(8117504500+0j),(0.4603931370511797+0.009742254493162017j)
192,0.0,0.0,0.0,0.0,(8160004000+0j),(0.1350112699928282+0.6906995845189828j)
193,0.0,0.0,0.0,0.0,(8202503500+0j),(0.7250028491766283+0.9595889636687708j)
194,0.0,0.0,0.0,0.0,(8245003000+0j),(0.9419613505590078+0.5160942469317525j)
195,0.0,0.0,0.0,0.0,(8287502500+0j),(0.5619147346307155+0.03953256675882599j)
196,0.0,0.0,0.0,0.0,(8330002000+0j),(0.2502590576746685+0.0682707815765572j)
197,0.0,0.0,0.0,0.0,(8372501500+0j),(0.6429263568618097+0.1217116096763814j)
198,0.0,0.0,0.0,0.0,(8415001000+0j),(0.4643953812695776+0.6211823099802539j)
199,0.0,0.0,0.0,0.0,(8457500500+0j),(0.27731061689122527+0.5751099889310257j)
200,0.0,0.0,0.0,0.0,(8500000000+0j),(0.30058325464681146+0.04511481300424203j)
201,1000.0,0.0,0.0,0.0,(100000+0j),(0.8108150478047997+0.5145871336567954j)
202,1000.0,0.0,0.0,0.0,(42599500+0j),(0.21110116188330963+0.0689026363583074j)
203,1000.0,0.0,0.0,0.0,(85099000+0j),(0.0040278224354867165+0.953064492706184j)
204,1000.0,0.0,0.0,0.0,(127598500+0j),(0.08288212188628818+0.12943902744827973j)
205,1000.0,0.0,0.0,0.0,(170098000+0j),(0.4367451334556911+0.8751631646214834j)
206,1000.0,0.0,0.0,0.0,(212597500+0j),(0.6782851356700095+0.40549303218076727j)
207,1000.0,0.0,0.0,0.0,(255097000+0j),(0.6485236352161362+0.16743627402886607j)
208,1000.0,0.0,0.0,0.0,(297596500+0j),(0.3872820039711051+0.4543187396874744j)
209,1000.0,0.0,0.0,0.0,(340096000+0j),(0.3495897029879351+0.8950713049742984j)
210,1000.0,0.0,0.0,0.0,(382595500+0j),(0.11575396851505515+0.6512211736887091j)
211,1000.0,0.0,0.0,0.0,(425095000+0j),(0.32432420204226564+0.09656069616217444j)
212,1000.0,0.0,0.0,0.0,(467594500+0j),(0.5160405310348233+0.40722128347291164j)
213,1000.0,0.0,0.0,0.0,(510094000+0j),(0.08053143645849092+0.8263683365737227j)
214,1000.0,0.0,0.0,0.0,(552593500+0j),(0.2546035864000331+0.6160178598209971j)
215,1000.0,0.0,0.0,0.0,(595093000+0j),(0.6218919523290666+0.02304999776466088j)
216,1000.0,0.0,0.0,0.0,(637592500+0j),(0.9278090646131244+0.7559261975153699j)
217,1000.0,0.0,0.0,0.0,(680092000+0j),(0.4945286266497485+0.4845580763130394j)
218,1000.0,0.0,0.0,0.0,(722591500+0j),(0.5397781437948884+0.43453689931011685j)
219,1000.0,0.0,0.0,0.0,(765091000+0j),(0.18415468445607508+0.1316426876790905j)
220,1000.0,0.0,0.0,0.0,(807590500+0j),(0.2452378165799759+0.20963890750866743j)
221,1000.0,0.0,0.0,0.0,(850090000+0j),(0.5506346634571023+0.20061249300558381j)
222,1000.0,0.0,0.0,0.0,(892589500+0j),(0.3062176748779829+0.06575401761916733j)
223,1000.0,0.0,0.0,0.0,(935089000+0j),(0.08233544186943131+0.14222167859681423j)
224,1000.0,0.0,0.0,0.0,(977588500+0j),(0.20153401698639228+0.6539019053977096j)
225,1000.0,0.0,0.0,0.0,(1020088000+0j),(0.6365387280727675+0.2786404939442607j)
226,1000.0,0.0,0.0,0.0,(1062587500+0j),(0.4583911396249134+0.6187928885418442j)
227,1000.0,0.0,0.0,0.0,(1105087000+0j),(0.9406045152747095+0.7869191554705699j)
228,1000.0,0.0,0.0,0.0,(1147586500+0j),(0.5384908665931968+0.19200772340215166j)
229,1000.0,0.0,0.0,0.0,(1190086000+0j),(0.1445222203946146+0.6726047711433724j)
230,1000.0,0.0,0.0,0.0,(1232585500+0j),(0.48444073235668805+0.8542502817239858j)
231,1000.0,0.0,0.0,0.0,(1275085000+0j),(0.4548548406197801+0.30997695643172674j)
232,1000.0,0.0,0.0,0.0,(1317584500+0j),(0.9302881318626112+0.5147215245656874j)
233,1000.0,0.0,0.0,0.0,(1360084000+0j),(0.43131118724911177+0.9311638937230964j)
234,1000.0,0.0,0.0,0.0,(1402583500+0j),(0.7117700994589463+0.2701053816774375j)
235,1000.0,0.0,0.0,0.0,(1445083000+0j),(0.5476672064925131+0.9468286007741801j)
236,1000.0,0.0,0.0,0.0,(1487582500+0j),(0.31441692862368886+0.6667328860467097j)
237,1000.0,0.0,0.0,0.0,(1530082000+0j),(0.7452766981980813+0.6979438274536355j)
238,1000.0,0.0,0.0,0.0,(1572581500+0j),(0.9563481290955459+0.7510662781456291j)
239,1000.0,0.0,0.0,0.0,(1615081000+0j),(0.5650951461763599+0.3872720153923177j)
240,1000.0,0.0,0.0,0.0,(1657580500+0j),(0.9306238210131793+0.41282554774362124j)
241,1000.0,0.0,0.0,0.0,(1700080000+0j),(0.9866107748965475+0.3402911115936398j)
242,1000.0,0.0,0.0,0.0,(1742579500+0j),(0.5618794361120762+0.013308555311407289j)
243,1000.0,0.0,0.0,0.0,(1785079000+0j),(0.48355512101452924+0.7973056220200573j)
244,1000.0,0.0,0.0,0.0,(1827578500+0j),(0.5279480182301112+0.8495314120939343j)
245,1000.0,0.0,0.0,0.0,(1870078000+0j),(0.5982653841989727+0.9379918192099852j)
246,1000.0,0.0,0.0,0.0,(1912577500+0j),(0.8416429386894214+0.712893035909175j)
247,1000.0,0.0,0.0,0.0,(1955077000+0j),(0.9105763074059715+0.9276046710413306j)
248,1000.0,0.0,0.0,0.0,(1997576500+0j),(0.6992640001692592+0.054921242136925064j)
249,1000.0,0.0,0.0,0.0,(2040076000+0j),(0.6353884848063315+0.9781735582609331j)
250,1000.0,0.0,0.0,0.0,(2082575500+0j),(0.9294541592244221+0.8994684110516291j)
251,1000.0,0.0,0.0,0.0,(2125075000+0j),(0.926417947674249+0.15420035240453334j)
252,1000.0,0.0,0.0,0.0,(2167574500+0j),(0.9523022910808632+0.37315608933733224j)
253,1000.0,0.0,0.0,0.0,(2210074000+0j),(0.05701416509168844+0.8652919281827662j)
254,1000.0,0.0,0.0,0.0,(2252573500+0j),(0.9340983623255372+0.3755475020450396j)
255,1000.0,0.0,0.0,0.0,(2295073000+0j),(0.007721715969577048+0.9069606366954137j)
256,1000.0,0.0,0.0,0.0,(2337572500+0j),(0.8382988572288897+0.2390354354580584j)
257,1000.0,0.0,0.0,0.0,(2380072000+0j),(0.7044592988733672+0.848312459575228j)
258,1000.0,0.0,0.0,0.0,(2422571500+0j),(0.6016072506865066+0.70714174560907j)
259,1000.0,0.0,0.0,0.0,(2465071000+0j),(0.388188653662225+0.963956320265238j)
260,1000.0,0.0,0.0,0.0,(2507570500+0j),(0.3403025311628137+0.719885450380869j)
261,1000.0,0.0,0.0,0.0,(2550070000+0j),(0.372427514174407+0.9994757010891644j)
262,1000.0,0.0,0.0,0.0,(2592569500+0j),(0.7937378894813154+0.8267516426149614j)
263,1000.0,0.0,0.0,0.0,(2635069000+0j),(0.6824034279843888+0.17140752726739694j)
264,1000.0,0.0,0.0,0.0,(2677568500+0j),(0.39574051955712497+0.23917507954979j)
265,1000.0,0.0,0.0,0.0,(2720068000+0j),(0.07375122371427623+0.014267214651062843j)
266,1000.0,0.0,0.0,0.0,(2762567500+0j),(0.9891834238896892+0.6034898359250371j)
267,1000.0,0.0,0.0,0.0,(2805067000+0j),(0.2420353563339177+0.6209838378364086j)
268,1000.0,0.0,0.0,0.0,(2847566500+0j),(0.6220051908167276+0.8729925291429158j)
269,1000.0,0.0,0.0,0.0,(2890066000+0j),(0.20777750152921814+0.2131160915728849j)
270,1000.0,0.0,0.0,0.0,(2932565500+0j),(0.5576205412631642+0.18150478214298038j)
271,1000.0,0.0,0.0,0.0,(2975065000+0j),(0.5239043324106053+0.5836129604615474j)
272,1000.0,0.0,0.0,0.0,(3017564500+0j),(0.49764052908770706+0.9269550665213191j)
273,1000.0,0.0,0.0,0.0,(3060064000+0j),(0.7554740153741589+0.7397899890545285j)
274,1000.0,0.0,0.0,0.0,(3102563500+0j),(0.6861338526716216+0.7733951636835265j)
275,1000.0,0.0,0.0,0.0,(3145063000+0j),(0.6694746713368548+0.5704059744216012j)
276,1000.0,0.0,0.0,0.0,(3187562500+0j),(0.8689341761245061+0.7922650589807837j)
277,1000.0,0.0,0.0,0.0,(3230062000+0j),(0.28404383801031974+0.5498182966630115j)
278,1000.0,0.0,0.0,0.0,(3272561500+0j),(0.1760956196692114+0.04833364911772309j)
279,1000.0,0.0,0.0,0.0,(3315061000+0j),(0.41944262629740503+0.027332734796099656j)
280,1000.0,0.0,0.0,0.0,(3357560500+0j),(0.9747581164125454+0.9940599351276406j)
281,1000.0,0.0,0.0,0.0,(3400060000+0j),(0.19745780982188044+0.780598220416705j)
282,1000.0,0.0,0.0,0.0,(3442559500+0j),(0.0810278768925764+0.8315304382096913j)
283,1000.0,0.0,0.0,0.0,(3485059000+0j),(0.9763551193812611+0.193898474533437j)
284,1000.0,0.0,0.0,0.0,(3527558500+0j),(0.6981425703763111+0.1502536305950274j)
285,1000.0,0.0,0.0,0.0,(3570058000+0j),(0.12728692132567032+0.5898556570166541j)
286,1000.0,0.0,0.0,0.0,(3612557500+0j),(0.38478091860023456+0.14452668315908224j)
287,1000.0,0.0,0.0,0.0,(3655057000+0j),(0.7139787765628292+0.8489361552899427j)
288,1000.0,0.0,0.0,0.0,(3697556500+0j),(0.5532235997086224+0.07467381758108149j)
289,1000.0,0.0,0.0,0.0,(3740056000+0j),(0.9217986880890128+0.207698866932174j)
