# freq,S11
 (4.859175267044292257e-01+1.635514872681566034e-01j), (8.500000000000000000e+09+0.000000000000000000e+00j)
 (5.203632026615463424e-01+8.843069716123854729e-01j), (1.000000000000000000e+05+0.000000000000000000e+00j)
 (5.919529270806408450e-01+8.128726222130301382e-01j), (4.259950000000000000e+07+0.000000000000000000e+00j)
 (4.478128701494378250e-01+6.995670726415498253e-01j), (8.509900000000000000e+07+0.000000000000000000e+00j)
 (7.295754590210073998e-01+6.337097367384160185e-01j), (1.275985000000000000e+08+0.000000000000000000e+00j)
 (9.417994911221256871e-01+1.726037336373652531e-01j), (1.700980000000000000e+08+0.000000000000000000e+00j)
 (7.834220408361247667e-01+3.903489496314505036e-02j), (2.125975000000000000e+08+0.000000000000000000e+00j)
 (8.862162092544427772e-01+2.187761769756566554e-01j), (2.550970000000000000e+08+0.000000000000000000e+00j)
 (9.524853751957734760e-01+9.567773419039892202e-01j), (2.975965000000000000e+08+0.000000000000000000e+00j)
 (6.316867307661732100e-01+4.831826445230282818e-01j), (3.400960000000000000e+08+0.000000000000000000e+00j)
 (2.781405426253409363e-01+5.118541570118738671e-01j), (3.825955000000000000e+08+0.000000000000000000e+00j)
 (3.108459643599176259e-01+4.901318246627259789e-01j), (4.250950000000000000e+08+0.000000000000000000e+00j)
 (2.209420474265323397e-01+4.556134089094107109e-01j), (4.675945000000000000e+08+0.000000000000000000e+00j)
 (7.214660935361857375e-01+9.248460106779998746e-01j), (5.100940000000000000e+08+0.000000000000000000e+00j)
 (1.597045936494485563e-01+2.656972189094530812e-02j), (5.525935000000000000e+08+0.000000000000000000e+00j)
 (7.844237318751853261e-01+5.808814850418316800e-01j), (5.950930000000000000e+08+0.000000000000000000e+00j)
 (5.559363805168054951e-01+7.940556316130704673e-01j), (6.375925000000000000e+08+0.000000000000000000e+00j)
 (6.049046437348204464e-02+1.184582570172809657e-01j), (6.800920000000000000e+08+0.000000000000000000e+00j)
 (5.007248610041298287e-01+1.364193158315413212e-01j), (7.225915000000000000e+08+0.000000000000000000e+00j)
 (6.225575335169395430e-01+6.016334432766021756e-01j), (7.650910000000000000e+08+0.000000000000000000e+00j)
 (2.664270282268343948e-02+7.596083166866146597e-01j), (8.075905000000000000e+08+0.000000000000000000e+00j)
 (4.530016145694359953e-02+4.063440308429424608e-01j), (8.500900000000000000e+08+0.000000000000000000e+00j)
 (2.447055271667590848e-01+2.035101518461430725e-01j), (8.925895000000000000e+08+0.000000000000000000e+00j)
 (5.119036741310283301e-01+5.934178535537011356e-01j), (9.350890000000000000e+08+0.000000000000000000e+00j)
 (5.329686780601193830e-01+6.134824757627641567e-01j), (9.775885000000000000e+08+0.000000000000000000e+00j)
 (4.911196457593069997e-02+1.375913037998478528e-01j), (1.020088000000000000e+09+0.000000000000000000e+00j)
 (3.511478703074333296e-01+6.313773480675101135e-01j), (1.062587500000000000e+09+0.000000000000000000e+00j)
 (3.773210741106163280e-01+5.111654723827004920e-01j), (1.105087000000000000e+09+0.000000000000000000e+00j)
 (9.889003241943697953e-01+2.048270875971702765e-01j), (1.147586500000000000e+09+0.000000000000000000e+00j)
 (4.516460042225889371e-02+5.337032496461767694e-01j), (1.190086000000000000e+09+0.000000000000000000e+00j)
 (7.352886453250162546e-02+9.147708512230515732e-01j), (1.232585500000000000e+09+0.000000000000000000e+00j)
 (7.386748643317460061e-01+2.203561057049503447e-01j), (1.275085000000000000e+09+0.000000000000000000e+00j)
 (2.247454033984953581e-01+2.591356109682462217e-01j), (1.317584500000000000e+09+0.000000000000000000e+00j)
 (4.615742603366106422e-01+7.315952154915823513e-01j), (1.360084000000000000e+09+0.000000000000000000e+00j)
 (8.099676872025779462e-01+9.993839090787683954e-01j), (1.402583500000000000e+09+0.000000000000000000e+00j)
 (2.724979257412464273e-01+4.786772958244541742e-01j), (1.445083000000000000e+09+0.000000000000000000e+00j)
 (6.202031688232326756e-01+1.115675438594977420e-01j), (1.487582500000000000e+09+0.000000000000000000e+00j)
 (8.771169078731704261e-01+3.032278561003627360e-01j), (1.530082000000000000e+09+0.000000000000000000e+00j)
 (5.005974105973557409e-01+3.124767564403733155e-01j), (1.572581500000000000e+09+0.000000000000000000e+00j)
 (2.754375469080416750e-03+4.590024725943165906e-01j), (1.615081000000000000e+09+0.000000000000000000e+00j)
 (4.625271515295863445e-01+4.984076528396967909e-01j), (1.657580500000000000e+09+0.000000000000000000e+00j)
 (9.045590950296592547e-01+3.662063738977046068e-01j), (1.700080000000000000e+09+0.000000000000000000e+00j)
 (2.577078054749586400e-01+8.863326159757315414e-01j), (1.742579500000000000e+09+0.000000000000000000e+00j)
 (9.200271466525428155e-01+3.431985673232565981e-01j), (1.785079000000000000e+09+0.000000000000000000e+00j)
 (4.506050093209705842e-01+9.803063310953872289e-01j), (1.827578500000000000e+09+0.000000000000000000e+00j)
 (7.065227012291723785e-01+9.623837858960847536e-01j), (1.870078000000000000e+09+0.000000000000000000e+00j)
 (3.915229182465717050e-01+7.508249707203408230e-01j), (1.912577500000000000e+09+0.000000000000000000e+00j)
 (2.078661604448921452e-01+6.698143484214756915e-01j), (1.955077000000000000e+09+0.000000000000000000e+00j)
 (4.366798275199107460e-01+4.520816437514988406e-01j), (1.997576500000000000e+09+0.000000000000000000e+00j)
 (6.658264560392701537e-01+8.613431784915933642e-01j), (2.040076000000000000e+09+0.000000000000000000e+00j)
 (5.930800686645775199e-01+2.869974047542016571e-01j), (2.082575500000000000e+09+0.000000000000000000e+00j)
 (9.327952528013923050e-01+7.728510423019518960e-01j), (2.125075000000000000e+09+0.000000000000000000e+00j)
 (2.870699040736194307e-01+1.228540257031810468e-01j), (2.167574500000000000e+09+0.000000000000000000e+00j)
 (3.661987229423416812e-01+4.221701768696759505e-01j), (2.210074000000000000e+09+0.000000000000000000e+00j)
 (7.339299285730643829e-01+9.713939322393797537e-01j), (2.252573500000000000e+09+0.000000000000000000e+00j)
 (4.412243214715945161e-01+5.979228330162462690e-01j), (2.295073000000000000e+09+0.000000000000000000e+00j)
 (2.724104461657103071e-01+5.283090909251253464e-02j), (2.337572500000000000e+09+0.000000000000000000e+00j)
 (7.879262714927969258e-01+3.016176025220900225e-01j), (2.380072000000000000e+09+0.000000000000000000e+00j)
 (2.283368353190251554e-02+6.032615261638940574e-01j), (2.422571500000000000e+09+0.000000000000000000e+00j)
