,x,y,z,w,freq,S11,S22
18,0.0,0.0,0.0,0.0,(0.003624825731498471+0.1282247397636085j),(0.5303776772313933+0.11403163532108818j),(765091000+0j)
19,0.0,0.0,0.0,0.0,(0.11680748644230066+0.13171211096578495j),(0.7045532284193484+0.5668279996614344j),(807590500+0j)
20,0.0,0.0,0.0,0.0,(0.24062693098346044+0.7399278172948913j),(0.6098003877464027+0.44047449930809157j),(850090000+0j)
21,0.0,0.0,0.0,0.0,(0.5616051029012922+0.5925593645635729j),(0.16823873190933913+0.06859804352222731j),(892589500+0j)
22,0.0,0.0,0.0,0.0,(0.5324994119459431+0.8459641213462761j),(0.5771321320250016+0.20944086945336682j),(935089000+0j)
23,0.0,0.0,0.0,0.0,(0.884436379821424+0.37505628019655124j),(0.6630688569990907+0.5549847321151563j),(977588500+0j)
24,0.0,0.0,0.0,0.0,(0.2427018498806367+0.05301854474687018j),(0.5684687040930136+0.8895221451153471j),(1020088000+0j)
25,0.0,0.0,0.0,0.0,(0.3373466654498464+0.3775333313678926j),(0.40127217063956533+0.9312474061769375j),(1062587500+0j)
26,0.0,0.0,0.0,0.0,(0.6520858728675077+0.8644960530468321j),(0.7338442174424225+0.4610541663794493j),(1105087000+0j)
27,0.0,0.0,0.0,0.0,(0.4897619339022129+0.9562442378478974j),(0.23560579381382651+0.899148029619735j),(1147586500+0j)
28,0.0,0.0,0.0,0.0,(0.6212897344663999+0.5438188694823972j),(0.44700182052058046+0.4433825800072382j),(1190086000+0j)
29,0.0,0.0,0.0,0.0,(0.9576399131685885+0.720325785048967j),(0.01597536422700374+0.5774390471522614j),(1232585500+0j)
30,0.0,0.0,0.0,0.0,(0.04993547476440563+0.6897694096212894j),(0.08538114671449759+0.5676475462742449j),(1275085000+0j)
31,0.0,0.0,0.0,0.0,(0.6900726970087033+0.007440293976929024j),(0.21161910308816378+0.4449509249336251j),(1317584500+0j)
32,0.0,0.0,0.0,0.0,(0.6509310016921123+0.17413942521602677j),(0.014997594855411522+0.36129671263437524j),(1360084000+0j)
33,0.0,0.0,0.0,0.0,(0.49470217871144073+0.4118301530334989j),(0.12190175287375316+0.8724430546975336j),(1402583500+0j)
34,0.0,0.0,0.0,0.0,(0.18913506018523107+0.999161282157106j),(0.671051486579237+0.36970798152558704j),(1445083000+0j)
35,0.0,0.0,0.0,0.0,(0.5277238567358388+0.9306123423754448j),(0.07579767329125353+0.5657700298831349j),(1487582500+0j)
36,0.0,0.0,0.0,0.0,(0.337397363258913+0.22443839236395313j),(0.4164380970899074+0.8675427329195479j),(1530082000+0j)
37,0.0,0.0,0.0,0.0,(0.39417446740053064+0.27439377127155895j),(0.6161520057572395+0.36430104977370625j),(1572581500+0j)
38,0.0,0.0,0.0,0.0,(0.5509210575235044+0.2281505707170437j),(0.5656545257937465+0.5068060019180124j),(1615081000+0j)
39,0.0,0.0,0.0,0.0,(0.049242440619937544+0.9785660718173692j),(0.2903447402758679+0.19772786774197526j),(1657580500+0j)
40,0.0,0.0,0.0,0.0,(0.080562960898097+0.3946052200055783j),(0.6582437124807933+0.4460810518000713j),(1700080000+0j)
41,0.0,0.0,0.0,0.0,(0.3191576117599081+0.776911743381935j),(0.45280213665927205+0.4452400825509526j),(1742579500+0j)
42,0.0,0.0,0.0,0.0,(0.8829938797084907+0.7731885342613901j),(0.42406229759348024+0.37412425436701446j),(1785079000+0j)
43,0.0,0.0,0.0,0.0,(0.906718634658458+0.947718756454784j),(0.23462468651009072+0.41674202200883426j),(1827578500+0j)
44,0.0,0.0,0.0,0.0,(0.18795636601039467+0.5277806029019674j),(0.7082292289541893+0.6686691686430978j),(1870078000+0j)
45,0.0,0.0,0.0,0.0,(0.17983335805352285+0.9633260784674452j),(0.8297446676992056+0.9545029368775546j),(1912577500+0j)
46,0.0,0.0,0.0,0.0,(0.4766008898258325+0.16143270543776178j),(0.05081888120282374+0.463195805295046j),(1955077000+0j)
47,0.0,0.0,0.0,0.0,(0.7358350168027767+0.5166589171354421j),(0.9763930764418206+0.6902820956650476j),(1997576500+0j)
48,0.0,0.0,0.0,0.0,(0.06543514864175115+0.6805886897451203j),(0.5822437747470052+0.5090371169787689j),(2040076000+0j)
49,0.0,0.0,0.0,0.0,(0.5364993040374456+0.0758573350389593j),(0.4715530045918923+0.9137705033391076j),(2082575500+0j)
50,0.0,0.0,0.0,0.0,(0.33015449504485894+0.6158895214987566j),(0.69407988565962+0.2100096400210818j),(2125075000+0j)
51,0.0,0.0,0.0,0.0,(0.21373757781490033+0.7986542965964211j),(0.27459295431864084+0.13491400797564623j),(2167574500+0j)
52,0.0,0.0,0.0,0.0,(0.20325489910021077+0.8604682955371221j),(0.3669438413699678+0.3541049607435368j),(2210074000+0j)
53,0.0,0.0,0.0,0.0,(0.4093408637668581+0.8015112725340043j),(0.2794642990271248+0.44027475946482597j),(2252573500+0j)
54,0.0,0.0,0.0,0.0,(0.9038811016609289+0.9687064889333094j),(0.28437479479436956+0.08569636646300816j),(2295073000+0j)
55,0.0,0.0,0.0,0.0,(0.5864129424647168+0.8409471655649741j),(0.875174100709664+0.4776740392740946j),(2337572500+0j)
56,0.0,0.0,0.0,0.0,(0.4418705895733568+0.6710986407823046j),(0.8978520611334493+0.351199756861433j),(2380072000+0j)
57,0.0,0.0,0.0,0.0,(0.23816156351215756+0.587314341563043j),(0.8503517364423436+0.5775677696113352j),(2422571500+0j)
58,0.0,0.0,0.0,0.0,(0.21276879683885608+0.5274604203681136j),(0.8384673370308402+0.5746504003478923j),(2465071000+0j)
59,0.0,0.0,0.0,0.0,(0.4553047881053518+0.13212703075644328j),(0.9059943180712617+0.19350386661404184j),(2507570500+0j)
60,0.0,0.0,0.0,0.0,(0.7658391279308058+0.656623038691327j),(0.5728422337145733+0.4721872624723148j),(2550070000+0j)
61,0.0,0.0,0.0,0.0,(0.8404990662782085+0.4742413127041417j),(0.623482008501385+0.6889779523907161j),(2592569500+0j)
62,0.0,0.0,0.0,0.0,(0.4230744049839943+0.31615986550070363j),(0.8566420792751388+0.3687485438574869j),(2635069000+0j)
63,0.0,0.0,0.0,0.0,(0.1318882241967001+0.5089660041290665j),(0.3097489946020491+0.4326202379382015j),(2677568500+0j)
64,0.0,0.0,0.0,0.0,(0.2816570760738+0.7980332334642803j),(0.6591682342166447+0.7766958157198957j),(2720068000+0j)
65,0.0,0.0,0.0,0.0,(0.5336809501626778+0.9993402708750881j),(0.04914008352913901+0.9889453447912254j),(2762567500+0j)
66,0.0,0.0,0.0,0.0,(0.43657769263523116+0.3595407041661034j),(0.5835398409011974+0.3130377500747408j),(2805067000+0j)
67,0.0,0.0,0.0,0.0,(0.8469650292055808+0.5251651642005437j),(0.5354031777823963+0.1532969787015972j),(2847566500+0j)
68,0.0,0.0,0.0,0.0,(0.5920989997318871+0.6185892963598957j),(0.9982699515650453+0.1989796810608052j),(2890066000+0j)
69,0.0,0.0,0.0,0.0,(0.7643535603750653+0.6704803622847217j),(0.7380042486915227+0.7638127847432674j),(2932565500+0j)
70,0.0,0.0,0.0,0.0,(0.25223391801858697+0.9974298572995871j),(0.9423738080137727+0.9376691946901481j),(2975065000+0j)
71,0.0,0.0,0.0,0.0,(0.4016544353093717+0.6692850275516888j),(0.8598288601216052+0.2538598672379221j),(3017564500+0j)
72,0.0,0.0,0.0,0.0,(0.5012308477126894+0.41233402078605996j),(0.21902247475487935+0.9444413651955886j),(3060064000+0j)
73,0.0,0.0,0.0,0.0,(0.013578623888271135+0.7409906964748273j),(0.5961768167128588+0.5449387740619372j),(3102563500+0j)
74,0.0,0.0,0.0,0.0,(0.09834166763078211+0.13193896826756302j),(0.25517048673113607+0.032297864794576414j),(3145063000+0j)
75,0.0,0.0,0.0,0.0,(0.24965792520381702+0.9459145090801055j),(0.7817131380937106+0.1938852650874484j),(3187562500+0j)
76,0.0,0.0,0.0,0.0,(0.47646081397159357+0.9661789551477432j),(0.4106705324490213+0.9550763690919684j),(3230062000+0j)
77,0.0,0.0,0.0,0.0,(0.1119132156746745+0.6061287158331804j),(0.5301012538563418+0.3959687962686751j),(3272561500+0j)
78,0.0,0.0,0.0,0.0,(0.3802580931827926+0.19938608128853885j),(0.7643305364369118+0.13372114110485755j),(3315061000+0j)
79,0.0,0.0,0.0,0.0,(0.005060354247211851+0.5775677593548322j),(0.43992517457016866+0.7790596341967546j),(3357560500+0j)
80,0.0,0.0,0.0,0.0,(0.21646761390611435+0.4896185588464155j),(0.14982287930746307+0.16119048565498328j),(3400060000+0j)
81,0.0,0.0,0.0,0.0,(0.5612862002055637+0.0656651160129269j),(0.7783804140150351+0.24102296541446633j),(3442559500+0j)
82,0.0,0.0,0.0,0.0,(0.006094107070224508+0.03913182736018617j),(0.29710367106329705+0.2430604929641339j),(3485059000+0j)
83,0.0,0.0,0.0,0.0,(0.9107776669940715+0.0914507215257776j),(0.44409976025580056+0.23878659686845682j),(3527558500+0j)
84,0.0,0.0,0.0,0.0,(0.31165905085376455+0.9619735984965859j),(0.13961815254926124+0.5655957237979354j),(3570058000+0j)
85,0.0,0.0,0.0,0.0,(0.11830700903374691+0.783760724559755j),(0.06857327048892903+0.24782311420023184j),(3612557500+0j)
86,0.0,0.0,0.0,0.0,(0.8720236426254284+0.08942591794854671j),(0.21414914778283056+0.7365438938141478j),(3655057000+0j)
87,0.0,0.0,0.0,0.0,(0.924665661417899+0.8501386761742593j),(0.2593067012100426+0.7883742386038851j),(3697556500+0j)
88,0.0,0.0,0.0,0.0,(0.6458218164792308+0.2960536469233873j),(0.6235411050557128+0.9088718730604556j),(3740056000+0j)
89,0.0,0.0,0.0,0.0,(0.8899107506314918+0.740574226783258j),(0.915281062910651+0.8677781633102087j),(3782555500+0j)
90,0.0,0.0,0.0,0.0,(0.7713786210759381+0.607780517199263j),(0.4738420969106698+0.6524984040084253j),(3825055000+0j)
91,0.0,0.0,0.0,0.0,(0.19260884425821656+0.8591776917801583j),(0.5477330992720847+0.71559796945516j),(3867554500+0j)
92,0.0,0.0,0.0,0.0,(0.6828717427587805+0.8390399330449027j),(0.9661747696545198+0.9552141175438005j),(3910054000+0j)
93,0.0,0.0,0.0,0.0,(0.48511935827007746+0.6118288926132083j),(0.8873435313880363+0.27952417931193385j),(3952553500+0j)
94,0.0,0.0,0.0,0.0,(0.6190240407320863+0.7957137908380377j),(0.46252942186962076+0.609453667070792j),(3995053000+0j)
95,0.0,0.0,0.0,0.0,(0.6086674142391888+0.27055032545538904j),(0.9539118049586872+0.5816304068299414j),(4037552500+0j)
96,0.0,0.0,0.0,0.0,(0.8809458645024613+0.1127395711835728j),(0.7846434446173103+0.07178958606169927j),(4080052000+0j)
97,0.0,0.0,0.0,0.0,(0.40402530168274575+0.680156235727129j),(0.06804015596875623+0.8810493549314904j),(4122551500+0j)
98,0.0,0.0,0.0,0.0,(0.4536199348870834+0.21624518323823871j),(0.37333762799265335+0.25042636641524596j),(4165051000+0j)
99,0.0,0.0,0.0,0.0,(0.5079481644707182+0.10522335423965146j),(0.9825864532171985+0.4508446529992992j),(4207550500+0j)
100,0.0,0.0,0.0,0.0,(0.619953277509811+0.04793701520775995j),(0.12389218067664265+0.10280993220425916j),(4250050000+0j)
101,0.0,0.0,0.0,0.0,(0.2331032143171572+0.0068290881515701285j),(0.49808649004739813+0.762905150012891j),(4292549500+0j)
102,0.0,0.0,0.0,0.0,(0.3170021758308893+0.630589272194173j),(0.9204583657970878+0.4694239426725917j),(4335049000+0j)
103,0.0,0.0,0.0,0.0,(0.035992698809679924+0.087035952827904j),(0.16901220206375067+0.936378508080761j),(4377548500+0j)
104,0.0,0.0,0.0,0.0,(0.87137076891916+0.5352927065566242j),(0.15730812272281103+0.6910144520783377j),(4420048000+0j)
105,0.0,0.0,0.0,0.0,(0.799171166462425+0.9490146825289993j),(0.8037620060830328+0.2591471275346625j),(4462547500+0j)
106,0.0,0.0,0.0,0.0,(0.9490230111879867+0.07581689803147817j),(0.43626579797233533+0.5818152683934301j),(4505047000+0j)
107,0.0,0.0,0.0,0.0,(0.6646368312770429+0.3188465270951971j),(0.7428596536233205+0.5367929752135369j),(4547546500+0j)
108,0.0,0.0,0.0,0.0,(0.5251858483954829+0.4572134269868928j),(0.39338264082386654+0.9338437445314418j),(4590046000+0j)
109,0.0,0.0,0.0,0.0,(0.7138443633943871+0.8431043324693089j),(0.8839569305786565+0.19590886746059932j),(4632545500+0j)
110,0.0,0.0,0.0,0.0,(0.8525427193732328+0.5958814723594382j),(0.39131566909116355+0.4150627211174647j),(4675045000+0j)
111,0.0,0.0,0.0,0.0,(0.839910347152049+0.00786406353007163j),(0.4806993607583784+0.8711446190536374j),(4717544500+0j)
112,0.0,0.0,0.0,0.0,(0.7890345817247493+0.5642105429651048j),(0.2109433411084607+0.5945777757536892j),(4760044000+0j)
113,0.0,0.0,0.0,0.0,(0.9362001178092121+0.07414616469906865j),(0.2902776343119553+0.13075328218732696j),(4802543500+0j)
114,0.0,0.0,0.0,0.0,(0.2869692221440775+0.5948899734577088j),(0.6254457512579631+0.1798258662266614j),(4845043000+0j)
115,0.0,0.0,0.0,0.0,(0.7515755360554104+0.42205578378017705j),(0.37673858836496055+0.4737976927085299j),(4887542500+0j)
116,0.0,0.0,0.0,0.0,(0.821754394139786+0.5189442130426059j),(0.30718093119729095+0.7075291236055775j),(4930042000+0j)
117,0.0,0.0,0.0,0.0,(0.44092019752053113+0.31241945270034943j),(0.8338051557776985+0.7389523602030755j),(4972541500+0j)
118,0.0,0.0,0.0,0.0,(0.6850746751318253+0.9321777969660704j),(0.8407821394589083+0.9881119851949626j),(5015041000+0j)
119,0.0,0.0,0.0,0.0,(0.6376178991795648+0.9538430687077851j),(0.27614073186936994+0.23041102068903763j),(5057540500+0j)
120,0.0,0.0,0.0,0.0,(0.9840269890144996+0.47588047042975945j),(0.8007256472521763+0.521685002801391j),(5100040000+0j)
121,0.0,0.0,0.0,0.0,(0.20891846231152267+0.48723127923161014j),(0.8384144466429743+0.6053156983932199j),(5142539500+0j)
122,0.0,0.0,0.0,0.0,(0.41454909924481853+0.19677075497145702j),(0.4950470133516044+0.3695156092904076j),(5185039000+0j)
123,0.0,0.0,0.0,0.0,(0.9005827127909355+0.25305254180521997j),(0.868641469904936+0.043925028080580075j),(5227538500+0j)
124,0.0,0.0,0.0,0.0,(0.2638094608000827+0.9754455650370276j),(0.24147079806017901+0.5650971753524121j),(5270038000+0j)
125,0.0,0.0,0.0,0.0,(0.2500045914529193+0.20948537740153483j),(0.8748664044871242+0.8796583992990065j),(5312537500+0j)
126,0.0,0.0,0.0,0.0,(0.857328550672677+0.3461164017396988j),(0.5943702091881202+0.6866455884067795j),(5355037000+0j)
127,0.0,0.0,0.0,0.0,(0.29548703738411+0.43410871860450007j),(0.21134840973672708+0.5584340126042341j),(5397536500+0j)
128,0.0,0.0,0.0,0.0,(0.5743137312383036+0.3728198694043855j),(0.7536482326568418+0.4078367124084952j),(5440036000+0j)
129,0.0,0.0,0.0,0.0,(0.9238705173196927+0.5099665265176483j),(0.8862440952202717+0.2135330557285131j),(5482535500+0j)
130,0.0,0.0,0.0,0.0,(0.2004535100220859+0.43871472116139754j),(0.913941341575211+0.6851077274067455j),(5525035000+0j)
131,0.0,0.0,0.0,0.0,(0.4514880308841853+0.3031039231433915j),(0.0013386544398433786+0.4553593242762555j),(5567534500+0j)
132,0.0,0.0,0.0,0.0,(0.9680845796390869+0.5191966606759699j),(0.2999661077026261+0.5165475895136021j),(5610034000+0j)
133,0.0,0.0,0.0,0.0,(0.5827875054084034+0.5736955191305492j),(0.5211558536729982+0.23232817710902087j),(5652533500+0j)
134,0.0,0.0,0.0,0.0,(0.2129062550318599+0.44227759239562114j),(0.5450824309376474+0.5056259253794753j),(5695033000+0j)
135,0.0,0.0,0.0,0.0,(0.8821669496443975+0.29706965945310837j),(0.972012023485034+0.1679300525546784j),(5737532500+0j)
136,0.0,0.0,0.0,0.0,(0.14875333808394464+0.9810342243846677j),(0.1373859501312661+0.6319150889161099j),(5780032000+0j)
137,0.0,0.0,0.0,0.0,(0.5479407880870989+0.054777146909513075j),(0.07222147805209733+0.5821378578742498j),(5822531500+0j)
138,0.0,0.0,0.0,0.0,(0.9688794697715751+0.3947372234654284j),(0.4002099849983768+0.06389207308866318j),(5865031000+0j)
139,0.0,0.0,0.0,0.0,(0.05613380562471337+0.6471419953906674j),(0.24539987005084507+0.5511584769394259j),(5907530500+0j)
140,0.0,0.0,0.0,0.0,(0.8024062757986832+0.9287667274945177j),(0.9224105110830637+0.01733076266233735j),(5950030000+0j)
141,0.0,0.0,0.0,0.0,(0.18022910895774757+0.9692867495873385j),(0.4837948771297359+0.7584792822919041j),(5992529500+0j)
142,0.0,0.0,0.0,0.0,(0.40367050842466234+0.1736018846512054j),(0.15804307311869814+0.4130024985383677j),(6035029000+0j)
143,0.0,0.0,0.0,0.0,(0.12225388905267787+0.14671463350121305j),(0.8918028484565537+0.35089601225223543j),(6077528500+0j)
144,0.0,0.0,0.0,0.0,(0.6318784075262254+0.044547909767667315j),(0.2885226290704337+0.6307517452602185j),(6120028000+0j)
145,0.0,0.0,0.0,0.0,(0.6671698804956557+0.06683503013733205j),(0.2990417964185841+0.1371635048144717j),(6162527500+0j)
146,0.0,0.0,0.0,0.0,(0.37634956808549924+0.6985933546402444j),(0.7566017554313683+0.7854336160952741j),(6205027000+0j)
147,0.0,0.0,0.0,0.0,(0.4971864673744938+0.4429603630931943j),(0.3512806575719817+0.004888849833395326j),(6247526500+0j)
148,0.0,0.0,0.0,0.0,(0.897070974154444+0.6557078717747606j),(0.016503478225309176+0.4194206374253503j),(6290026000+0j)
149,0.0,0.0,0.0,0.0,(0.05956749662237426+0.35277336673591364j),(0.11041103431227106+0.49828066648823877j),(6332525500+0j)
150,0.0,0.0,0.0,0.0,(0.5316430947083016+0.19356123718262286j),(0.6530071474269727+0.14108226685522418j),(6375025000+0j)
151,0.0,0.0,0.0,0.0,(0.2720373907494289+0.9389923677124264j),(0.7230479655450792+0.5542542881394287j),(6417524500+0j)
152,0.0,0.0,0.0,0.0,(0.31584511489926426+0.8593101786625793j),(0.38391692792470844+0.7420414747584225j),(6460024000+0j)
153,0.0,0.0,0.0,0.0,(0.4904747744716711+0.833323101614874j),(0.299904131944175+0.4093099907814355j),(6502523500+0j)
154,0.0,0.0,0.0,0.0,(0.10257476278921762+0.32685520058198536j),(0.3292633922075705+0.7567070312234855j),(6545023000+0j)
155,0.0,0.0,0.0,0.0,(0.29414910451986964+0.6360486691667457j),(0.33685770547649696+0.2335914843584146j),(6587522500+0j)
156,0.0,0.0,0.0,0.0,(0.6038042184357031+0.9091752498867485j),(0.8793940483252791+0.7792082946979835j),(6630022000+0j)
157,0.0,0.0,0.0,0.0,(0.4792849869592096+0.24420764449378085j),(0.03619075071074418+0.7795784988413488j),(6672521500+0j)
158,0.0,0.0,0.0,0.0,(0.42645471654048706+0.29563615247810227j),(0.4126599033511702+0.2888533116092341j),(6715021000+0j)
159,0.0,0.0,0.0,0.0,(0.44416883201250057+0.7496121314982858j),(0.11376221888983729+0.5374228736934468j),(6757520500+0j)
160,0.0,0.0,0.0,0.0,(0.27635567668778005+0.584406866786626j),(0.47483718763892213+0.563763699549084j),(6800020000+0j)
161,0.0,0.0,0.0,0.0,(0.5820064925087337+0.34863897181911474j),(0.05554652005113547+0.7768377354581844j),(6842519500+0j)
162,0.0,0.0,0.0,0.0,(0.3143463914120026+0.5446084087398071j),(0.3447590595583524+0.21806394869343648j),(6885019000+0j)
163,0.0,0.0,0.0,0.0,(0.8468476870945211+0.08506832447682677j),(0.8333895424191488+0.36301868361364165j),(6927518500+0j)
164,0.0,0.0,0.0,0.0,(0.45753820531959744+0.3299259133453293j),(0.9142792529563023+0.07005322283994475j),(6970018000+0j)
165,0.0,0.0,0.0,0.0,(0.012546015085573403+0.5996791865276568j),(0.5712680183276836+0.1278097583597334j),(7012517500+0j)
166,0.0,0.0,0.0,0.0,(0.35193296529532136+0.0015782614416305352j),(0.6990217029371507+0.2405987454572781j),(7055017000+0j)
167,0.0,0.0,0.0,0.0,(0.04694757533602978+0.9531170713719183j),(0.7828172885543955+0.3367632167628144j),(7097516500+0j)
168,0.0,0.0,0.0,0.0,(0.6445658831319795+0.009735776776994665j),(0.01997554462429596+0.4677169096757837j),(7140016000+0j)
169,0.0,0.0,0.0,0.0,(0.2946699940207733+0.7925364134885955j),(0.5081163654418474+0.8552859961100971j),(7182515500+0j)
170,0.0,0.0,0.0,0.0,(0.5471864560400348+0.5356684376689179j),(0.4336868509074824+0.4110025626622288j),(7225015000+0j)
171,0.0,0.0,0.0,0.0,(0.412899445631726+0.0813317097502857j),(0.17354031802881498+0.97226321422515j),(7267514500+0j)
172,0.0,0.0,0.0,0.0,(0.13894116340461338+0.5328611337877328j),(0.6952690389638043+0.8250570400962798j),(7310014000+0j)
173,0.0,0.0,0.0,0.0,(0.8538231728647072+0.7465187525589639j),(0.41212652094454094+0.508373685201796j),(7352513500+0j)
174,0.0,0.0,0.0,0.0,(0.8376506888589633+0.9620941087397166j),(0.8876549649932423+0.8324048882303794j),(7395013000+0j)
175,0.0,0.0,0.0,0.0,(0.8210203087992418+0.33096950764154454j),(0.6424673934559959+0.22963703519309486j),(7437512500+0j)
176,0.0,0.0,0.0,0.0,(0.5563244435933102+0.6520338232574027j),(0.17964737552762333+0.409427069226315j),(7480012000+0j)
177,0.0,0.0,0.0,0.0,(0.7710753656717614+0.15595148939915215j),(0.059293557660831+0.017551609624819386j),(7522511500+0j)
178,0.0,0.0,0.0,0.0,(0.8478080348255947+0.6406083278114297j),(0.8419985919430213+0.7513558929795815j),(7565011000+0j)
179,0.0,0.0,0.0,0.0,(0.7035668384377279+0.07356263303276112j),(0.16282236809934747+0.7619457601353421j),(7607510500+0j)
180,0.0,0.0,0.0,0.0,(0.5242957715894966+0.8105847920393492j),(0.1391305023846925+0.13673913032371787j),(7650010000+0j)
181,0.0,0.0,0.0,0.0,(0.17045618582063826+0.23146025454860908j),(0.15703478891736822+0.16769548928041034j),(7692509500+0j)
182,0.0,0.0,0.0,0.0,(0.40172372176021687+0.6661030279757415j),(0.7693113865211996+0.43607770750460806j),(7735009000+0j)
183,0.0,0.0,0.0,0.0,(0.9809805355185612+0.39238662902904475j),(0.678762050839168+0.3148307831744658j),(7777508500+0j)
184,0.0,0.0,0.0,0.0,(0.14319908359443978+0.3625122505815932j),(0.07202739396303282+0.79276991520388j),(7820008000+0j)
185,0.0,0.0,0.0,0.0,(0.2964384520255009+0.9412453061840746j),(0.8333268911192498+0.09950809216522838j),(7862507500+0j)
186,0.0,0.0,0.0,0.0,(0.772120723042426+0.6509147046874215j),(0.07465213617070587+0.21089412994239298j),(7905007000+0j)
187,0.0,0.0,0.0,0.0,(0.2819528902678067+0.5501599803427127j),(0.5256807485913746+0.5698374217853303j),(7947506500+0j)
188,0.0,0.0,0.0,0.0,(0.6027638372640772+0.6249283411218829j),(0.7125965859990752+0.06238004475403702j),(7990006000+0j)
189,0.0,0.0,0.0,0.0,(0.4227534586939681+0.15469755189945145j),(0.058209665970407+0.6093828388882325j),(8032505500+0j)
190,0.0,0.0,0.0,0.0,(0.9283294325380322+0.7909139322617306j),(0.20185585147467544+0.33147232311958263j),(8075005000+0j)
191,0.0,0.0,0.0,0.0,(0.38570995496070803+0.37343065327242064j),(0.49961683546975444+0.48130846352729517j),(8117504500+0j)
192,0.0,0.0,0.0,0.0,(0.7840913355854274+0.23333017722335592j),(0.6667957212266683+0.4512878930281188j),(8160004000+0j)
193,0.0,0.0,0.0,0.0,(0.5406332965224+0.014309069410999409j),(0.48627782073641+0.26003824593614944j),(8202503500+0j)
194,0.0,0.0,0.0,0.0,(0.16936769221136894+0.884659944913654j),(0.6631555029924472+0.9422402757248571j),(8245003000+0j)
195,0.0,0.0,0.0,0.0,(0.5619205405801826+0.46348921361998197j),(0.4560906012425663+0.167088278957088j),(8287502500+0j)
196,0.0,0.0,0.0,0.0,(0.3480374622355975+0.4002281021495193j),(0.8605597083335409+0.7152362032884109j),(8330002000+0j)
197,0.0,0.0,0.0,0.0,(0.3445298705863459+0.16618954214478288j),(0.4501611404560312+0.9853604603132691j),(8372501500+0j)
198,0.0,0.0,0.0,0.0,(0.6992892792600623+0.6668892489378153j),(0.6899690531766398+0.39827247254941167j),(8415001000+0j)
199,0.0,0.0,0.0,0.0,(0.4435364562176093+0.688318986104948j),(0.4289259231513055+0.5831961905539657j),(8457500500+0j)
200,0.0,0.0,0.0,0.0,(0.5223383740045451+0.7548250163433753j),(0.034216256860598704+0.15777489173688986j),(8500000000+0j)
201,1000.0,0.0,0.0,0.0,(0.46932246526988475+0.18213776400615522j),(0.29210686509562134+0.9832235056206536j),(100000+0j)
202,1000.0,0.0,0.0,0.0,(0.5231078838004648+0.0009928978227421448j),(0.5446060609220214+0.004770349163298548j),(42599500+0j)
203,1000.0,0.0,0.0,0.0,(0.7497977710103073+0.7870907221267724j),(0.5843713407245706+0.41678630299843766j),(85099000+0j)
204,1000.0,0.0,0.0,0.0,(0.3084769715381407+0.0629148834963108j),(0.07026677333682096+0.8947581865912047j),(127598500+0j)
205,1000.0,0.0,0.0,0.0,(0.08065320444073587+0.6289283531551381j),(0.9499551365710346+0.8631678670673111j),(170098000+0j)
