# freq,S11
 (4.423308538595707162e-01+7.159605983907246785e-02j), (2.677568500000000000e+09+0.000000000000000000e+00j)
 (6.044167777696428656e-01+9.099631465192539181e-01j), (2.720068000000000000e+09+0.000000000000000000e+00j)
 (3.533837351263996451e-01+4.556583631916201194e-01j), (2.762567500000000000e+09+0.000000000000000000e+00j)
 (8.946836474015569252e-01+1.503843663803906550e-01j), (2.805067000000000000e+09+0.000000000000000000e+00j)
 (9.347945775371990784e-01+8.994280359836673844e-01j), (2.847566500000000000e+09+0.000000000000000000e+00j)
 (1.659508501776255640e-01+2.533913686034808821e-01j), (2.890066000000000000e+09+0.000000000000000000e+00j)
 (7.614360919753868640e-01+9.476121267257275882e-03j), (2.932565500000000000e+09+0.000000000000000000e+00j)
 (6.036979802443067644e-01+6.900159592109225137e-01j), (2.975065000000000000e+09+0.000000000000000000e+00j)
 (5.751569191658557623e-01+6.525385780620031051e-01j), (3.017564500000000000e+09+0.000000000000000000e+00j)
 (2.945799183673194488e-01+5.068757356748687659e-01j), (3.060064000000000000e+09+0.000000000000000000e+00j)
 (9.504243545938757531e-01+2.387344405921743018e-02j), (3.102563500000000000e+09+0.000000000000000000e+00j)
 (8.540670863943506941e-01+8.352408565767138748e-01j), (3.145063000000000000e+09+0.000000000000000000e+00j)
 (5.637497452952462407e-01+4.949280718735304951e-02j), (3.187562500000000000e+09+0.000000000000000000e+00j)
 (4.315391117189003589e-01+8.264973961276254055e-01j), (3.230062000000000000e+09+0.000000000000000000e+00j)
 (4.910164297448228465e-01+2.938328642027555615e-01j), (3.272561500000000000e+09+0.000000000000000000e+00j)
 (9.646355057456629245e-01+3.420646635615695041e-01j), (3.315061000000000000e+09+0.000000000000000000e+00j)
 (7.855820010640623963e-01+2.474290734866427810e-01j), (3.357560500000000000e+09+0.000000000000000000e+00j)
 (1.091537539084853625e-01+4.228735522130999680e-02j), (3.400060000000000000e+09+0.000000000000000000e+00j)
 (8.271551531690976011e-01+1.168528714110989020e-01j), (3.442559500000000000e+09+0.000000000000000000e+00j)
 (8.265375158045766835e-01+9.935693321967797864e-01j), (3.485059000000000000e+09+0.000000000000000000e+00j)
 (4.546659329723466980e-01+4.233355965199585569e-01j), (3.527558500000000000e+09+0.000000000000000000e+00j)
 (2.320935085166386802e-01+8.674194227001347235e-01j), (3.570058000000000000e+09+0.000000000000000000e+00j)
 (5.528908420213141106e-02+2.446748247909309448e-01j), (3.612557500000000000e+09+0.000000000000000000e+00j)
 (5.630144072637416341e-01+1.396901454390884201e-01j), (3.655057000000000000e+09+0.000000000000000000e+00j)
 (9.278888526452554464e-01+3.070710583113179792e-01j), (3.697556500000000000e+09+0.000000000000000000e+00j)
 (7.306826806223716275e-01+4.409496303644186987e-01j), (3.740056000000000000e+09+0.000000000000000000e+00j)
 (9.635337400515455730e-01+2.504518920756182432e-01j), (3.782555500000000000e+09+0.000000000000000000e+00j)
 (9.035217816485543452e-01+8.850844406517722751e-01j), (3.825055000000000000e+09+0.000000000000000000e+00j)
 (3.450067983535147764e-01+8.604112669218300091e-01j), (3.867554500000000000e+09+0.000000000000000000e+00j)
 (4.881686729526009128e-01+3.366371450974559032e-01j), (3.910054000000000000e+09+0.000000000000000000e+00j)
 (9.407449987582575668e-01+1.039908827772387800e-01j), (3.952553500000000000e+09+0.000000000000000000e+00j)
 (5.991117223811754933e-01+1.500555736092226145e-01j), (3.995053000000000000e+09+0.000000000000000000e+00j)
 (6.256969011400401737e-01+5.841506987132426554e-01j), (4.037552500000000000e+09+0.000000000000000000e+00j)
 (4.828585542811054676e-01+2.114735310845765603e-01j), (4.080052000000000000e+09+0.000000000000000000e+00j)
 (3.776016610826015141e-01+8.816501273159277341e-01j), (4.122551500000000000e+09+0.000000000000000000e+00j)
 (9.626322828924007702e-01+9.413397844257188618e-01j), (4.165051000000000000e+09+0.000000000000000000e+00j)
 (9.737217609894244230e-02+2.726739856801190243e-01j), (4.207550500000000000e+09+0.000000000000000000e+00j)
 (1.385264411683193586e-01+7.441963768148807112e-02j), (4.250050000000000000e+09+0.000000000000000000e+00j)
 (4.328744513804994032e-02+2.155326147239789991e-01j), (4.292549500000000000e+09+0.000000000000000000e+00j)
 (6.477810117972404580e-02+1.235481333308998675e-01j), (4.335049000000000000e+09+0.000000000000000000e+00j)
 (7.528963590033140862e-01+7.064756420559854533e-01j), (4.377548500000000000e+09+0.000000000000000000e+00j)
 (4.486461157288221813e-01+8.097158780799467159e-01j), (4.420048000000000000e+09+0.000000000000000000e+00j)
 (1.024332104772188723e-01+6.230586709007557289e-01j), (4.462547500000000000e+09+0.000000000000000000e+00j)
 (7.902510157472223407e-01+9.555992302818885342e-01j), (4.505047000000000000e+09+0.000000000000000000e+00j)
 (6.848882592124821977e-01+6.376951443325241664e-01j), (4.547546500000000000e+09+0.000000000000000000e+00j)
 (3.556665816994661888e-01+2.947256650768944608e-01j), (4.590046000000000000e+09+0.000000000000000000e+00j)
 (7.521380679044175066e-01+2.262646492176867419e-02j), (4.632545500000000000e+09+0.000000000000000000e+00j)
 (3.208709234900685159e-01+4.412700869390568936e-01j), (4.675045000000000000e+09+0.000000000000000000e+00j)
 (6.585837237455268722e-01+3.115399112358356870e-01j), (4.717544500000000000e+09+0.000000000000000000e+00j)
 (9.907780596910210624e-01+5.290936259588074897e-01j), (4.760044000000000000e+09+0.000000000000000000e+00j)
 (6.568023714448854022e-01+7.526265584549050036e-01j), (4.802543500000000000e+09+0.000000000000000000e+00j)
 (9.925707196250543873e-02+4.974043138680380727e-01j), (4.845043000000000000e+09+0.000000000000000000e+00j)
 (9.496353949981052311e-01+2.260571808614442180e-02j), (4.887542500000000000e+09+0.000000000000000000e+00j)
 (1.150164534718696174e-01+2.830386639936421922e-01j), (4.930042000000000000e+09+0.000000000000000000e+00j)
 (8.347641101081283432e-01+6.929819537839735366e-01j), (4.972541500000000000e+09+0.000000000000000000e+00j)
 (7.987593076518783031e-01+7.558109444192270265e-01j), (5.015041000000000000e+09+0.000000000000000000e+00j)
 (4.916788813947603476e-02+7.624847162225482089e-01j), (5.057540500000000000e+09+0.000000000000000000e+00j)
 (8.110898677234082976e-01+6.742646331027668527e-02j), (5.100040000000000000e+09+0.000000000000000000e+00j)
 (9.448167593428958844e-01+3.514393746516560890e-01j), (5.142539500000000000e+09+0.000000000000000000e+00j)
 (3.899239630418550595e-01+8.062513786542373495e-01j), (5.185039000000000000e+09+0.000000000000000000e+00j)
 (8.103369352608272846e-01+4.123225514608449549e-01j), (5.227538500000000000e+09+0.000000000000000000e+00j)
 (7.607252271604019178e-01+4.828966016347457924e-01j), (5.270038000000000000e+09+0.000000000000000000e+00j)
 (1.852364624684499361e-02+5.667614023712254090e-01j), (5.312537500000000000e+09+0.000000000000000000e+00j)
 (1.616253088198389420e-01+7.665129078679262520e-01j), (5.355037000000000000e+09+0.000000000000000000e+00j)
 (9.601774560209558329e-01+4.339761241595312402e-01j), (5.397536500000000000e+09+0.000000000000000000e+00j)
 (7.567523898295455131e-01+1.054862194641432716e-01j), (5.440036000000000000e+09+0.000000000000000000e+00j)
 (2.917649013026211158e-01+7.698337400391239704e-01j), (5.482535500000000000e+09+0.000000000000000000e+00j)
 (5.283948939079159413e-01+6.040556938042105362e-01j), (5.525035000000000000e+09+0.000000000000000000e+00j)
 (2.022829015031821775e-01+1.540781622535175588e-01j), (5.567534500000000000e+09+0.000000000000000000e+00j)
 (5.389414053748627920e-01+6.058294589493712357e-01j), (5.610034000000000000e+09+0.000000000000000000e+00j)
 (6.490902808587117878e-01+4.763942403764945821e-01j), (5.652533500000000000e+09+0.000000000000000000e+00j)
 (3.572294283562207351e-01+1.185610092670387195e-01j), (5.695033000000000000e+09+0.000000000000000000e+00j)
 (9.584219994555125410e-01+6.074924458536169469e-01j), (5.737532500000000000e+09+0.000000000000000000e+00j)
 (5.884436865757727286e-01+5.078591740498826779e-01j), (5.780032000000000000e+09+0.000000000000000000e+00j)
 (4.074175165174321878e-01+2.707442381521818486e-02j), (5.822531500000000000e+09+0.000000000000000000e+00j)
 (8.699788964462549234e-01+4.364266302671128139e-01j), (5.865031000000000000e+09+0.000000000000000000e+00j)
 (9.557899802574294501e-01+9.385729919398967391e-01j), (5.907530500000000000e+09+0.000000000000000000e+00j)
 (1.951664132707514598e-01+9.469018692768661483e-01j), (5.950030000000000000e+09+0.000000000000000000e+00j)
 (4.972483821714853702e-01+3.769921122050051698e-01j), (5.992529500000000000e+09+0.000000000000000000e+00j)
 (2.159279259626982750e-01+5.036975662774711981e-02j), (6.035029000000000000e+09+0.000000000000000000e+00j)
 (9.339415390171166287e-01+5.168234288436921453e-01j), (6.077528500000000000e+09+0.000000000000000000e+00j)
 (5.532783188448197054e-01+1.477184143544809647e-01j), (6.120028000000000000e+09+0.000000000000000000e+00j)
 (7.895005732294966272e-01+5.968917951114338649e-02j), (6.162527500000000000e+09+0.000000000000000000e+00j)
 (1.914424203694222726e-01+4.321255597902181611e-01j), (6.205027000000000000e+09+0.000000000000000000e+00j)
 (6.145105922623630423e-01+8.540658269370072775e-01j), (6.247526500000000000e+09+0.000000000000000000e+00j)
 (4.996103644845160119e-01+6.308764157748586454e-01j), (6.290026000000000000e+09+0.000000000000000000e+00j)
 (4.657424758524467689e-01+2.658846616124642681e-01j), (6.332525500000000000e+09+0.000000000000000000e+00j)
 (4.899202259838940643e-01+1.635225793250943971e-01j), (6.375025000000000000e+09+0.000000000000000000e+00j)
 (8.971836536402375550e-01+8.049821044299356743e-01j), (6.417524500000000000e+09+0.000000000000000000e+00j)
 (3.918908579548116000e-01+9.283958626263180136e-01j), (6.460024000000000000e+09+0.000000000000000000e+00j)
 (3.123207933155984772e-01+1.214304466601018317e-01j), (6.502523500000000000e+09+0.000000000000000000e+00j)
 (3.443885751450714849e-03+2.675376421881231481e-01j), (6.545023000000000000e+09+0.000000000000000000e+00j)
 (5.391644340072885289e-01+4.450508950821083776e-01j), (6.587522500000000000e+09+0.000000000000000000e+00j)
 (2.788627624035230346e-01+4.440380155078701430e-01j), (6.630022000000000000e+09+0.000000000000000000e+00j)
 (9.728355946985479674e-01+4.524663004686289014e-01j), (6.672521500000000000e+09+0.000000000000000000e+00j)
 (6.015114398730184719e-01+9.570638727734507301e-01j), (6.715021000000000000e+09+0.000000000000000000e+00j)
 (9.592223925525404926e-01+7.969176521943541758e-01j), (6.757520500000000000e+09+0.000000000000000000e+00j)
 (6.877410071573337724e-01+4.330249529076118931e-01j), (6.800020000000000000e+09+0.000000000000000000e+00j)
 (9.143122844558631002e-01+1.834058752559662997e-01j), (6.842519500000000000e+09+0.000000000000000000e+00j)
 (6.461994076093885431e-01+4.634800053748736604e-01j), (6.885019000000000000e+09+0.000000000000000000e+00j)
 (1.046403543612474119e-01+9.733593261687222276e-01j), (6.927518500000000000e+09+0.000000000000000000e+00j)
 (9.411941161267700640e-02+3.719590755093449275e-02j), (6.970018000000000000e+09+0.000000000000000000e+00j)
 (8.607095374562097057e-01+8.515855421458019547e-01j), (7.012517500000000000e+09+0.000000000000000000e+00j)
 (1.822957953537029940e-01+4.079638154211259193e-01j), (7.055017000000000000e+09+0.000000000000000000e+00j)
 (9.996828684349655658e-01+2.603564629168158007e-01j), (7.097516500000000000e+09+0.000000000000000000e+00j)
 (1.232681159252815295e-01+7.726440232730806823e-01j), (7.140016000000000000e+09+0.000000000000000000e+00j)
 (8.453900763981014865e-01+5.899899343668244533e-01j), (7.182515500000000000e+09+0.000000000000000000e+00j)
 (6.066898422009003866e-01+2.396447727129807914e-01j), (7.225015000000000000e+09+0.000000000000000000e+00j)
 (2.906344985621546195e-01+1.432472217030219541e-01j), (7.267514500000000000e+09+0.000000000000000000e+00j)
 (8.560323842566441854e-02+7.910638492262127563e-01j), (7.310014000000000000e+09+0.000000000000000000e+00j)
 (8.103554418812253246e-01+6.847412702801413120e-01j), (7.352513500000000000e+09+0.000000000000000000e+00j)
 (9.644571360571149166e-01+2.569365432577667141e-01j), (7.395013000000000000e+09+0.000000000000000000e+00j)
 (2.009012124726804460e-01+6.932752227361467234e-01j), (7.437512500000000000e+09+0.000000000000000000e+00j)
 (1.248869070313760599e-01+1.090360824461727995e-01j), (7.480012000000000000e+09+0.000000000000000000e+00j)
 (1.557045295532651918e-01+9.613398488497257866e-01j), (7.522511500000000000e+09+0.000000000000000000e+00j)
 (4.939907363037545629e-01+7.951875522645142080e-01j), (7.565011000000000000e+09+0.000000000000000000e+00j)
 (3.584360012700438247e-02+5.303407919812354043e-01j), (7.607510500000000000e+09+0.000000000000000000e+00j)
 (9.174216497050401431e-01+3.361381085814617586e-01j), (7.650010000000000000e+09+0.000000000000000000e+00j)
 (8.927690271560992930e-01+9.143125878184225064e-01j), (7.692509500000000000e+09+0.000000000000000000e+00j)
 (5.994451582393699463e-01+7.609947028148671411e-01j), (7.735009000000000000e+09+0.000000000000000000e+00j)
 (7.523181586732471393e-01+5.720166966279552900e-01j), (7.777508500000000000e+09+0.000000000000000000e+00j)
 (5.578410220347624904e-01+1.558961132868423860e-01j), (7.820008000000000000e+09+0.000000000000000000e+00j)
 (1.457530984035675381e-01+1.865112142640068527e-01j), (7.862507500000000000e+09+0.000000000000000000e+00j)
 (9.441449744190668625e-01+2.205425958354346738e-01j), (7.905007000000000000e+09+0.000000000000000000e+00j)
 (6.641271078354278323e-01+5.946005733531700699e-01j), (7.947506500000000000e+09+0.000000000000000000e+00j)
 (1.876205791561709191e-01+5.802183809189298547e-02j), (7.990006000000000000e+09+0.000000000000000000e+00j)
 (2.834988937273782428e-01+3.100975079125656286e-02j), (8.032505500000000000e+09+0.000000000000000000e+00j)
 (2.753236998993666695e-01+5.354947184485614464e-01j), (8.075005000000000000e+09+0.000000000000000000e+00j)
 (9.069763922340938755e-01+8.141047883763674609e-01j), (8.117504500000000000e+09+0.000000000000000000e+00j)
 (8.566767296929941322e-01+8.275672526945653251e-01j), (8.160004000000000000e+09+0.000000000000000000e+00j)
 (8.768370066585629008e-01+7.047616557519746916e-01j), (8.202503500000000000e+09+0.000000000000000000e+00j)
 (1.867249075658203861e-01+7.676836920179297419e-01j), (8.245003000000000000e+09+0.000000000000000000e+00j)
 (9.495826717234532310e-01+7.359632926763279848e-01j), (8.287502500000000000e+09+0.000000000000000000e+00j)
 (7.571789032992306545e-01+7.145984372525975292e-01j), (8.330002000000000000e+09+0.000000000000000000e+00j)
 (7.827940756720279669e-01+2.755343962911660505e-03j), (8.372501500000000000e+09+0.000000000000000000e+00j)
 (4.558576066239461433e-01+6.634465115808491076e-01j), (8.415001000000000000e+09+0.000000000000000000e+00j)
 (3.983967411399590430e-01+4.830949764445221506e-01j), (8.457500500000000000e+09+0.000000000000000000e+00j)
 (8.856296768358499216e-01+6.839389861877127608e-01j), (8.500000000000000000e+09+0.000000000000000000e+00j)
 (3.837438835249022961e-01+7.554035563955162624e-01j), (1.000000000000000000e+05+0.000000000000000000e+00j)
 (1.502561483610193038e-01+8.681369919013084413e-01j), (4.259950000000000000e+07+0.000000000000000000e+00j)
 (7.755749798390525473e-01+6.198400968337405281e-01j), (8.509900000000000000e+07+0.000000000000000000e+00j)
 (1.853547974389735398e-02+1.254749872616692796e-01j), (1.275985000000000000e+08+0.000000000000000000e+00j)
 (9.598688500865308892e-01+9.156933769428177161e-02j), (1.700980000000000000e+08+0.000000000000000000e+00j)
 (7.586776051935488763e-01+7.528009881011228366e-01j), (2.125975000000000000e+08+0.000000000000000000e+00j)
 (4.890424051160733310e-01+7.278061083400020337e-01j), (2.550970000000000000e+08+0.000000000000000000e+00j)
 (1.124576260032972286e-01+1.478291317821084361e-01j), (2.975965000000000000e+08+0.000000000000000000e+00j)
 (6.129327823615160487e-01+3.384403464198751932e-01j), (3.400960000000000000e+08+0.000000000000000000e+00j)
 (5.199154123235976144e-01+4.889428127502337684e-01j), (3.825955000000000000e+08+0.000000000000000000e+00j)
 (3.894731949193369624e-01+5.763191451927964781e-01j), (4.250950000000000000e+08+0.000000000000000000e+00j)
 (9.415017135409794458e-01+1.225701630620978921e-01j), (4.675945000000000000e+08+0.000000000000000000e+00j)
 (1.063988064271609302e-01+8.655548718981622702e-01j), (5.100940000000000000e+08+0.000000000000000000e+00j)
 (4.929805769702433338e-02+7.570639443076236930e-01j), (5.525935000000000000e+08+0.000000000000000000e+00j)
 (5.208003966058207812e-01+7.974435513900467454e-01j), (5.950930000000000000e+08+0.000000000000000000e+00j)
 (4.824958239146112104e-01+2.092518962976922525e-01j), (6.375925000000000000e+08+0.000000000000000000e+00j)
 (2.126687233466404425e-01+6.516496898633943324e-01j), (6.800920000000000000e+08+0.000000000000000000e+00j)
 (8.910009456771931236e-01+5.588460735056847151e-01j), (7.225915000000000000e+08+0.000000000000000000e+00j)
 (1.167482676192782565e-01+9.528291026307574851e-01j), (7.650910000000000000e+08+0.000000000000000000e+00j)
 (5.669145362138184874e-01+2.729719529506303699e-01j), (8.075905000000000000e+08+0.000000000000000000e+00j)
 (3.178721405447637594e-02+5.631230593821059394e-01j), (8.500900000000000000e+08+0.000000000000000000e+00j)
 (6.872977919428948645e-01+6.422266440791818409e-01j), (8.925895000000000000e+08+0.000000000000000000e+00j)
 (5.130546480419932998e-01+1.369145876332703571e-01j), (9.350890000000000000e+08+0.000000000000000000e+00j)
 (9.776767057858534171e-01+1.665466666143473606e-01j), (9.775885000000000000e+08+0.000000000000000000e+00j)
 (6.974199598196483274e-01+5.016588712262173289e-01j), (1.020088000000000000e+09+0.000000000000000000e+00j)
 (6.610582841829197864e-01+9.225624570624567644e-01j), (1.062587500000000000e+09+0.000000000000000000e+00j)
 (3.667745456606021914e-01+4.231124169381875744e-01j), (1.105087000000000000e+09+0.000000000000000000e+00j)
 (3.641545263288646916e-01+7.765007759372002383e-01j), (1.147586500000000000e+09+0.000000000000000000e+00j)
 (6.626526939549690631e-01+7.090096394111707889e-01j), (1.190086000000000000e+09+0.000000000000000000e+00j)
 (6.582573980145220993e-01+8.611830002625419089e-01j), (1.232585500000000000e+09+0.000000000000000000e+00j)
 (6.419508677241823058e-01+1.817535453392967737e-01j), (1.275085000000000000e+09+0.000000000000000000e+00j)
 (3.909483419658432712e-02+9.964708461396275530e-01j), (1.317584500000000000e+09+0.000000000000000000e+00j)
 (3.191878264104971441e-01+4.630061176891624442e-01j), (1.360084000000000000e+09+0.000000000000000000e+00j)
 (5.937374314013088572e-01+3.218198736512022373e-01j), (1.402583500000000000e+09+0.000000000000000000e+00j)
 (5.333371224994064574e-01+6.749502039398873610e-01j), (1.445083000000000000e+09+0.000000000000000000e+00j)
 (1.923648781967012278e-01+3.967358189948156921e-01j), (1.487582500000000000e+09+0.000000000000000000e+00j)
 (6.101406166654584906e-01+6.505755912168148525e-01j), (1.530082000000000000e+09+0.000000000000000000e+00j)
 (5.718875991418876925e-01+1.827107413661515078e-01j), (1.572581500000000000e+09+0.000000000000000000e+00j)
 (2.315970125704865934e-01+9.907089243718173455e-01j), (1.615081000000000000e+09+0.000000000000000000e+00j)
 (1.915324051875232358e-01+2.637855577007980346e-01j), (1.657580500000000000e+09+0.000000000000000000e+00j)
 (5.089351189675141995e-01+6.836477256117942103e-01j), (1.700080000000000000e+09+0.000000000000000000e+00j)
 (1.753660504182211755e-01+2.100100076822619677e-02j), (1.742579500000000000e+09+0.000000000000000000e+00j)
 (4.177415287290138224e-01+5.958876983541744332e-01j), (1.785079000000000000e+09+0.000000000000000000e+00j)
 (7.640343125934425661e-01+7.141027230052106045e-01j), (1.827578500000000000e+09+0.000000000000000000e+00j)
 (5.514246671691063195e-01+5.244320872085304064e-01j), (1.870078000000000000e+09+0.000000000000000000e+00j)
 (8.044004708563864403e-01+7.411224733589880653e-01j), (1.912577500000000000e+09+0.000000000000000000e+00j)
 (3.999232273124336823e-01+9.678948079584288600e-01j), (1.955077000000000000e+09+0.000000000000000000e+00j)
 (9.616802645747274392e-01+1.247588090198714639e-01j), (1.997576500000000000e+09+0.000000000000000000e+00j)
 (9.184203816200652293e-01+7.102384809928788956e-01j), (2.040076000000000000e+09+0.000000000000000000e+00j)
 (2.900680640049988490e-01+3.473032241783852170e-01j), (2.082575500000000000e+09+0.000000000000000000e+00j)
 (4.478202536450470728e-01+9.272442153171290835e-01j), (2.125075000000000000e+09+0.000000000000000000e+00j)
 (5.753278364889170549e-01+5.371044735356318434e-01j), (2.167574500000000000e+09+0.000000000000000000e+00j)
 (7.367200425320284962e-01+9.644719840788236187e-01j), (2.210074000000000000e+09+0.000000000000000000e+00j)
 (7.396093994861203669e-01+7.359038618846180935e-01j), (2.252573500000000000e+09+0.000000000000000000e+00j)
 (9.232513050522057618e-01+6.756514306517003021e-01j), (2.295073000000000000e+09+0.000000000000000000e+00j)
 (5.448230590833967879e-01+6.537811037500895761e-01j), (2.337572500000000000e+09+0.000000000000000000e+00j)
 (7.372140177295445351e-01+6.627818284748079325e-01j), (2.380072000000000000e+09+0.000000000000000000e+00j)
 (1.768092690989523375e-01+2.384727342562371621e-01j), (2.422571500000000000e+09+0.000000000000000000e+00j)
