# freq,S11,S22
 (3.364920655322414245e-01+1.905045319758534861e-01j), (3.090897277125275178e-01+6.087916892331524110e-02j), (1.000000000000000000e+05+0.000000000000000000e+00j)
 (5.389757364428282571e-02+3.139146848875876694e-01j), (2.943431976841225373e-01+1.690054061405857899e-01j), (1.147586500000000000e+09+0.000000000000000000e+00j)
 (6.092281969331533320e-01+5.279199332039995474e-01j), (4.117529147862730721e-02+6.698054255402391410e-01j), (1.190086000000000000e+09+0.000000000000000000e+00j)
 (3.381019825233289033e-01+1.998353127096622606e-01j), (5.194682662122891426e-01+4.079939496221738349e-01j), (1.232585500000000000e+09+0.000000000000000000e+00j)
 (4.423684675595956906e-01+5.013547869531536083e-01j), (2.444229753783428993e-01+2.371976446714020303e-01j), (1.275085000000000000e+09+0.000000000000000000e+00j)
 (8.265760948011257048e-01+6.226382545984945338e-01j), (2.740999815294183906e-01+8.090717291359049712e-01j), (1.317584500000000000e+09+0.000000000000000000e+00j)
 (3.402121499841037622e-02+7.825103191067838138e-01j), (9.200667508366855429e-02+3.563653596462842410e-01j), (1.360084000000000000e+09+0.000000000000000000e+00j)
 (3.198653154087597317e-01+4.823511460993108457e-01j), (9.460470408984624768e-01+3.229119837636234003e-01j), (1.402583500000000000e+09+0.000000000000000000e+00j)
 (8.438483441997882695e-01+7.357787772613436639e-01j), (5.647687529357520164e-01+7.881486737070930726e-02j), (1.445083000000000000e+09+0.000000000000000000e+00j)
 (3.944875167170718289e-01+2.971052691424058700e-01j), (4.235546933993225016e-01+1.396872289598959371e-01j), (1.487582500000000000e+09+0.000000000000000000e+00j)
 (4.004894188158640844e-01+5.423659542023397950e-01j), (2.538294127712956705e-01+7.981076641756689183e-01j), (1.530082000000000000e+09+0.000000000000000000e+00j)
 (6.732673967888043176e-01+9.855548465108464606e-01j), (2.667807636031964691e-01+9.259731312961779759e-01j), (1.572581500000000000e+09+0.000000000000000000e+00j)
 (3.719898546619350155e-01+4.911005215081732933e-01j), (4.087855401351914164e-02+4.076911985685638395e-02j), (1.615081000000000000e+09+0.000000000000000000e+00j)
 (7.902916154019943296e-01+9.163509291127825973e-01j), (6.369279399650746853e-01+3.155481218689145662e-01j), (1.657580500000000000e+09+0.000000000000000000e+00j)
 (3.210611602498381068e-02+1.084183987359806922e-01j), (5.343862516903795656e-01+3.048472994501795208e-01j), (1.700080000000000000e+09+0.000000000000000000e+00j)
 (5.952336788058597561e-01+7.621855953023123353e-01j), (3.963500583476112782e-01+6.293515182707025701e-01j), (1.742579500000000000e+09+0.000000000000000000e+00j)
 (2.909179516408705313e-01+7.425451446223647611e-01j), (5.344295348145774449e-01+6.514309255384380659e-01j), (1.785079000000000000e+09+0.000000000000000000e+00j)
 (5.383049604135720090e-01+9.476729914898817109e-01j), (3.172822762678448871e-01+6.740912078529789353e-01j), (1.827578500000000000e+09+0.000000000000000000e+00j)
 (1.553358803350486372e-01+4.543364623074807040e-01j), (1.204469067896258849e-01+7.671022081322642627e-02j), (1.870078000000000000e+09+0.000000000000000000e+00j)
 (1.992132081993727155e-01+4.647377124782308133e-01j), (7.498004187192571779e-01+5.861673200177760501e-01j), (1.912577500000000000e+09+0.000000000000000000e+00j)
 (5.762879789310081380e-01+9.588279327622906134e-01j), (8.644465521129198748e-01+2.522700902415517810e-01j), (1.955077000000000000e+09+0.000000000000000000e+00j)
 (1.920557388268097077e-01+4.497374073107629489e-02j), (1.327105535614750975e-01+2.673570465346011282e-01j), (1.997576500000000000e+09+0.000000000000000000e+00j)
 (1.418759402301439376e-02+3.104767114971127562e-01j), (2.355469988522651548e-01+4.880053998385636138e-02j), (2.040076000000000000e+09+0.000000000000000000e+00j)
 (3.606012531240180286e-01+4.540469276866142545e-01j), (4.505175399213101617e-02+9.033434988558609602e-01j), (2.082575500000000000e+09+0.000000000000000000e+00j)
 (6.967240177315860983e-01+9.606250482227409737e-01j), (7.551894304150453818e-01+7.714822540719457056e-02j), (2.125075000000000000e+09+0.000000000000000000e+00j)
 (2.084404226893213918e-01+7.298050578706378744e-01j), (8.554500796711852484e-01+6.146443533466728892e-01j), (2.167574500000000000e+09+0.000000000000000000e+00j)
 (9.004217494884270145e-01+1.367894100018148817e-01j), (6.647666728130464664e-01+8.595875289342422843e-01j), (2.210074000000000000e+09+0.000000000000000000e+00j)
 (5.922651057632526417e-01+3.824261500816409365e-01j), (6.494781618920106858e-01+2.411190106264049504e-02j), (2.252573500000000000e+09+0.000000000000000000e+00j)
 (4.355543282641320957e-01+2.903514289151495342e-01j), (8.356167127398550498e-02+5.204815809193199527e-01j), (2.295073000000000000e+09+0.000000000000000000e+00j)
 (3.175904280165846583e-01+2.629624836114470288e-01j), (5.008690123367440794e-01+3.511792830287885359e-02j), (2.337572500000000000e+09+0.000000000000000000e+00j)
 (2.027904680153171935e-01+7.482304232849974479e-01j), (6.687937401984773711e-01+9.947649258643136427e-01j), (2.380072000000000000e+09+0.000000000000000000e+00j)
 (8.534536176370233207e-03+3.676783018655229718e-01j), (6.617428217281536851e-01+6.469652779427492728e-01j), (2.422571500000000000e+09+0.000000000000000000e+00j)
 (9.722451375188401190e-02+3.046993218149481875e-01j), (7.171613418195971201e-01+5.603475896442825510e-01j), (2.465071000000000000e+09+0.000000000000000000e+00j)
 (4.015928053545465559e-01+4.488823468214714341e-01j), (3.811989402385208558e-01+6.164132331496897654e-01j), (2.507570500000000000e+09+0.000000000000000000e+00j)
 (3.709397066930246734e-01+6.919995586100331497e-01j), (5.331968944561124024e-01+8.565514865670771361e-01j), (2.550070000000000000e+09+0.000000000000000000e+00j)
 (4.910114840039871975e-01+9.051209006447533678e-01j), (6.239601651360949797e-01+3.909471252106010430e-01j), (2.592569500000000000e+09+0.000000000000000000e+00j)
 (2.468774868970390335e-01+3.504800083124474108e-01j), (4.966605729388136048e-01+5.562622447168665829e-01j), (2.635069000000000000e+09+0.000000000000000000e+00j)
 (4.205946590832728704e-01+3.414476603018259393e-01j), (8.016920501136471922e-01+4.271491579232686853e-01j), (2.677568500000000000e+09+0.000000000000000000e+00j)
 (5.159983818137782174e-01+6.926961080413849281e-01j), (4.639166947295353394e-01+7.553160373899553415e-01j), (2.720068000000000000e+09+0.000000000000000000e+00j)
 (3.386871903658561500e-01+6.059905644890003495e-01j), (4.366624029823564790e-01+8.452455780467599267e-01j), (2.762567500000000000e+09+0.000000000000000000e+00j)
 (9.002486510425899979e-03+7.869722452991776418e-01j), (7.548880438851759411e-01+9.737759727028647561e-01j), (2.805067000000000000e+09+0.000000000000000000e+00j)
 (7.904205029328981169e-03+2.352309369637605174e-01j), (3.562351482075645226e-01+9.207403260348550056e-01j), (2.847566500000000000e+09+0.000000000000000000e+00j)
 (6.130031291445890984e-01+8.627803106650385745e-01j), (4.033595198716783958e-01+1.460816950031188499e-01j), (2.890066000000000000e+09+0.000000000000000000e+00j)
 (5.026909795749234799e-02+9.500367706972264736e-01j), (5.740412559125023240e-01+6.774105351481195525e-01j), (2.932565500000000000e+09+0.000000000000000000e+00j)
 (6.148387684973823930e-01+6.342092850974726526e-01j), (8.438703399024926055e-01+5.653430244996261456e-01j), (2.975065000000000000e+09+0.000000000000000000e+00j)
 (7.676937612004445244e-01+1.461251159369898467e-01j), (9.460760041247577856e-01+5.627544887494401182e-01j), (3.017564500000000000e+09+0.000000000000000000e+00j)
 (7.268158292938977638e-01+8.374620403564522197e-01j), (6.623521382473763763e-01+2.865212186583918630e-01j), (3.060064000000000000e+09+0.000000000000000000e+00j)
 (6.871549034965005465e-01+2.107333176483245918e-01j), (4.517264950938242318e-01+7.639508646184657303e-01j), (3.102563500000000000e+09+0.000000000000000000e+00j)
 (4.095393497069730326e-01+4.406177843890065615e-01j), (5.346620564719511970e-01+6.255402055994649935e-01j), (3.145063000000000000e+09+0.000000000000000000e+00j)
 (1.026707031716478369e-01+6.778089675892766675e-01j), (6.766276121156097334e-01+9.633539621378728324e-01j), (3.187562500000000000e+09+0.000000000000000000e+00j)
 (4.746100773588094457e-01+7.461849701362938125e-01j), (1.382669695557097178e-01+9.286087187737276372e-01j), (3.230062000000000000e+09+0.000000000000000000e+00j)
 (3.592457278893679273e-04+3.274503914160835638e-01j), (7.341735440452991091e-01+9.450387378439120134e-01j), (3.272561500000000000e+09+0.000000000000000000e+00j)
 (8.669674098101507465e-01+8.828859567398494868e-01j), (9.788133472037133798e-01+4.798858689505580699e-02j), (3.315061000000000000e+09+0.000000000000000000e+00j)
 (7.849937855474653503e-02+5.324911407872481295e-01j), (8.589467056566421066e-01+6.245923767047713016e-01j), (3.357560500000000000e+09+0.000000000000000000e+00j)
 (4.986550771255182646e-02+7.634670052932214235e-01j), (7.260319525311375033e-01+8.941487553110616382e-02j), (3.400060000000000000e+09+0.000000000000000000e+00j)
 (8.567338857600850233e-01+1.936599898045328061e-01j), (4.430084380731469373e-02+9.419905313963777838e-01j), (3.442559500000000000e+09+0.000000000000000000e+00j)
 (6.018064853389053503e-01+4.815707650292714304e-01j), (4.940694339370818033e-01+3.726404345322831269e-02j), (3.485059000000000000e+09+0.000000000000000000e+00j)
 (4.474875513953241457e-01+6.588492856429136735e-01j), (5.718667997834955274e-01+3.764779690765591713e-01j), (3.527558500000000000e+09+0.000000000000000000e+00j)
 (8.895751064848971268e-01+3.207501905234583228e-01j), (3.677484342167898212e-01+2.693181108508655441e-01j), (3.570058000000000000e+09+0.000000000000000000e+00j)
 (6.424894657519558683e-01+5.348580491327253883e-01j), (2.579008285411010792e-01+4.772810654752529524e-01j), (3.612557500000000000e+09+0.000000000000000000e+00j)
 (1.037169275391948142e-01+8.100355571082679118e-01j), (2.215909905979859262e-01+9.409436941152514722e-01j), (3.655057000000000000e+09+0.000000000000000000e+00j)
 (2.486536541099176878e-01+9.047333672144497463e-01j), (2.195002942164572257e-01+4.940204964247145725e-01j), (3.697556500000000000e+09+0.000000000000000000e+00j)
 (8.824054996423876807e-01+7.480447288625946545e-02j), (4.188928156320849139e-01+4.012116314167929465e-01j), (3.740056000000000000e+09+0.000000000000000000e+00j)
 (7.782367762746055240e-01+8.644530236534070378e-01j), (4.965456996457406902e-02+1.363008518901256405e-01j), (3.782555500000000000e+09+0.000000000000000000e+00j)
 (7.575495486775118970e-02+1.598178764921307504e-01j), (3.511789971074088523e-01+3.569214407757763663e-01j), (3.825055000000000000e+09+0.000000000000000000e+00j)
 (5.744381314118963688e-01+2.582175039166062502e-01j), (8.088330208516687492e-01+5.691850154706370457e-01j), (3.867554500000000000e+09+0.000000000000000000e+00j)
 (3.032722026889868028e-01+8.051552053113266716e-01j), (6.572606561456212360e-01+4.540985385116789175e-01j), (3.910054000000000000e+09+0.000000000000000000e+00j)
 (4.359820143220456412e-01+2.932331813517158325e-01j), (8.881765340360214811e-02+6.918727071143916385e-01j), (3.952553500000000000e+09+0.000000000000000000e+00j)
 (3.416196157647537479e-01+4.965235665580395308e-01j), (2.967641274344785529e-01+4.646290190894373229e-01j), (3.995053000000000000e+09+0.000000000000000000e+00j)
 (9.277773144998957555e-01+3.916715601043712081e-01j), (5.245949493586808954e-01+7.171545229787830156e-01j), (4.037552500000000000e+09+0.000000000000000000e+00j)
 (3.069571828625181631e-01+8.973930219090210381e-01j), (3.214263572621367526e-02+4.438860023974813274e-01j), (4.080052000000000000e+09+0.000000000000000000e+00j)
 (9.625577518603870564e-01+5.830804152601607449e-01j), (3.792631156772741097e-01+8.488949682103763550e-02j), (4.122551500000000000e+09+0.000000000000000000e+00j)
 (4.590142823085197055e-01+6.276443276805232507e-02j), (8.505115206217598312e-01+1.676814919241078616e-01j), (4.165051000000000000e+09+0.000000000000000000e+00j)
 (7.314481847822396077e-01+3.541518376056245199e-01j), (5.908150817030111135e-03+5.040911277211004293e-01j), (4.207550500000000000e+09+0.000000000000000000e+00j)
 (7.084254286402975609e-01+6.659998219903129346e-02j), (8.257044716316763733e-01+6.977872617564083724e-01j), (4.250050000000000000e+09+0.000000000000000000e+00j)
 (2.247065532373462293e-01+7.430761186368068927e-01j), (5.389090015562869596e-02+7.638597290573843068e-01j), (4.292549500000000000e+09+0.000000000000000000e+00j)
 (1.714070628833807008e-01+7.762059364122411154e-01j), (5.315888335495455586e-02+3.759117950303969558e-02j), (4.335049000000000000e+09+0.000000000000000000e+00j)
 (8.267785571490395835e-01+6.003675093638940474e-01j), (6.941981962726321287e-01+1.947125764356261168e-02j), (4.377548500000000000e+09+0.000000000000000000e+00j)
 (1.269131966224437136e-01+1.685678528388111497e-01j), (4.820612455607415914e-01+9.834145529085599469e-01j), (4.420048000000000000e+09+0.000000000000000000e+00j)
 (5.661008013207893264e-01+9.578159546756207510e-01j), (5.165447324361173154e-01+9.925797033783072543e-01j), (4.462547500000000000e+09+0.000000000000000000e+00j)
 (2.068844840678164543e-01+2.567453029808309806e-01j), (5.244540948816094339e-01+8.243820884288517448e-01j), (4.505047000000000000e+09+0.000000000000000000e+00j)
 (1.569237736689189644e-01+7.053478851112439107e-01j), (5.648685944966784778e-01+8.629424440076961522e-01j), (4.547546500000000000e+09+0.000000000000000000e+00j)
 (5.468063214125576943e-01+6.232882515632048870e-01j), (1.439121461548864556e-02+7.619839926117442097e-01j), (4.590046000000000000e+09+0.000000000000000000e+00j)
 (8.403259253844980181e-01+3.131159057236853061e-01j), (7.674854196964622233e-01+8.428642852361185600e-01j), (4.632545500000000000e+09+0.000000000000000000e+00j)
 (7.168868084041303268e-01+7.125980297678584652e-01j), (1.793108861226295758e-01+4.786091747601531887e-01j), (4.675045000000000000e+09+0.000000000000000000e+00j)
 (4.282259302707333015e-01+8.707510595640415296e-01j), (8.117710269152389468e-01+3.626753755680043323e-01j), (4.717544500000000000e+09+0.000000000000000000e+00j)
 (9.760048079128406107e-01+7.042078277036143419e-01j), (6.909520453119295524e-01+7.549833178855388516e-01j), (4.760044000000000000e+09+0.000000000000000000e+00j)
 (1.815395549611980019e-01+2.844774498934616869e-01j), (4.512248931853033440e-01+6.100868080458861087e-01j), (4.802543500000000000e+09+0.000000000000000000e+00j)
 (8.758853048606060065e-01+3.985294868096306287e-01j), (9.982930913845068366e-01+4.266401286079477551e-01j), (4.845043000000000000e+09+0.000000000000000000e+00j)
 (3.560578938643456093e-01+4.592302131651502251e-01j), (5.334938175463218579e-01+4.002691618673660523e-01j), (4.887542500000000000e+09+0.000000000000000000e+00j)
 (4.468262676706268310e-01+4.473493488282554997e-01j), (9.852143579870384915e-01+2.620658675289505579e-01j), (4.930042000000000000e+09+0.000000000000000000e+00j)
 (7.437739835481463890e-01+6.657551927852394247e-01j), (3.763809029792100080e-01+2.836513102861152325e-01j), (4.972541500000000000e+09+0.000000000000000000e+00j)
 (3.829175411381411376e-01+5.867104111282864798e-01j), (7.675645623280714647e-01+7.402017902951707473e-01j), (5.015041000000000000e+09+0.000000000000000000e+00j)
 (1.492166578857051507e-01+1.654854264813430120e-01j), (4.778235164771519328e-01+8.625629676505692789e-01j), (5.057540500000000000e+09+0.000000000000000000e+00j)
 (8.932422499633577706e-01+9.614770437477748732e-01j), (1.975704044868724640e-01+7.199594388953305391e-01j), (5.100040000000000000e+09+0.000000000000000000e+00j)
 (7.547409920715041354e-01+1.904821974635479975e-01j), (3.008812117236950856e-01+6.108441574476538571e-01j), (5.142539500000000000e+09+0.000000000000000000e+00j)
 (7.517606932942040299e-01+6.831459786062101802e-01j), (6.440515157955858383e-01+9.733597573738550501e-01j), (5.185039000000000000e+09+0.000000000000000000e+00j)
 (7.020390299787805377e-01+6.509167350619529113e-01j), (8.267638446393374974e-01+7.393365327026850675e-01j), (5.227538500000000000e+09+0.000000000000000000e+00j)
 (7.853985301558528143e-01+1.031545618697105038e-02j), (6.603440028108780169e-01+7.495959799141881374e-01j), (5.270038000000000000e+09+0.000000000000000000e+00j)
 (7.108974556598455230e-01+2.334500528213678816e-01j), (8.248513153461469738e-01+2.807655528264162426e-01j), (5.312537500000000000e+09+0.000000000000000000e+00j)
 (1.329943552814366603e-01+1.552262976515483839e-01j), (6.901487890559808713e-01+7.128230050121313610e-01j), (5.355037000000000000e+09+0.000000000000000000e+00j)
 (6.227946995484662240e-01+9.973839866265187259e-01j), (9.121018509649114758e-02+2.996972720481194674e-02j), (5.397536500000000000e+09+0.000000000000000000e+00j)
 (3.988915197831716108e-01+2.903567465382925761e-01j), (6.656373163659369263e-01+1.205644023090194361e-01j), (5.440036000000000000e+09+0.000000000000000000e+00j)
 (7.596079727369917656e-01+6.771373142500929365e-01j), (2.469375569708877061e-01+9.079553387280259180e-02j), (5.482535500000000000e+09+0.000000000000000000e+00j)
 (8.389628333691780959e-01+7.439884526410270871e-01j), (1.841777971557476690e-01+3.596488989108482803e-01j), (5.525035000000000000e+09+0.000000000000000000e+00j)
 (3.329532280435865133e-01+8.106624246946918522e-01j), (8.836654404460572154e-01+4.664526677756363204e-01j), (5.567534500000000000e+09+0.000000000000000000e+00j)
 (2.036775121551659407e-01+9.663620001366406420e-01j), (8.327941081657017630e-01+6.792689146980678272e-01j), (5.610034000000000000e+09+0.000000000000000000e+00j)
 (9.823800826846511569e-01+4.215524212850731978e-01j), (4.774195458400715131e-01+4.911832091178836013e-02j), (5.652533500000000000e+09+0.000000000000000000e+00j)
 (6.092481343620007594e-01+8.546727652315786461e-01j), (8.422622381139681647e-01+9.160899148408276904e-01j), (5.695033000000000000e+09+0.000000000000000000e+00j)
 (6.656883964742262849e-01+3.594658655832753125e-01j), (8.367224095423420049e-02+9.371494580010036879e-01j), (5.737532500000000000e+09+0.000000000000000000e+00j)
 (6.684821907954072717e-01+7.040454408619157833e-01j), (4.126481667120817098e-01+9.005050052881881095e-01j), (5.780032000000000000e+09+0.000000000000000000e+00j)
 (8.149030218008057602e-03+6.973319560900258507e-01j), (9.429087721915868636e-01+4.118231740379948436e-01j), (5.822531500000000000e+09+0.000000000000000000e+00j)
 (1.457661047196419091e-01+7.528644410571886381e-01j), (2.341643800070535297e-01+8.049063187572453870e-01j), (5.865031000000000000e+09+0.000000000000000000e+00j)
 (2.826693398959534420e-02+4.031087363623648834e-01j), (4.467629870764154854e-01+9.952893884359167442e-01j), (5.907530500000000000e+09+0.000000000000000000e+00j)
 (4.602576532347928406e-01+8.462282217595298306e-01j), (4.023723282772508902e-01+9.068392228170522040e-01j), (5.950030000000000000e+09+0.000000000000000000e+00j)
 (8.297665658880984951e-01+4.594656886680459351e-02j), (9.226287228560414722e-02+4.857714470981112642e-01j), (5.992529500000000000e+09+0.000000000000000000e+00j)
 (3.308367662333909776e-01+4.283066831346921122e-01j), (4.188823797992725639e-01+7.454966648729686174e-01j), (6.035029000000000000e+09+0.000000000000000000e+00j)
 (4.294138821743697099e-01+1.488321009044519805e-01j), (2.423180960770034975e-01+7.751260426953761051e-01j), (6.077528500000000000e+09+0.000000000000000000e+00j)
 (2.856006173474495702e-01+1.721936846101245200e-01j), (1.251477610896166714e-01+3.288689521702435892e-01j), (6.120028000000000000e+09+0.000000000000000000e+00j)
 (4.483431660857412071e-01+8.026379195117272491e-01j), (2.308547011137093152e-01+7.596559136257656775e-01j), (6.162527500000000000e+09+0.000000000000000000e+00j)
 (1.643783139224858081e-01+9.693592083291686645e-01j), (3.558656797037933472e-01+7.391460701465468741e-02j), (6.205027000000000000e+09+0.000000000000000000e+00j)
 (3.938985435390555123e-01+2.908044134983353013e-01j), (8.956431760169047962e-01+7.108184677749197489e-01j), (6.247526500000000000e+09+0.000000000000000000e+00j)
 (9.088376739109256253e-01+8.914050689214907397e-01j), (8.425525771802433450e-01+2.636505061237861547e-01j), (6.290026000000000000e+09+0.000000000000000000e+00j)
 (1.445912300454413879e-01+6.566627623387046864e-01j), (3.982668470977462905e-01+1.240088357773480032e-01j), (6.332525500000000000e+09+0.000000000000000000e+00j)
 (7.123241613533558558e-01+7.251580684838810908e-01j), (8.952836035808743320e-01+5.435576196376737945e-01j), (6.375025000000000000e+09+0.000000000000000000e+00j)
 (2.487953829185604038e-01+1.984887850743344284e-02j), (7.983927357100245592e-01+5.644947972243571366e-01j), (6.417524500000000000e+09+0.000000000000000000e+00j)
 (1.182184323249160229e-01+3.603280289575314654e-01j), (5.289370572113825109e-01+2.064382818599204139e-01j), (6.460024000000000000e+09+0.000000000000000000e+00j)
 (3.268091902756627976e-01+2.420548871517713696e-02j), (4.814134979423995153e-01+8.850053130408197521e-01j), (6.502523500000000000e+09+0.000000000000000000e+00j)
 (2.216087773442714237e-01+7.228960398642516605e-01j), (9.235248913076812283e-01+5.888253278410470193e-01j), (6.545023000000000000e+09+0.000000000000000000e+00j)
 (2.883632615703880520e-01+8.857372107639521763e-01j), (9.669714194455198975e-01+4.819661250835134414e-01j), (6.587522500000000000e+09+0.000000000000000000e+00j)
 (4.504066776415321938e-01+8.825684519949696938e-01j), (4.192187784631912217e-01+2.249736893004904426e-01j), (6.630022000000000000e+09+0.000000000000000000e+00j)
 (3.406145844285302093e-02+8.548443685650942703e-01j), (4.692277694525459619e-01+6.573245526787190318e-01j), (6.672521500000000000e+09+0.000000000000000000e+00j)
 (2.775445987258208236e-01+4.972741962387884351e-01j), (7.192691809989321117e-01+5.284657995913496498e-01j), (6.715021000000000000e+09+0.000000000000000000e+00j)
 (9.514139603720641603e-01+5.059390448808067653e-01j), (6.081766034562255951e-01+2.923861091789121680e-01j), (6.757520500000000000e+09+0.000000000000000000e+00j)
 (9.060913757004979141e-01+7.333456274916863027e-01j), (2.414859379137291873e-01+4.973831234999971374e-01j), (6.800020000000000000e+09+0.000000000000000000e+00j)
 (8.715387965441644402e-01+7.159353326487299940e-01j), (7.621120601227348024e-01+9.783523502592695875e-01j), (6.842519500000000000e+09+0.000000000000000000e+00j)
 (1.566075043636785402e-01+7.402757551063643415e-02j), (4.254373528261229387e-01+7.837769958389021463e-01j), (6.885019000000000000e+09+0.000000000000000000e+00j)
 (7.288502568010373217e-01+5.546786352519801344e-01j), (3.039009228262263829e-01+8.391982524399137500e-01j), (6.927518500000000000e+09+0.000000000000000000e+00j)
 (8.799583534894764858e-01+1.104345212634864071e-01j), (6.266367896622292433e-01+2.480421774148303671e-01j), (6.970018000000000000e+09+0.000000000000000000e+00j)
 (8.792493572082993314e-01+7.788559083570795183e-01j), (2.790472690348925200e-01+4.580631738950738940e-01j), (7.012517500000000000e+09+0.000000000000000000e+00j)
 (1.016278536777848185e-01+8.220756510338563805e-01j), (7.006507043171296134e-01+1.724308162598933158e-01j), (7.055017000000000000e+09+0.000000000000000000e+00j)
 (4.184362902214385782e-01+6.128007077093942101e-01j), (8.495693034935786203e-01+3.484901902898563941e-01j), (7.097516500000000000e+09+0.000000000000000000e+00j)
 (8.042737195595042188e-01+5.897264701919363583e-01j), (9.124412290377915680e-01+5.706198079744695395e-01j), (7.140016000000000000e+09+0.000000000000000000e+00j)
 (6.488667385516074804e-01+2.063185283162056738e-01j), (9.299608379694679350e-01+8.843077690995271301e-02j), (7.182515500000000000e+09+0.000000000000000000e+00j)
 (9.357304903925940387e-01+1.586777174810282132e-01j), (1.543962683010027259e-01+9.549559360331204561e-01j), (7.225015000000000000e+09+0.000000000000000000e+00j)
 (3.749734636023477341e-01+1.802663191787694519e-01j), (8.776336279802803286e-01+9.820637989938185708e-02j), (7.267514500000000000e+09+0.000000000000000000e+00j)
 (4.229758475194123069e-01+2.652649592827122094e-01j), (6.790799957227613426e-01+8.622149609076579235e-01j), (7.310014000000000000e+09+0.000000000000000000e+00j)
