# freq,S11,S22
 (8.679228790075068645e-01+3.608100881203011312e-01j), (8.895734491498787921e-01+1.618736266895901554e-01j), (1.000000000000000000e+05+0.000000000000000000e+00j)
 (3.972980134394649143e-01+6.876518794838435422e-01j), (6.925448078875179325e-01+2.301212385333033517e-01j), (7.225915000000000000e+08+0.000000000000000000e+00j)
 (4.898186779128865798e-02+8.028707648156014898e-01j), (3.630101010535478068e-01+4.613434995971049668e-01j), (7.650910000000000000e+08+0.000000000000000000e+00j)
 (7.951772303156668942e-01+4.408817784822658403e-01j), (6.585401709405788173e-01+9.790073138030763733e-02j), (8.075905000000000000e+08+0.000000000000000000e+00j)
 (1.537423775722619457e-01+9.712279613636278786e-01j), (1.123941680292270817e-01+8.761521939233007927e-02j), (8.500900000000000000e+08+0.000000000000000000e+00j)
 (9.670802231608403021e-01+6.261434225030809708e-01j), (6.064236304845427306e-03+9.676532948219935815e-01j), (8.925895000000000000e+08+0.000000000000000000e+00j)
 (9.254034574097945720e-01+9.441680662436111593e-01j), (3.809252079440785810e-01+3.127443532547578009e-01j), (9.350890000000000000e+08+0.000000000000000000e+00j)
 (6.156773474618243425e-01+3.518947560832168531e-01j), (9.931653606771967402e-01+8.311467091611151048e-01j), (9.775885000000000000e+08+0.000000000000000000e+00j)
 (6.770622944959402423e-01+2.805322339418326871e-01j), (4.973020250294337696e-01+1.021000611630454857e-01j), (1.020088000000000000e+09+0.000000000000000000e+00j)
 (9.530363732915023700e-01+4.338059843161726770e-01j), (4.387626973624271232e-01+4.648274583560393358e-01j), (1.062587500000000000e+09+0.000000000000000000e+00j)
 (3.032924208766946128e-01+1.548211491484358104e-01j), (2.623177904927087578e-01+5.404780961693336216e-01j), (1.105087000000000000e+09+0.000000000000000000e+00j)
 (1.965505696105683819e-01+7.897881827297557056e-01j), (6.035629292473959628e-01+6.544418683512345236e-01j), (1.147586500000000000e+09+0.000000000000000000e+00j)
 (5.355580467094214203e-01+3.338802490026856473e-01j), (3.473422944254130895e-01+8.305345076910086721e-02j), (1.190086000000000000e+09+0.000000000000000000e+00j)
 (9.101604217125660590e-01+8.257973718704256783e-01j), (1.732891990480219802e-01+5.819721163295987765e-01j), (1.232585500000000000e+09+0.000000000000000000e+00j)
 (2.486298120828809299e-01+1.992480953091051443e-01j), (4.409641303596805173e-01+4.531697629159329166e-01j), (1.275085000000000000e+09+0.000000000000000000e+00j)
 (1.799763791312671835e-01+5.214149520260557003e-01j), (4.568074009744778063e-01+7.922123084903753831e-02j), (1.317584500000000000e+09+0.000000000000000000e+00j)
 (7.631480016881796447e-01+4.853978602790354202e-01j), (2.070159673493642272e-01+6.870061063141930102e-01j), (1.360084000000000000e+09+0.000000000000000000e+00j)
 (1.194172370150026197e-02+4.719383526393974293e-01j), (7.948037796364361141e-01+7.788479901872135125e-01j), (1.402583500000000000e+09+0.000000000000000000e+00j)
 (6.168855167193272315e-01+6.350118469420615863e-01j), (9.287763666172369481e-01+3.131010126109928793e-01j), (1.445083000000000000e+09+0.000000000000000000e+00j)
 (2.035802192518011422e-01+4.182822683717883905e-01j), (2.287869790430945294e-01+8.838134486070353679e-01j), (1.487582500000000000e+09+0.000000000000000000e+00j)
 (6.077060846030504226e-01+5.777943796842612834e-01j), (2.109069960242504482e-01+1.941214621536326845e-01j), (1.530082000000000000e+09+0.000000000000000000e+00j)
 (7.642112889027152800e-02+6.554306765986722683e-01j), (8.861064679244521347e-01+7.225215105688556072e-01j), (1.572581500000000000e+09+0.000000000000000000e+00j)
 (6.850857012651033751e-01+6.953433612581336742e-01j), (1.659430624910988028e-01+6.746081061999313899e-01j), (1.615081000000000000e+09+0.000000000000000000e+00j)
 (6.238814706182509440e-01+9.845025065652542873e-01j), (7.061915957931372834e-01+3.213561856247204584e-01j), (1.657580500000000000e+09+0.000000000000000000e+00j)
 (6.910331286491946390e-01+7.539257845389912838e-01j), (9.822546793727331416e-01+7.587512952374598774e-01j), (1.700080000000000000e+09+0.000000000000000000e+00j)
 (8.892025961789629118e-01+8.361632014588511463e-01j), (9.198904424418662407e-01+6.044749656296883877e-01j), (1.742579500000000000e+09+0.000000000000000000e+00j)
 (3.146319044647926111e-01+9.430129941321834242e-01j), (8.985327347441747214e-01+9.187843983074720500e-01j), (1.785079000000000000e+09+0.000000000000000000e+00j)
 (2.417230715109446315e-01+1.403477755277398042e-01j), (1.599575206043154507e-01+9.076997966329189982e-01j), (1.827578500000000000e+09+0.000000000000000000e+00j)
 (4.832729973862266437e-01+8.872240895577183650e-01j), (9.215437515421320835e-01+7.594679467413030238e-01j), (1.870078000000000000e+09+0.000000000000000000e+00j)
 (4.027723643334834014e-01+9.211799594928754553e-01j), (4.824670202581421430e-01+9.369093011156204298e-02j), (1.912577500000000000e+09+0.000000000000000000e+00j)
 (1.599051540085182355e-01+4.050986898189289365e-01j), (6.684650619890953882e-01+9.972689456250708462e-01j), (1.955077000000000000e+09+0.000000000000000000e+00j)
 (4.980771141996755969e-01+4.515761526544841420e-01j), (3.110817565938012175e-01+1.061435766503818767e-01j), (1.997576500000000000e+09+0.000000000000000000e+00j)
 (6.593897154684321693e-01+1.154310387344615885e-01j), (9.469249646749061666e-01+9.349958060158579665e-01j), (2.040076000000000000e+09+0.000000000000000000e+00j)
 (4.073138047256847916e-01+6.609461641234835039e-01j), (1.682357177591458086e-01+5.955440816427695072e-01j), (2.082575500000000000e+09+0.000000000000000000e+00j)
 (1.053613839319175183e-01+3.823804781619717374e-01j), (7.893994445633334411e-02+1.555043436837405535e-01j), (2.125075000000000000e+09+0.000000000000000000e+00j)
 (2.565001396988648708e-01+1.605059470221301687e-01j), (8.128249227817494482e-01+1.525554978488193880e-01j), (2.167574500000000000e+09+0.000000000000000000e+00j)
 (3.629884963016380972e-01+7.603030389890552687e-01j), (6.016775970429447673e-01+8.384255380009782987e-01j), (2.210074000000000000e+09+0.000000000000000000e+00j)
 (2.319783189227917486e-01+2.576016876213697016e-01j), (1.417546998782380774e-01+5.732365390868388033e-02j), (2.252573500000000000e+09+0.000000000000000000e+00j)
 (6.985164260757824595e-01+1.195586126093173274e-01j), (5.403259747608730734e-01+5.814827293361899407e-01j), (2.295073000000000000e+09+0.000000000000000000e+00j)
 (3.794357754702996077e-01+6.451478661503208256e-01j), (3.987854546181071047e-01+8.271049586003287324e-01j), (2.337572500000000000e+09+0.000000000000000000e+00j)
 (1.993194872535365425e-01+1.051243068710827622e-01j), (4.966734530431979877e-01+2.461517168074800477e-02j), (2.380072000000000000e+09+0.000000000000000000e+00j)
 (2.634270169878621948e-01+5.091862547052438126e-01j), (7.815979573499460820e-01+5.488731104723347798e-01j), (2.422571500000000000e+09+0.000000000000000000e+00j)
 (9.548771286712337547e-01+7.784829725889271801e-01j), (9.700972421530592582e-01+2.144817920130309696e-01j), (2.465071000000000000e+09+0.000000000000000000e+00j)
 (3.076251452128235808e-01+1.772639982293698901e-01j), (7.633586403925749497e-01+7.868986268331749079e-01j), (2.507570500000000000e+09+0.000000000000000000e+00j)
 (8.075945379436709759e-01+1.856213561629513897e-01j), (7.031049404875743258e-01+9.644761561578272246e-01j), (2.550070000000000000e+09+0.000000000000000000e+00j)
 (1.385688876164312688e-01+9.859387401370510728e-01j), (3.929418236958382993e-01+2.944895590895953985e-01j), (2.592569500000000000e+09+0.000000000000000000e+00j)
 (4.848223827821470655e-01+7.651593676484036433e-01j), (3.953591919301258084e-02+1.812420230790742215e-01j), (2.635069000000000000e+09+0.000000000000000000e+00j)
 (7.400048655916454665e-01+8.371034380529214225e-01j), (4.260466271873197819e-02+7.924307499398816068e-01j), (2.677568500000000000e+09+0.000000000000000000e+00j)
 (3.622866465427605487e-01+2.910343520066968059e-01j), (8.659014286563382345e-01+9.378497147312859772e-01j), (2.720068000000000000e+09+0.000000000000000000e+00j)
 (8.343046023709592696e-01+5.077489484460133706e-01j), (8.009686503282221759e-01+2.528277230871747161e-01j), (2.762567500000000000e+09+0.000000000000000000e+00j)
 (9.515292563943872350e-01+2.736522744132274809e-04j), (1.739134446509860155e-03+6.584471103401667857e-01j), (2.805067000000000000e+09+0.000000000000000000e+00j)
 (6.959220196378396173e-01+9.284708228150105880e-01j), (3.908936664104085690e-01+2.435920643568700861e-02j), (2.847566500000000000e+09+0.000000000000000000e+00j)
 (9.275781377070102529e-01+7.689309054115787134e-01j), (3.549815436604866203e-01+8.997503578589197692e-01j), (2.890066000000000000e+09+0.000000000000000000e+00j)
 (4.584237037732783460e-01+5.344778483293016746e-01j), (1.717380936270399561e-01+4.670733571120857519e-01j), (2.932565500000000000e+09+0.000000000000000000e+00j)
 (1.737860424001722581e-01+3.774285297744478518e-01j), (3.150387508281153881e-01+8.638338193109731389e-01j), (2.975065000000000000e+09+0.000000000000000000e+00j)
 (8.612514931438290944e-01+1.342395006687970849e-01j), (9.438825291290895425e-01+3.298995309778706142e-01j), (3.017564500000000000e+09+0.000000000000000000e+00j)
 (7.289954362207097249e-01+1.002610577081212151e-01j), (8.560721003210514102e-02+2.547273549690078909e-01j), (3.060064000000000000e+09+0.000000000000000000e+00j)
 (2.175769070346302847e-01+1.842390454703461966e-01j), (7.373958232536302893e-01+5.608526130505233631e-01j), (3.102563500000000000e+09+0.000000000000000000e+00j)
 (3.699441663719948981e-01+6.125911390585875305e-01j), (8.652090786935635602e-01+4.613354434640926094e-02j), (3.145063000000000000e+09+0.000000000000000000e+00j)
 (8.941748386308314700e-01+4.024443683522163084e-01j), (6.567310811753617195e-01+1.438575646287535426e-01j), (3.187562500000000000e+09+0.000000000000000000e+00j)
 (8.838079453084866088e-01+6.700112435480122253e-01j), (8.489590530741887298e-01+2.216408197491304133e-02j), (3.230062000000000000e+09+0.000000000000000000e+00j)
 (7.160215127957335612e-01+8.504224959319506283e-02j), (1.884647787875635139e-01+7.818249138652135777e-01j), (3.272561500000000000e+09+0.000000000000000000e+00j)
 (8.616793080399702820e-01+3.279607192148259465e-02j), (2.582664853874997446e-01+5.855586329190912709e-01j), (3.315061000000000000e+09+0.000000000000000000e+00j)
 (6.702453385713792455e-01+4.696987784737087779e-01j), (3.784056905879432664e-01+3.528009512146036419e-01j), (3.357560500000000000e+09+0.000000000000000000e+00j)
 (8.647601677057877856e-01+8.753974801159819519e-01j), (3.994753386724106958e-01+6.367213186163622751e-01j), (3.400060000000000000e+09+0.000000000000000000e+00j)
 (8.510163103198044032e-01+9.735250398575869824e-01j), (3.068055155234306053e-01+4.979354445760564296e-02j), (3.442559500000000000e+09+0.000000000000000000e+00j)
 (4.347154695489877652e-01+1.537692706267500542e-01j), (9.409542677901873153e-01+3.185760085947224596e-01j), (3.485059000000000000e+09+0.000000000000000000e+00j)
 (9.477335590713391600e-01+1.439956972382058220e-01j), (9.599572476922180186e-02+5.112075043125725582e-01j), (3.527558500000000000e+09+0.000000000000000000e+00j)
 (5.699482519961044380e-01+8.166873240483796259e-01j), (8.321330074547644839e-01+2.130741064830926623e-01j), (3.570058000000000000e+09+0.000000000000000000e+00j)
 (4.424131740551718872e-01+4.603816720255372585e-01j), (8.927592568699286302e-01+1.999149875099452967e-01j), (3.612557500000000000e+09+0.000000000000000000e+00j)
 (7.686199613097878247e-01+5.539519684053125781e-01j), (7.871575749898374053e-02+6.742095043481963756e-01j), (3.655057000000000000e+09+0.000000000000000000e+00j)
 (1.329036054051146998e-02+6.268452480327340037e-01j), (2.137919301019118867e-01+4.546722340666431439e-01j), (3.697556500000000000e+09+0.000000000000000000e+00j)
 (4.208752946447861243e-01+2.318012656119182724e-01j), (5.766804490035679631e-01+5.393483422174383257e-02j), (3.740056000000000000e+09+0.000000000000000000e+00j)
 (3.691903629494920347e-01+5.674112239837034721e-01j), (3.363903313094276371e-01+8.995070959555109269e-01j), (3.782555500000000000e+09+0.000000000000000000e+00j)
 (5.054954482779459024e-01+4.854664375736543747e-01j), (9.970657167541323584e-01+6.804682350878241692e-01j), (3.825055000000000000e+09+0.000000000000000000e+00j)
 (6.137912003078512813e-01+5.215404567941214209e-01j), (9.258210689535917304e-01+6.657289783345832213e-01j), (3.867554500000000000e+09+0.000000000000000000e+00j)
 (5.434221880918765901e-01+2.713606159493140435e-01j), (5.319157095454163375e-01+1.958454975056593828e-01j), (3.910054000000000000e+09+0.000000000000000000e+00j)
 (4.674568302555069943e-01+8.120401745968175433e-03j), (1.468282157986433578e-02+6.894782244928642223e-01j), (3.952553500000000000e+09+0.000000000000000000e+00j)
 (2.957753516978829378e-01+7.297205594914838445e-01j), (8.824265203447364536e-01+7.360655974581468142e-01j), (3.995053000000000000e+09+0.000000000000000000e+00j)
 (7.351669027328818773e-01+9.064790295373608142e-01j), (4.731529345481108040e-01+5.696793393135386463e-01j), (4.037552500000000000e+09+0.000000000000000000e+00j)
 (9.281195118607975525e-01+8.430162142494564970e-01j), (9.172851390210662315e-01+6.196536459413082287e-01j), (4.080052000000000000e+09+0.000000000000000000e+00j)
 (7.312941580599087166e-01+7.823289247438008909e-01j), (9.088650192471251499e-01+9.607249751839264107e-01j), (4.122551500000000000e+09+0.000000000000000000e+00j)
 (6.142454636602497908e-01+2.975811549694442615e-01j), (6.501491239555489132e-01+6.113045697488280750e-01j), (4.165051000000000000e+09+0.000000000000000000e+00j)
 (2.945419214409525921e-01+8.041291317027243757e-02j), (4.147793095908237637e-01+3.752064717674019612e-01j), (4.207550500000000000e+09+0.000000000000000000e+00j)
 (8.039024909867463764e-01+8.907903163824131276e-01j), (1.866815698402221058e-01+5.236391783575123915e-01j), (4.250050000000000000e+09+0.000000000000000000e+00j)
 (4.874689727402032879e-01+2.566748369776806760e-01j), (3.726569257195397888e-01+8.568776115519385339e-01j), (4.292549500000000000e+09+0.000000000000000000e+00j)
 (6.055766618261831935e-01+5.212547316331307412e-01j), (7.440862698968302436e-01+5.328830713547769715e-01j), (4.335049000000000000e+09+0.000000000000000000e+00j)
 (8.480561374916728568e-01+5.175218731782639248e-01j), (4.975507515778476719e-02+5.575929680644490238e-01j), (4.377548500000000000e+09+0.000000000000000000e+00j)
 (1.531266432335914862e-01+5.680898375896017427e-01j), (9.880026189183682694e-01+7.807676539367858215e-02j), (4.420048000000000000e+09+0.000000000000000000e+00j)
 (3.030897407995670756e-01+1.251041090048955473e-01j), (9.007672233419327101e-01+4.546026890177276014e-01j), (4.462547500000000000e+09+0.000000000000000000e+00j)
 (4.309108154642816713e-01+4.655985539978778620e-01j), (4.825112189439758614e-01+6.319155621797656330e-02j), (4.505047000000000000e+09+0.000000000000000000e+00j)
 (4.901157524125177023e-01+4.033845018020520978e-02j), (5.735751268659589064e-01+9.156318038029694906e-01j), (4.547546500000000000e+09+0.000000000000000000e+00j)
 (5.666688672790503034e-01+8.547212853118011378e-01j), (7.036397553254942761e-01+7.823133094221896844e-01j), (4.590046000000000000e+09+0.000000000000000000e+00j)
 (1.535865876497382043e-01+3.667725755438516755e-01j), (6.871249987998025999e-01+6.509106639020781904e-01j), (4.632545500000000000e+09+0.000000000000000000e+00j)
 (1.630879503288289456e-01+9.223523795979523543e-01j), (3.405637926246627423e-01+9.013853753459188933e-01j), (4.675045000000000000e+09+0.000000000000000000e+00j)
 (3.996282454142835450e-01+7.046075790448610432e-01j), (9.247137690198220517e-01+5.398763100241069646e-01j), (4.717544500000000000e+09+0.000000000000000000e+00j)
 (3.687922260163611909e-01+2.023786301607877203e-01j), (5.797349348335775199e-01+4.910131940269244488e-01j), (4.760044000000000000e+09+0.000000000000000000e+00j)
 (8.742692912663652116e-01+7.075825484666018461e-01j), (9.530765925618570611e-01+7.201378283541165493e-01j), (4.802543500000000000e+09+0.000000000000000000e+00j)
 (6.876780616350881559e-01+4.084109441669487861e-01j), (3.573058422689802116e-01+4.871563768690539975e-01j), (4.845043000000000000e+09+0.000000000000000000e+00j)
 (2.450650766846806938e-01+9.603716242005887471e-01j), (7.920547875640802093e-01+6.010380327268510792e-01j), (4.887542500000000000e+09+0.000000000000000000e+00j)
 (6.643853942028743464e-01+9.994328617831899075e-01j), (3.738663006365007258e-01+7.567546115945799068e-01j), (4.930042000000000000e+09+0.000000000000000000e+00j)
 (3.714277785397257503e-01+4.076074257788113719e-01j), (8.969575076326541385e-02+8.263479729171029353e-01j), (4.972541500000000000e+09+0.000000000000000000e+00j)
 (1.324422961478848304e-01+6.709280431963589031e-01j), (7.363003529219857013e-01+2.925264237162026326e-01j), (5.015041000000000000e+09+0.000000000000000000e+00j)
 (6.946912885504193946e-01+5.500039205420964583e-01j), (2.098576584758288233e-01+7.681794810053801381e-01j), (5.057540500000000000e+09+0.000000000000000000e+00j)
 (1.762174237989311276e-01+9.221804064897675124e-01j), (8.977016313859202956e-01+2.158382801480761559e-01j), (5.100040000000000000e+09+0.000000000000000000e+00j)
 (1.849675855207816300e-01+6.540773151062611035e-01j), (9.775658819612633721e-01+7.701608827838904991e-01j), (5.142539500000000000e+09+0.000000000000000000e+00j)
 (6.459142568241790228e-01+1.875501293997530183e-01j), (7.679730819072786430e-01+7.731012824798045857e-01j), (5.185039000000000000e+09+0.000000000000000000e+00j)
 (1.457075824705759137e-01+7.216867480417521463e-02j), (2.964300222250583206e-01+7.950920735099492598e-01j), (5.227538500000000000e+09+0.000000000000000000e+00j)
 (5.397287897275327984e-01+4.695054055191569820e-01j), (8.496543592566195846e-01+8.646542741855717251e-01j), (5.270038000000000000e+09+0.000000000000000000e+00j)
 (8.894058793069343771e-01+3.490550784981882870e-01j), (7.079539987040132099e-01+9.986468458214402544e-01j), (5.312537500000000000e+09+0.000000000000000000e+00j)
 (6.324009085174728817e-01+9.171983089894364394e-01j), (1.831197729922561246e-01+3.956388142654025941e-01j), (5.355037000000000000e+09+0.000000000000000000e+00j)
 (8.718681270241362968e-01+7.838679236819042773e-01j), (8.356881268808981078e-01+8.470967647403073730e-01j), (5.397536500000000000e+09+0.000000000000000000e+00j)
 (3.539891160323939134e-01+4.832653163153676212e-01j), (1.377802576003387403e-01+7.550459087660058577e-01j), (5.440036000000000000e+09+0.000000000000000000e+00j)
 (4.662572787400984797e-01+4.896987684035729593e-01j), (4.102744737196104552e-01+8.856811788559040277e-01j), (5.482535500000000000e+09+0.000000000000000000e+00j)
 (8.797050297313289136e-01+2.046332143640704482e-01j), (8.373394922698398357e-01+5.364935692251611155e-01j), (5.525035000000000000e+09+0.000000000000000000e+00j)
 (7.445465397067807523e-01+2.647233661253486359e-01j), (9.734038234351937158e-01+4.822285624649431668e-01j), (5.567534500000000000e+09+0.000000000000000000e+00j)
 (8.787452222291247672e-02+1.638580058154325281e-01j), (9.146282207983369439e-01+3.188417050873851855e-01j), (5.610034000000000000e+09+0.000000000000000000e+00j)
 (9.359598034531032562e-01+4.063639355378863005e-01j), (8.266223484931688459e-01+7.102589348725301122e-01j), (5.652533500000000000e+09+0.000000000000000000e+00j)
 (4.429234312995776746e-01+2.849047898513716870e-01j), (7.362072380354877099e-01+7.188343517241562175e-01j), (5.695033000000000000e+09+0.000000000000000000e+00j)
 (5.300840355315097341e-01+6.418460447871858765e-01j), (5.425383524967353210e-03+5.950596107771018994e-01j), (5.737532500000000000e+09+0.000000000000000000e+00j)
 (4.865833270595080196e-01+6.238031004585194994e-01j), (7.437945252321397360e-01+4.849231893210430577e-01j), (5.780032000000000000e+09+0.000000000000000000e+00j)
 (4.948244999705645464e-01+4.585688567940726657e-02j), (5.007129803028577131e-01+1.654896959658992417e-01j), (5.822531500000000000e+09+0.000000000000000000e+00j)
 (9.880975038773209818e-01+2.109187889904263757e-01j), (3.886703907816568826e-01+7.679707036059324476e-01j), (5.865031000000000000e+09+0.000000000000000000e+00j)
 (1.499124812236199977e-01+6.692180520113998332e-01j), (2.762494752916943019e-01+1.377704044357336288e-01j), (5.907530500000000000e+09+0.000000000000000000e+00j)
 (3.356910875428567032e-01+8.188726521924414303e-01j), (6.670624070352564328e-01+2.931268922385306119e-01j), (5.950030000000000000e+09+0.000000000000000000e+00j)
 (1.227879830298378439e-01+1.416619235836671375e-01j), (7.434755183440124870e-01+6.010605935916955023e-01j), (5.992529500000000000e+09+0.000000000000000000e+00j)
 (5.734131395154714594e-01+3.655181273393701691e-01j), (5.188174263322832269e-01+5.279722756047611210e-02j), (6.035029000000000000e+09+0.000000000000000000e+00j)
 (6.299100272427471392e-01+5.008351456380399913e-02j), (2.612925503231290358e-01+8.689253043977540614e-01j), (6.077528500000000000e+09+0.000000000000000000e+00j)
 (3.808542613495740081e-01+8.641772587926042082e-01j), (5.638596205292812913e-01+3.602977205166282282e-01j), (6.120028000000000000e+09+0.000000000000000000e+00j)
 (6.754471146187656094e-01+5.903376860995825925e-01j), (6.998123906836331010e-01+8.960844568399970456e-01j), (6.162527500000000000e+09+0.000000000000000000e+00j)
 (5.086147663344137149e-01+2.079149310176922061e-01j), (9.476574917316791247e-01+6.095705506909419036e-01j), (6.205027000000000000e+09+0.000000000000000000e+00j)
 (5.108579373400453649e-01+3.935994591668731113e-01j), (1.101629207922700804e-01+3.673330447748190952e-01j), (6.247526500000000000e+09+0.000000000000000000e+00j)
 (8.049306168375144344e-01+6.446016549265356499e-01j), (2.368865310719937556e-01+6.078113671252771688e-02j), (6.290026000000000000e+09+0.000000000000000000e+00j)
 (6.790789742729210765e-01+6.882394401207658774e-02j), (6.140306305939911002e-01+3.794051215620619644e-01j), (6.332525500000000000e+09+0.000000000000000000e+00j)
 (3.116374899376271879e-01+9.320987284461690336e-01j), (6.142523708151840234e-01+8.024937220721644060e-01j), (6.375025000000000000e+09+0.000000000000000000e+00j)
 (4.476886218455071731e-01+6.702048109453133673e-01j), (1.963780317409118403e-01+2.463946579865936570e-01j), (6.417524500000000000e+09+0.000000000000000000e+00j)
 (4.341150511289139091e-01+6.318551267434256991e-01j), (2.801342281912333476e-01+4.393238716447003256e-01j), (6.460024000000000000e+09+0.000000000000000000e+00j)
 (1.870937543374771028e-01+9.807412987024878293e-01j), (2.610396729787844983e-02+2.601020622900539481e-01j), (6.502523500000000000e+09+0.000000000000000000e+00j)
 (2.504722371364305200e-01+5.608220793472333821e-01j), (9.729689729082959815e-01+4.135862844062659915e-01j), (6.545023000000000000e+09+0.000000000000000000e+00j)
 (1.927831136792793609e-01+7.304924449194927227e-02j), (9.698733214783451517e-01+3.249530290192671478e-01j), (6.587522500000000000e+09+0.000000000000000000e+00j)
 (1.818395485733844685e-01+4.047887664462748170e-01j), (2.366348441029090255e-01+2.603520266048122700e-01j), (6.630022000000000000e+09+0.000000000000000000e+00j)
 (7.791606835016059440e-01+7.861061009664255250e-01j), (8.017968906626271597e-01+3.453965997740428007e-01j), (6.672521500000000000e+09+0.000000000000000000e+00j)
 (4.614704552630745082e-01+9.798677598934171229e-01j), (8.376906389016166576e-01+9.931091444522271994e-01j), (6.715021000000000000e+09+0.000000000000000000e+00j)
 (3.156308280334179095e-01+8.575555757374778709e-01j), (7.738201893490459504e-02+3.908584828053988103e-01j), (6.757520500000000000e+09+0.000000000000000000e+00j)
 (8.235055200222592964e-01+4.780493706650612573e-02j), (4.440077177071801717e-01+4.261825894339149601e-01j), (6.800020000000000000e+09+0.000000000000000000e+00j)
 (9.890904184534232702e-02+1.838371815898522943e-01j), (7.399068927538899887e-01+3.724708721009756252e-01j), (6.842519500000000000e+09+0.000000000000000000e+00j)
 (4.671437204586376124e-01+5.168267426317869617e-01j), (3.271474402918327362e-01+9.312477285610498701e-01j), (6.885019000000000000e+09+0.000000000000000000e+00j)
 (3.926831556856692496e-01+3.701699012108365938e-01j), (4.588531141781438949e-01+8.987548470891878472e-01j), (6.927518500000000000e+09+0.000000000000000000e+00j)
 (9.187142048768591751e-01+8.291513622044485166e-01j), (7.006132929688619893e-01+8.781037521429184700e-01j), (6.970018000000000000e+09+0.000000000000000000e+00j)
 (7.339671997705699003e-01+9.998857015033624229e-02j), (8.601993494820077135e-01+3.961456180149550699e-01j), (7.012517500000000000e+09+0.000000000000000000e+00j)
 (9.490835981027612167e-02+8.946174793442482898e-01j), (4.163515437593978685e-02+7.166008888247289432e-01j), (7.055017000000000000e+09+0.000000000000000000e+00j)
 (7.520501192907351751e-01+1.047784420159211249e-01j), (8.117838910151918830e-01+8.505751802257308647e-01j), (7.097516500000000000e+09+0.000000000000000000e+00j)
 (3.021106334483854017e-01+2.861801307383210480e-01j), (1.878118277184139817e-01+7.267629904347838732e-02j), (7.140016000000000000e+09+0.000000000000000000e+00j)
 (8.971653721918001478e-01+9.668931892147121232e-01j), (7.285422044595806224e-01+3.330047344467499393e-01j), (7.182515500000000000e+09+0.000000000000000000e+00j)
 (4.150064681688147017e-01+4.743457967275843679e-01j), (6.398024291982551404e-03+1.965739507984392009e-01j), (7.225015000000000000e+09+0.000000000000000000e+00j)
 (6.846172248228052926e-01+4.400124248116832337e-02j), (9.350493103750633361e-01+5.313660318539292771e-01j), (7.267514500000000000e+09+0.000000000000000000e+00j)
 (4.538614666623045357e-01+9.501749266357260026e-01j), (3.981523886847823102e-01+1.967943482724904269e-01j), (7.310014000000000000e+09+0.000000000000000000e+00j)
